"astro-ph/9405036","Gunter Sigl","G. Sigl and M.S. Turner","Massive Tau Neutrino and SN 1987a","14 LATEX pages, 11 Figures available on request, FNAL-Pub-94/001-A","Phys.Rev.D51:1499-1509,1995","10.1103/PhysRevD.51.1499",,"astro-ph hep-ph",,"  The emission of $\MeV$-mass tau neutrinos from newly formed neutron stars is
considered in a simple, but accurate, model based upon the diffusion
approximation. The tau-neutrinosphere temperature is found to increase with
mass so that emission of massive tau neutrinos is not suppressed by the
Boltzmann factor previously used, $(\mnu /T_\nu )^{1.5}\exp(-\mnu/T_{\nu})$,
where $T_{\nu}\sim 4\MeV -8\MeV$. If the tau neutrino decays to electron
neutrinos, then for short lifetimes ($\taunu\la10^{-3}\sec$) the location of
both the tau and electron neutrinospheres can be affected, and, for very short
lifetimes ($\tau_\nu \la 10^{-6}\sec$) its temperature falls below $1\MeV$, in
conflict with neutrino observations of Supernova 1987A (SN 87A). Using our
results, we revise limits to the mass/lifetime of an $\MeV$-mass tau neutrino
based upon SN 87A. Our constraints, together with bounds based upon primordial
nucleosynthesis and the laboratory mass limit of around $30\MeV$, exclude the
possibility of a tau neutrino more massive than $0.4\MeV$ if the dominant decay
mode is radiative. Finally, we speculate on the possible role a $15\MeV
-25\MeV$ tau neutrino might play in the supernova explosion itself.
","[{""version"":""v1"",""created"":""Sun, 15 May 1994 22:03:19 GMT""}]","2009-09-25"
"hep-ph/9405296","John Learned","John G. Learned and Sandip Pakvasa (Department of Physics and
  Astronomy, Univerity of Hawaii)","Detecting Nutau Oscillations as PeV Energies","10 Pages, 2 figs included, 15 May 1994, Preprint DUMAND-3-94","Astropart.Phys.3:267-274,1995","10.1016/0927-6505(94)00043-3",,"hep-ph astro-ph",,"  It is suggested that a large deep underocean neutrino detector, given the
presence of significant numbers of neutrinos in the PeV range as predicted by
various models of Active Galactic Nuclei, can make unique measurements of the
properties of neutrinos. It will be possible to observe the existence of the
nu_tau, measure its mixing with other flavors, in fact test the mixing pattern
for all three flavors based upon the mixing parameters suggested by the
atmospheric and solar neutrino data, and measure the nu_tau cross section. The
key signature is the charged current nu_tau interaction, which produces a
double cascade, one at either end of a minimum ionizing track. At a few PeV
these cascades would be separated by roughly 100 m, and thus be easily
resolvable in DUMAND and similar detectors. Future applications are precise
neutrino astronomy and earth tomography.
","[{""version"":""v1"",""created"":""Mon, 16 May 1994 03:59:49 GMT""}]","2010-11-01"
"hep-ph/9405297","Yongseok Oh","Yongseok Oh, Byung-Yoon Park and Dong-Pil Min","Pentaquark Exotic Baryons in the Skyrme Model","LaTeX, 11 pages, SNUTP-94/06 (revised)","Phys.Lett. B331 (1994) 362-370","10.1016/0370-2693(94)91065-0",,"hep-ph",,"  We investigate the pentaquark($P$) exotic baryons as soliton-antiflavored
heavy mesons bound states in the limit of infinitely heavy meson mass. Our
approach respects the chiral symmetry as well as the heavy quark symmetry. The
results reveal a possibility for the loosely bound non-strange $P$-baryon(s).
","[{""version"":""v1"",""created"":""Mon, 16 May 1994 08:34:14 GMT""}]","2009-10-28"
"hep-ph/9405298","Spanos Vasilis","A.B.Lahanas and V.C.Spanos","Static Quantities of the W-Boson in the MSSM","LateX 21 pages,with 4 figures - figs.3&4 sent upon request-,
  UA/NPPS-15/1994 In this revised version we correct numerical errors regarding
  the Higgs contributions and some missprints occuring in the original version.
  ( Revised )","Phys.Lett.B334:378-390,1994","10.1016/0370-2693(94)90703-X",,"hep-ph",,"  We systematically analyze the anomalous dipole $\Delta k_{\gamma}$ and
quadrupole $\Delta Q_{\gamma}$ moments of the W gauge bosons in the context of
the minimal supersymmetric standard model as functions of the soft SUSY
breaking parameters $A_0,m_0,M_{1/2}$ and the top quark mass. The severe
constraints imposed by the radiative breaking mechanism of the electroweak
symmetry\,$ SU(2)\times U(1)$\, are duly taken into account. The supesymmetric
values of $\Delta k_{\gamma}$ and $\Delta Q_{\gamma}$ can be largely different,
in some cases, from the standard model predictions but of the same order of
magnitude for values of \quad $A_0,m_0,M_{1/2} \leq {\cal O}(1 TeV) $.
Therefore possible supersymmetric structure can be probed provided the accuracy
of measurements for $\Delta k_{\gamma}$, $\Delta Q_{\gamma}$ reaches
$10^{-2}-10^{-3}$ and hence hard to be detected at LEP2. If deviations from the
standard model predictions are observed at LEP2, most likely these are not due
to an underlying supersymmetric structure. In cases where $M_{1/2} \ll A_0,m_0
$, the charginos and neutralinos may give substantial contributions saturating
the LEP2 sensitivity limits. This occurs when their masses $m_{\tilde
C},m_{\tilde Z}$ turn out to be both light satisfying $m_{\tilde C}+m_{\tilde
Z} \simeq M_W $. However these extreme cases are perturbatively untrustworthy
and besides unnatural for they occupy a small region in the parameter space. }
","[{""version"":""v1"",""created"":""Mon, 16 May 1994 09:32:56 GMT""},{""version"":""v2"",""created"":""Wed, 15 Jun 1994 08:40:29 GMT""}]","2009-09-25"
"hep-ph/9405299","Annette Holtkamp","Bernd A. Kniehl","Two-Loop ${\cal O}(\alpha_sG_Fm_t^2)$ Corrections to the Fermionic Decay
  Rates of the Standard-Model Higgs Boson","14 pages, latex, figures 2-5 appended, DESY 94-083","Phys.Rev. D50 (1994) 3314-3322","10.1103/PhysRevD.50.3314",,"hep-ph",,"  Low- and intermediate mass Higgs bosons decay preferably into fermion pairs.
The one-loop electroweak corrections to the respective decay rates are
dominated by a flavour-independent term of ${\cal O}(G_Fm_t^2)$. We calculate
the two-loop gluon correction to this term. It turns out that this correction
screens the leading high-$m_t$ behaviour of the one-loop result by roughly
10\%. We also present the two-loop QCD correction to the contribution induced
by a pair of fourth-generation quarks with arbitrary masses. As expected, the
inclusion of the QCD correction considerably reduces the renormalization-scheme
dependence of the prediction.
","[{""version"":""v1"",""created"":""Mon, 16 May 1994 12:06:01 GMT""}]","2009-10-28"
"hep-ph/9405300","Annette Holtkamp","M. Reuter, C. Wetterich","Search for the QCD Ground State","17 pages, latex, DESY 94-081, HD-THEP-94-6","Phys.Lett.B334:412-419,1994","10.1016/0370-2693(94)90707-2",,"hep-ph",,"  Within the Euclidean effective action approach we propose criteria for the
ground state of QCD. Despite a nonvanishing field strength the ground state
should be invariant with respect to modified Poincar\'e transformations
consisting of a combination of translations and rotations with suitable gauge
transformations. We have found candidate states for QCD with four or more
colours. The formation of gluon condensates shows similarities with the Higgs
phenomenon.
","[{""version"":""v1"",""created"":""Mon, 16 May 1994 12:15:39 GMT""}]","2011-07-19"
"hep-ph/9405301","Annette Holtkamp","Kirill Melnikov, Michael Spira, Oleg Yakovlev","Threshold Effects in Two--Photon Decays of Higgs Particles","12 pages, latex, figures not included, style files zer.sty and
  z12.sty appended, DESY 94-076, BUDKERINP-94-39","Z.Phys. C64 (1994) 401-406","10.1007/BF01560100",,"hep-ph",,"  The couplings of Higgs particles to two photons are analyzed in the threshold
region, where the Higgs mass is about twice the loop--particle mass leading to
possible bound state formation. The amplitude of the pseudoscalar decay $A\to
\gamma\gamma$ for pseudoscalar masses in the range of $(t\bar t)$--bound state
masses is calculated in leading and next--to--leading order in $\alpha_s$. It
is shown that the real and imaginary parts of the form factor are significantly
different from the lowest order perturbative one.
","[{""version"":""v1"",""created"":""Mon, 16 May 1994 12:25:26 GMT""}]","2009-10-28"
"hep-ph/9405302","Jose I. Illana","F. del Aguila","Model-independent determination of $Z'$ couplings at LEP 200","6 pages, UG-FT-36/94. PostScript file for the Figure available via
  anonymous ftp at ftp.ugr.es as incoming/mzpsm.ps","Nucl.Phys.Proc.Suppl.37B:177-180,1994","10.1016/0920-5632(94)90674-2",,"hep-ph",,"  All couplings of a new heavy gauge boson to ordinary fermions can be
determined in a model-independent way at a large $e^+e^-$ collider for large
enough statistics. No such determination is possible at LEP 200, however,
because its design integrated luminosity is too low for existing and
forthcoming limits on $Z'$ interactions. At any rate, it should be possible to
distinguish between models for $Z'$ masses $< 1\ TeV$, or to set limits of this
order on $Z'$ masses for definite models. These are (preliminary) $1\sigma $
limits. We neglect systematic errors and assume an integrated luminosity of
$0.5\ fb^{-1}$.
","[{""version"":""v1"",""created"":""Mon, 16 May 1994 13:58:30 GMT""}]","2011-01-25"
"hep-ph/9405303",,"H. Holtmann, N.N. Nikolaev, J. Speth and A. Szczurek","Pion Content of the Nucleon as seen in the NA51 Drell-Yan experiment","10 pages + 3 figures, Preprint KFA-IKP(TH)-1994-14 .tex file. After
  \enddocument a uu-encodeded Postscript file comprising the figures is
  appended","Z.Phys.A353:411-414,1996","10.1007/BF01285152",,"hep-ph",,"  In a recent CERN Drell-Yan experiment the NA51 group found a strong asymmetry
of $\bar u$ and $\bar d$ densities in the proton at $x\simeq0.18$. We interpret
this result as a decisive confirmation of the pion-induced sea in the nucleon.
","[{""version"":""v1"",""created"":""Mon, 16 May 1994 13:31:33 GMT""}]","2011-02-01"
"hep-ph/9405304","Martin Beneke","M.Beneke, V.M.Braun and V.I.Zakharov","Bloch-Nordsieck cancellations beyond logarithms in heavy particle decays","LATEX, 7 pages, one figure appended as uu-encoded ps-file,
  MPI-PhT/94-18","Phys.Rev.Lett. 73 (1994) 3058-3061","10.1103/PhysRevLett.73.3058",,"hep-ph",,"  We investigate the one-loop radiative corrections to the semileptonic decay
of a charged particle at finite gauge boson mass. Extending the Bloch-Nordsieck
cancellation of infrared logarithms, the subsequent non-analytic terms are also
found to vanish after eliminating the pole mass in favor of a mass defined at
short distances. This observation justifies the operator product expansion for
inclusive decays of heavy mesons and implies that infrared effects associated
with the summation of the radiative corrections are suppressed by at least
three powers of the mass of the heavy decaying particle.
","[{""version"":""v1"",""created"":""Mon, 16 May 1994 15:04:17 GMT""}]","2009-10-28"
"hep-ph/9405305","Ed Stoeffhaas","R. Ma'nka","Phase Transition in Extended Electroweak Theory","Standard Latex, 20 pages. 1 figure (Latex) included. USL-TH-94-01,
  MAD/PH/829",,,,"hep-ph astro-ph",,"  The phase transition in the Weinberg-Salam-Glashow (GSW) electroweak theory
extended by the majoron and dilaton field is considered. The possibility of the
boson condensation in the extreme conditions in the standard electroweak theory
is shown. The first order phase transition induces by the radiative corrections
(the Coleman-Weinberg potential) in the presence of matter was considered. Due
to t-quark mass ($\sim 174\ GeV$) a relatively high Higgs mass ($\sim 313 \
GeV$) was obtained. Only a fraction of this mass is connected to the
Coleman-Weinberg potential ($m_{CW} \sim 15\ GeV$). The model produces the
first order phase transition for low temperature ($T_c \sim 10\ GeV$).
Formation of bubbles filled with matter was considered near the phase
transition point. The realistic ball with $ M \sim 10^5 - 10^9 M_{\odot}$ and
the radius $ R \sim 10^{12} - 10^{14} cm$ is obtained.
","[{""version"":""v1"",""created"":""Mon, 16 May 1994 15:51:00 GMT""}]","2007-05-23"
"hep-th/9405095","Francesco Toppan","Francesco Toppan","N=1,2 Super-NLS Hierarchies as Super-KP Coset Reductions","27 pages, LaTex, Preprint ENSLAPP-L-467/94","Int.J.Mod.Phys. A10 (1995) 895-922","10.1142/S0217751X95000449",,"hep-th",,"  We define consistent finite-superfields reductions of the $N=1,2$ super-KP
hierarchies via the coset approach we already developped for reducing the
bosonic KP-hierarchy (generating e.g. the NLS hierarchy from the
$sl(2)/U(1)-{\cal KM}$ coset). We work in a manifestly supersymmetric framework
and illustrate our method by treating explicitly the $N=1,2$ super-NLS
hierarchies. W.r.t. the bosonic case the ordinary covariant derivative is now
replaced by a spinorial one containing a spin ${\textstyle {1\over 2}}$
superfield. Each coset reduction is associated to a rational super-$\cw$
algebra encoding a non-linear super-$\cw_\infty$ algebra structure. In the
$N=2$ case two conjugate sets of superLax operators, equations of motion and
infinite hamiltonians in involution are derived. Modified hierarchies are
obtained from the original ones via free-fields mappings (just as a m-NLS
equation arises by representing the $sl(2)-{\cal KM}$ algebra through the
classical Wakimoto free-fields).
","[{""version"":""v1"",""created"":""Sun, 15 May 1994 19:46:35 GMT""}]","2015-06-26"
"hep-th/9405096","Takashi Takebe","Kanehisa Takasaki (Kyoto University), Takashi Takebe (University of
  Tokyo)","Integrable Hierarchies and Dispersionless Limit","63 pages, University of Tokyo preprint, UTMS 94-35. (AMS TeX ver.2.1)
  (Typos are corrected and references are added.)","Rev.Math.Phys. 7 (1995) 743-808","10.1142/S0129055X9500030X",,"hep-th nlin.SI solv-int",,"  Analogues of the KP and the Toda lattice hierarchy called dispersionless KP
and Toda hierarchy are studied. Dressing operations in the dispersionless
hierarchies are introduced as a canonical transformation, quantization of which
is dressing operators of the ordinary KP and Toda hierarchy. An alternative
construction of general solutions of the ordinary KP and Toda hierarchy is
given as twistor construction which is quatization of the similar construction
of solutions of dispersionless hierarchies. These results as well as those
obtained in previous papers are presented with proofs and necessary technical
details.
","[{""version"":""v1"",""created"":""Mon, 16 May 1994 02:09:29 GMT""},{""version"":""v2"",""created"":""Thu, 19 May 1994 00:24:28 GMT""},{""version"":""v3"",""created"":""Wed, 29 Jun 1994 08:57:56 GMT""}]","2009-10-28"
"hep-th/9405097",,"Sergio Albeverio and Shao-Ming Fei","BRST Structures and Symplectic Geometry on a Class of Supermanifolds","14 pages, Latex","Lett.Math.Phys. 33 (1995) 207-219","10.1007/BF00749622",,"hep-th alg-geom math.AG",,"  By investigating the symplectic geometry and geometric quantization on a
class of supermanifolds, we exhibit BRST structures for a certain kind of
algebras. We discuss the undeformed and q-deformed cases in the classical as
well as in the quantum cases.
","[{""version"":""v1"",""created"":""Mon, 16 May 1994 10:01:47 GMT""}]","2009-10-28"
"hep-th/9405098","Gustavo DaCosta","G.A.F.T. da Costa","Yang-Baxterization of the BH algebra","6 pages, Latex, DIAS STP 94-18",,,,"hep-th",,"  The BH algebra is defined by two sets of generators one of which satisfy the
relations of the braid group and the other the relations of the Hecke algebra
of projectors.These algebras are then combined by additional relations in a way
which generalizes the Birman-Wenzl algebra.In this paper we Yang-Baxterize the
algebra BH and compute solutions of the Yang-Baxter equation.The solutions
found are expressed algebraically in terms of the generators of the algebra.The
expression generalizes the known one for the Birman-Wenzl algebra.
","[{""version"":""v1"",""created"":""Mon, 16 May 1994 11:43:56 GMT""}]","2007-05-23"
"hep-th/9405099","Masako Asano","Masako Asano and Saburo Higuchi","On three-dimensional topological field theories constructed from
  $D^\omega(G)$ for finite group","13 pages, 3 PS figures included","Mod.Phys.Lett.A9:2359-2370,1994","10.1142/S0217732394002239","TIT/HEP-255","hep-th hep-lat math.QA",,"  We investigate the 3d lattice topological field theories defined by Chung,
Fukuma and Shapere. We concentrate on the model defined by taking a deformation
$\D{G}$ of the quantum double of a finite commutative group $G$ as the
underlying Hopf algebra. It is suggested that Chung-Fukuma-Shapere partition
function is related to that of Dijkgraaf-Witten by $\zcfs = |\zdw|^2$ when
$G=\Z_{2N+1}$. For $G=\Z_{2N}$, such a relation does not hold.
","[{""version"":""v1"",""created"":""Mon, 16 May 1994 12:31:46 GMT""}]","2010-11-01"
"hep-th/9405100","Andrea Pasquinucci","Andrea Pasquinucci and Kaj Roland","On the Anomalous Magnetic Moment in Heterotic Superstrings","10 pages, TEX, NBI-HE-94-26","Mod.Phys.Lett. A9 (1994) 3023-3034","10.1142/S0217732394002859",,"hep-th",,"  We explicitly compute the anomalous magnetic moment at one loop level for an
``electron'' in a 4d heterotic string theory. The anomalous magnetic moment
vanishes if the model is spacetime supersymmetric, as required by the
supersymmetric sum rules.
","[{""version"":""v1"",""created"":""Mon, 16 May 1994 13:18:30 GMT""}]","2015-06-26"
"nucl-th/9405016",,"V. F. Dmitriev, I.B. Khriplovich and V.B. Telitsin (Budker Institute
  of Nuclear Physics)","Nuclear Magnetic Quadrupole Moments in Single Particle Approximation","LATEX, 9 pages, 1 postscript figure available upon request from
  ""TELITSIN@INP.NSK.SU"". BINP 94-47","Phys.Rev.C50:2358-2361,1994","10.1103/PhysRevC.50.2358",,"nucl-th",,"  A static magnetic quadrupole moment of a nucleus, induced by T- and P-odd
nucleon-nucleon interaction, is investigated in the single-particle
approximation. Models are considered allowing for analytical solution. The
problem is also treated numerically in a Woods-Saxon potential with spin-orbit
interaction. The stability of results is discussed.
","[{""version"":""v1"",""created"":""Sun, 15 May 1994 17:51:55 GMT""}]","2009-09-25"
