"alg-geom/9405012","Yves Laszlo","Yves Laszlo","Local structure of the moduli space of vector bundles over curves","21 pages, PlainTex",,,,"alg-geom math.AG",,"  We analyze the local structure of the moduli space of semi-stable bundles on
a curve. In particular, a complete description of the local structure is given
in the rank 2 case. We obtain as a corollary of this analysis new results about
the Kummer variety and the Coble quartic associated to a canonical genus 3
curve.
","[{""version"":""v1"",""created"":""Tue, 24 May 1994 09:45:00 GMT""}]","2008-02-03"
"gr-qc/9405053","Herbert Balasin","H Balasin and H Nachbagauer","The Ultrarelativistic Kerr-Geometry and its Energy-Momentum Tensor","16 pages, (AMS-LaTeX), TUW-94-09","Class.Quant.Grav.12:707-714,1995","10.1088/0264-9381/12/3/009",,"gr-qc",,"  The ultrarelativistic limit of the Schwarzschild and the Kerr-geometry
together with their respective energy-momentum tensors is derived. The approach
is based on tensor-distributions making use of the underlying Kerr-Schild
structure, which remains stable under the ultrarelativistic boost.
","[{""version"":""v1"",""created"":""Tue, 24 May 1994 14:03:17 GMT""}]","2010-04-06"
"gr-qc/9405054","Alberto Vazquez Saa","Alberto Saa (Univ. Sao Paulo)","Is minimal coupling procedure compatible with minimal action principle?","LaTeX 6 pages, (This Essay was awarded a Honorable Mention for 1994
  by the Gravity Research Foundation), preprint IFUSP/P-1112","Grav.Cosmol. 2 (1996) 89",,,"gr-qc hep-th",,"  When space-time is assumed to be non-Riemannian the minimal coupling
procedure (MCP) is not compatible, in general, with minimal action principle
(MAP). This means that the equations gotten by applying MCP to the
Euler-Lagrange equations of a Lagrangian $\cal L$ do not coincide with the
Euler-Lagrange equations of the Lagrangian obtained by applying MCP to $\cal
L$. Such compatibility can be restored if the space-time admits a
connection-compatible volume element. We show how these concepts can alter
qualitatively the predictions of the Einstein-Cartan theory of gravity.
","[{""version"":""v1"",""created"":""Tue, 24 May 1994 12:04:02 GMT""}]","2007-05-23"
"hep-lat/9405017","Yosi Avron","J.E.Avron, R. Seiler and P. Zograf","Adiabatic Quantum Transport: Quantization and Fluctuations","10 pages",,"10.1103/PhysRevLett.73.3255",,"hep-lat",,"  Quillen's local index theorem is used to study the charge transport
coefficients (adiabatic curvature) associated to the ground state of a
Schr\""odinger operator for a charged (spinless) particle on a closed, multiply
connected surface. The formula splits the adiabatic curvature into an explicit
integral part and a fluctuating part which has a natural interpretation in
terms of quantum chaos.
","[{""version"":""v1"",""created"":""Mon, 23 May 1994 18:15:42 GMT""}]","2009-10-22"
"hep-lat/9405018","Andrea Vicere'","G.Cella, G.Curci, A.Vicere', B.Vigna","The SU(3) deconfining phase transition with Symanzik action","8 pages, report IFUP-TH 12/94","Phys.Lett. B333 (1994) 457-460","10.1016/0370-2693(94)90167-8",,"hep-lat",,"  We report on the determination of the deconfining temperature in SU(3) pure
gauge theory, using the Symanzik tree level improved action, on lattices of
size 3 x 12^3, 4 x 16^3, 5 x 20^3, 6 x24^3. We find that the asymptotic scaling
violation pattern is similar to the one observed using the Wilson action. We
conclude that the irrelevant operators do not affect, in the range of couplings
considered, the lattice beta function. An analysis based on an effective
coupling formulation shows an apparent improvement.
","[{""version"":""v1"",""created"":""Tue, 24 May 1994 09:09:41 GMT""}]","2009-10-22"
"hep-lat/9405019","Enrico Onofri","F. Di Renzo, G. Marchesini, P. Marenzoni, E. Onofri","Four Loop Result in $SU(3)$ Lattice Gauge Theory by a Stochastic Method:
  Lattice Correction to the Condensate","9 pages. + 5 figures (postscript) appended at the end, (University of
  Parma, Dept.of Physics, report uprf-397-1994)","Nucl.Phys. B426 (1994) 675-685","10.1016/0550-3213(94)90026-4",,"hep-lat",,"  We describe a stochastic technique which allows one to compute numerically
the coefficients of the weak coupling perturbative expansion of any observable
in Lattice Gauge Theory. The idea is to insert the exponential representation
of the link variables $U_\mu(x) \to \exp\{A_\mu(x)/\sqrt\beta\}$ into the
Langevin algorithm and the observables and to perform the expansion in
\beta^{-1/2}. The Langevin algorithm is converted into an infinite hierarchy of
maps which can be exactly truncated at any order. We give the result for the
simple plaquette of SU(3) up to fourth loop order (\beta^{-4}) which extends by
one loop the previously known series.
","[{""version"":""v1"",""created"":""Tue, 24 May 1994 12:42:36 GMT""}]","2009-10-22"
"hep-lat/9405020","Colin Morningstar","Colin J. Morningstar and Marvin Weinstein","Core -- a New Computational Technique for Lattice Systems","13 pages, REVTEX, 3 postscript figures included, SLAC-PUB-6500 (T);
  (final published version)","Phys.Rev.Lett. 73 (1994) 1873-1877","10.1103/PhysRevLett.73.1873",,"hep-lat cond-mat",,"  The COntractor REnormalization group (CORE) method, a new approach to solving
Hamiltonian lattice systems, is introduced. The method combines contraction and
variational techniques with the real-space renormalization group approach. It
applies to lattice systems of infinite extent and is ideal for studying phase
structure and critical phenomena. The CORE approximation is systematically
improvable and can treat systems with dynamical fermions. The method is tested
using the 1+1-dimensional Ising model.
","[{""version"":""v1"",""created"":""Tue, 24 May 1994 12:56:32 GMT""},{""version"":""v2"",""created"":""Sun, 9 Oct 1994 14:13:18 GMT""}]","2009-10-22"
"hep-ph/9405358",,"R. N. Mohapatra","Hints of Grand Unification in Neutrino Data","UMD-PP-94-160 ; Invited talk presented at International Conference on
  "" Neutrino Telescopes'94"" held in Venice, Italy, February,1994; ( latex file
  ) 14 pages",,,,"hep-ph",,"  There are strong indications for neutrino masses and mixings in the data on
solar neutrinos, the observed deficit of the muon neutrinos from the atmosphere
as well as the discussions of the dark matter of the universe after COBE data.
It is argued that the SO(10) grand unified has the right symmetry breaking
properties as dictated by LEP data to accomodate the neutrino masses and
mixings suggested by these experiments. Predictions for neutrino masses in two
different versions of the model are discussed.
","[{""version"":""v1"",""created"":""Mon, 23 May 1994 17:16:18 GMT""}]","2007-05-23"
"hep-ph/9405359",,"M.Baillargeon, G. Belanger and F. Boudjema","Electroweak Physics Issues at a High Energy Photon Collider","75 pages, 25 encaps. figures, ENSLAPP-A-473/94 LaTeX. no changes but
  now full .ps file available via anonymous ftp at LPSVSH.LPS.UMONTREAL.CA as
  [ANONYMOUS.THEORIE.BELANGER]PARISGG.PS (1 Mb compressed, 2 Mb, uncompressed)",,,,"hep-ph",,"  The main attractions of studying the bosonic sector of the electroweak
standard model and its extensions at a future high energy photon collider are
reviewed. A presentation of the laser scheme for obtaining such a collider is
given where we emphasize the importance of polarised \gag spectra. The need for
{\em measuring} the differential luminosities is stressed. We show that, in a
large variety of processes, the yield of weak vector bosons is much higher than
at the \epm mode but unfortunately, the cross sections are dominated by the
transverse modes. Investigation of the physics related to the symmetry breaking
sector both in $W$ and $Z$ pair production is given and contrasted with what we
expect to obtain in the \epm mode and at the LHC. We reassess the issue of
whether an intermediate-mass Higgs can be observed as a resonance when we have
a broad spectrum that allows the simultaneous study of a host of electroweak
phenomena. This investigation includes the important background of the
so-called ``resolved"" photon. We analyse the important issues of the mass
resolution, the $b$ tagging efficiencies, and the polarisation of the beams at
two typical \epm energies: 300GeV and 500GeV. New efficient cuts are found to
suppress the background. The importance of $WWH$ production at $\sim$1TeV is
emphasized and contrasted with other Higgs production mechanisms at both \epm
and $e\gamma$. Finally, we examine the interesting problem of the longitudinal
$W$ ($W_L$) content of the photon. A new set of polarised structure functions
for the $W_L$ inside the photon is proposed. We test the validity of the
ensuing effective $W$ approximation in the \ggwwht process.
","[{""version"":""v1"",""created"":""Mon, 23 May 1994 18:57:44 GMT""},{""version"":""v2"",""created"":""Tue, 24 May 1994 10:43:25 GMT""}]","2008-02-03"
"hep-ph/9405360",,"J.G.Korner and D.Pirjol","On the 1/m^2 corrections to the form-factors in /\_b -> /\_c
  semileptonic decays","LaTeX, 8 pages, MZ-TH/94-16","Phys.Lett. B334 (1994) 399-404","10.1016/0370-2693(94)90705-6",,"hep-ph",,"  Model-independent bounds are presented for the form-factors describing the
semileptonic decay $\Lambda_b\to\Lambda_ce\bar\nu_e$ at the end-point of the
lepton energy spectrum. For the axial-vector form-factor $f_1^A(1)$ we obtain
$f_1^A(1)\leq 0.960\div 0.935$, where the uncertainty arises from the value of
$\mu_\pi^2$, the average kinetic energy of the $b$ quark inside of the
$\Lambda_b$ baryon. A bound is given on the forward matrix element of the axial
current in a $\Lambda_b$ baryon which is relevant for the inclusive
semileptonic decays of the polarized $\Lambda_b$ decays.
","[{""version"":""v1"",""created"":""Mon, 23 May 1994 19:56:33 GMT""}]","2009-10-28"
"hep-ph/9405361","Xuemin Jin","Xuemin Jin and Thomas D. Cohen","Relations among Zero Momentum Correlators for Heavy-Light Systems in QCD","9 pages in ReVTeX, UMD preprint #94-142","Phys.Rev.D51:5316-5318,1995","10.1103/PhysRevD.51.5316",,"hep-ph",,"  Relations connecting various zero momentum correlators of interpolating
fields for pseudoscalar and scalar channel, containing one heavy and one light
quark field, are derived from the Euclidean space formulation of the QCD
functional integral. These relations may serve as constraints on the
phenomenological models or approaches motivated from QCD, and suggest a method
to extract the chiral quark condensates. It is also found that the correlator
for pseudoscalar channel differs from that for scalar channel even in the large
heavy quark mass limit.
","[{""version"":""v1"",""created"":""Mon, 23 May 1994 19:51:34 GMT""}]","2010-11-01"
"hep-ph/9405362",,"Palash B Pal (Center for Particle Physics, University of Texas,
  Austin, TX, USA)","What is the Equivalence Theorem Really?","LaTeX, 7 pages, DOE-ER\,40757-045 / CPP-94-13. (Send preprint
  requests to huskey@utaphy.ph.utexas.edu)",,,,"hep-ph hep-th",,"  The precise statement of the equivalence theorem, between the longitudinally
polarized states of a massive gauge boson and the corresponding goldstone mode,
is discussed when the amplitude in question depends on masses of other
particles (e.g., the Higgs boson) in the theory.
","[{""version"":""v1"",""created"":""Mon, 23 May 1994 21:17:55 GMT""}]","2007-05-23"
"hep-ph/9405363","Leszek Roszkowski","G.L. Kane, Chris Kolda, Leszek Roszkowski, and James D. Wells","Dark Matter from Supersymmetric Grand Unification","invited talk given by LR at the Astrophysics Symposium and Workshop
  on Dark Matter ``Critique of the Sources of Dark Matter in the Universe'',
  Los Angeles, California, February 16--18, 1994; 14 pages of text in Latex
  plus 4 figures in PS (3 included, 1 available by email); University of
  Michigan preprint UM-TH-94-17 (April 1994). CHANGES: 3 figures added,
  abstract in the listing corrected",,,,"hep-ph astro-ph",,"  In constrained minimal supersymmetry the lightest neutralino of bino-type is
the only neutral candidate for dark matter. As a result, one is typically able
to restrict all the supersymmetric mass spectra below roughly 1-2\tev\ {\em
without} imposing an ill-defined fine-tuning constraint.
","[{""version"":""v1"",""created"":""Mon, 23 May 1994 22:07:11 GMT""},{""version"":""v2"",""created"":""Tue, 24 May 1994 14:07:18 GMT""}]","2008-02-03"
"hep-ph/9405364","Leszek Roszkowski","G.L. Kane, Chris Kolda, Leszek Roszkowski, and James D. Wells","Upper Bounds in Low-Energy SUSY","talk given by LR at the 2nd IFT Workshop ``Yukawa Couplings and the
  Origin of Mass'', Gainesville, Florida, February 11--13, 1994; 7 pages of
  text in Latex plus 1 figure (included); University of Michigan preprint
  UM-TH-94-18 (April 1994)",,,,"hep-ph astro-ph",,"  In the constrained MSSM one is typically able to restrict the supersymmetric
mass spectra below roughly 1-2\tev\ {\em without} resorting to the ambiguous
fine-tuning constraint.
","[{""version"":""v1"",""created"":""Mon, 23 May 1994 21:18:07 GMT""}]","2007-05-23"
"hep-ph/9405365","Jim Cline","James M. Cline","Quark Diffusion and Baryogenesis at the Electroweak Phase Transition","11pp, 2 latex-generated figures using bezier.sty (included),
  UMN-TH-1259-94. Errors corrected (suppression due to finite wall thickness is
  reduced), explanations expanded (especially concerning the Fokker-Planck
  approximation of the collision term), *NEW DISCUSSION* of the different
  velocity dependence predicted by Boltzmann equation versus the diffusion
  equation. To appear in Phys. Lett. B","Phys.Lett. B338 (1994) 263-268","10.1016/0370-2693(94)91376-5",,"hep-ph astro-ph",,"  Baryogenesis at the electroweak phase transition may take place through
CP-violating reflections of quarks from expanding bubbles of the broken
symmetry phase. We formulate and approximately solve the transport equations
for the reflected quark asymmetries. The results are comparable to a previous
Monte Carlo calculation and allow for analytic estimates of the baryon
asymmetry $\Delta B$ when the bubble walls have a small velocity. Our method
predicts no velocity-dependence for $\Delta B$ in the small $v$ limit, unlike
results obtained from a simplified treatment based on the diffusion equation.
","[{""version"":""v1"",""created"":""Mon, 23 May 1994 22:18:20 GMT""},{""version"":""v2"",""created"":""Mon, 12 Sep 1994 22:11:58 GMT""}]","2009-10-28"
"hep-ph/9405366","Michael P. Mattis","Michael P. MATTIS and Richard R. SILBAR (Los Alamos Natl Lab)","Pion-Nucleon Scattering in a Large-N Sigma Model","This LaTeX file inputs the ReVTeX macropackage; figures accompany it","Phys.Rev. D51 (1995) 3267-3286","10.1103/PhysRevD.51.3267",,"hep-ph nucl-th",,"  We review the large-N_c approach to meson-baryon scattering, including recent
interesting developments. We then study pion-nucleon scattering in a particular
variant of the linear sigma-model, in which the couplings of the sigma and pi
mesons to the nucleon are echoed by couplings to the entire tower of I=J
baryons (including the Delta) as dictated by large-N_c group theory. We sum the
complete set of multi-loop meson-exchange
  \pi N --> \pi N and \pi N --> \sigma N Feynman diagrams, to leading order in
1/N_c. The key idea, reviewed in detail, is that large-N_c allows the
approximation of LOOP graphs by TREE graphs, so long as the loops contain at
least one baryon leg; trees, in turn, can be summed by solving classical
equations of motion. We exhibit the resulting partial-wave S-matrix and the
rich nucleon and Delta resonance spectrum of this simple model, comparing not
only to experiment but also to pion-nucleon scattering in the Skyrme model. The
moral is that much of the detailed structure of the meson-baryon S-matrix which
hitherto has been uncovered only with skyrmion methods, can also be described
by models with explicit baryon fields, thanks to the 1/N_c expansion.
","[{""version"":""v1"",""created"":""Tue, 24 May 1994 04:45:25 GMT""}]","2009-10-28"
"hep-ph/9405367","Annette Holtkamp","G. Ingelman and J. Rathmans","Renormalization scale uncertainty in tne DIS 2+1 jet cross-section","24 pages, uuencoded compressed tar file, DESY 94-082, TSL-ISV-94-0096","Z.Phys. C63 (1994) 589-600","10.1007/BF01557625",,"hep-ph",,"  The deep inelastic scattering 2+1 jet cross- section is a useful observable
for precision tests of QCD, e.g. measuring the strong coupling constant
alpha(s). A consistent analysis requires a good understanding of the
theoretical uncertainties and one of the most fundamental ones in QCD is due to
the renormalization scheme and scale ambiguity. Different methods, which have
been proposed to resolve the scale ambiguity, are applied to the 2+1 jet
cross-section and the uncertainty is estimated. It is shown that the
uncertainty can be made smaller by choosing the jet definition in a suitable
way.
","[{""version"":""v1"",""created"":""Tue, 24 May 1994 08:35:57 GMT""}]","2015-06-25"
"hep-ph/9405368","Andrzej J. Buras","A.J. Buras","Precise Determinations of the CKM Matrix from CP-Asymmetries in B-Decays
  and K_L --> \pi^0 \nu \bar\nu","14 pages, MPI-PhT/94-25 and TUM-T31-61/94","Phys.Lett.B333:476-483,1994","10.1016/0370-2693(94)90171-6",,"hep-ph",,"  We point out that the measurements of the CP asymmetries in neutral B-decays
together with a measurement of $Br(K_L\to \pi^\circ\nu\bar\nu)$ and the known
value of $\mid V_{us}\mid $ can determine {\it all} elements of the
Cabibbo-Kobayashi-Maskawa matrix without essentially any hadronic
uncertainties. In particular the strong dependence of $Br(K_L\to
\pi^\circ\nu\bar\nu)$ on $\mid V_{cb}\mid$ ($\mid V_{cb}\mid^4$) can be used to
determine this element precisely. Consequently $\mid V_{ub}\mid$, $\mid
V_{td}\mid$ and $\mid V_{ts} \mid $ can also be determined. We derive a set of
formulae which facilitate this study and we present a numerical analysis of
several future scenarios. Accurate determinations of all parameters are
expected from the B-factories and the Main Injector era at Fermilab including
KAMI. An impressive accuracy should be reached in the LHC era. An analysis
using $Br(\kpnn)$ instead of $Br(\klpnn)$ shows that although the determination
of $\mid V_{cb}\mid$ and $\mid V_{td}\mid$ this way is less accurate, still
useful results for these elements can be obtained.
","[{""version"":""v1"",""created"":""Tue, 24 May 1994 09:20:21 GMT""}]","2010-11-01"
"hep-ph/9405369","Lluis Ametller","Ll. Ametller, Ll. Garrido and P. Talavera","Enhancing the top signal at Tevatron using Neural Nets","11 pages, 6 figures (not included and available from the authors),
  Latex, UB-ECM-PF 94/13","Phys.Rev.D50:5473-5477,1994","10.1103/PhysRevD.50.R5473",,"hep-ph",,"  We show that Neural Nets can be useful for top analysis at Tevatron. The main
features of $t\bar t$ and background events on a mixed sample are projected in
a single output, which controls the efficiency and purity of the $t\bar t$
signal.
","[{""version"":""v1"",""created"":""Tue, 24 May 1994 10:18:30 GMT""}]","2009-12-30"
"hep-ph/9405370","Leonid Burakovsky","L. Burakovsky and L.P. Horwitz","Relativistic mass distribution in event-anti-event system and
  ``realistic'' equation of state for hot hadronic matter","19 pages, report TAUP-2161-94","Found.Phys. 25 (1995) 1127-1146","10.1007/BF02055255",,"hep-ph hep-th",,"  We find the equation of state $p,\rho \propto T^6,$ which gives the value of
the sound velocity $c^2=0.20,$ in agreement with the ``realistic'' equation of
state for hot hadronic matter suggested by Shuryak, in the framework of a
covariant relativistic statistical mechanics of an event--anti-event system
with small chemical and mass potentials. The relativistic mass distribution for
such a system is obtained and shown to be a good candidate for fitting hadronic
resonances, in agreement with the phenomenological models of Hagedorn, Shuryak,
{\it et al.} This distribution provides a correction to the value of specific
heat 3/2, of the order of 5.5\%, at low temperatures.
","[{""version"":""v1"",""created"":""Tue, 24 May 1994 11:35:15 GMT""}]","2009-10-28"
