"astro-ph/9405040","Hans J. Haubold","H.J. Haubold and A.M. Mathai","Solar nuclear energy generation and the chlorine solar neutrino
  experiment","15 pages in LaTeX, 4 figures available on request from
  haubold@ekpvs2.dnet.tuwien.ac.at","AIP Conference Proceedings 320(1994)102-116","10.1063/1.47009","Centre for Mathematical Sciences preprint #27","astro-ph hep-ph",,"  The study of solar neutrinos may provide important insights into the physics
of the central region of the Sun. Four solar neutrino experiments have
confirmed the solar neutrino problem but do not clearly indicate whether solar
physics, nuclear physics, or neutrino physics have to be improved to solve it.
Nonlinear relations among the different neutrino fluxes are imposed by two
coupled systems of differential equations governing the internal structure and
time evolution of the Sun. We assume that the results of the four neutrino
experiments are correct and are concerned not with the discrepancy between the
average rate and the predicted rate, but with a possible time dependence of the
argon production rate as revealed in the Homestake experiment over a time
period of 20 years. Based on the subtlety of the solar neutrino problem we
review here quantitatively the physical laws employed for understanding the
internal solar structure and conjecture that the interlink between specific
nuclear reactions of the PPIII-branch of the proton-proton chain may allow the
high-energy solar neutrino flux to vary over time.
","[{""version"":""v1"",""created"":""Wed, 18 May 1994 04:09:20 GMT""}]","2009-10-22"
"hep-ex/9405006","Hiroaki Masuda","K. Abe, et al","Measurement of alpha-s from energy-energy correlations at the Z0
  resonance","37, SLAC-PUB-6451","Phys.Rev.D50:5580-5590,1994","10.1103/PhysRevD.50.5580",,"hep-ex",,"  We have determined the strong coupling alpha-s from a comprehensive study of
energy-energy correlations (EEC) and their asymmetry (AEEC) in hadronic decays
of Z0 bosons collected by the SLD experiment at SLAC. The data were compared
with all four available predictions of QCD calculated up to O(alpha-s**2) in
perturbation theory, and also with a resummed calculation matched to all four
of these calculations. We find large discrepancies between alpha-s values
extracted from the different O(alpha-s**2) calculations. We also find a large
renormalization scale ambiguity in alpha-s determined from the EEC using the
O(alpha-s**2) calculations; this ambiguity is reduced in the case of the AEEC,
and is very small when the matched calculations are used. Averaging over all
calculations, and over the EEC and AEEC results, we obtain
alpha-s(MZ)=0.124+0.003-0.004(exp.) +-0.009(theory).
","[{""version"":""v1"",""created"":""Tue, 17 May 1994 22:26:16 GMT""},{""version"":""v2"",""created"":""Wed, 18 May 1994 17:34:13 GMT""}]","2009-09-25"
"hep-ex/9405007","Gabriele Gianini","I.M.Dremin (P.N.Lebedev Institute of Physics, Moscow), V.Arena,
  G.Boca, G.Gianini, S.Malvezzi, M.Merlo, S.P.Ratti, C.Riccardi, G.Salvadori,
  L.Viola, P.Vitulo (Department of Nuclear and Theoretical Physics, University
  of Pavia and Sezione INFN, Pavia, Italy)","Cumulant to Factorial Moment Ratio and Multiplicity Data","Submitted to Phys.Lett.B; Latex document, 11 pages, 4 PostScript
  figures appended. Preprint number FIAN/TD-15/93 also FNT/AE 93-25","Phys.Lett. B336 (1994) 119-124","10.1016/0370-2693(94)00969-4",,"hep-ex hep-ph",,"  The ratio of cumulant to factorial moments of experimental multiplicity
distributions has been calculated for $e^{+}e^{-}$ and $hh$ interactions in a
wide range of energies. As a function of the rank it exhibits an initial steep
decrease and a series of oscillations around zero. Those features cannot be
reproduced by the Negative Binomial Distribution. A comparable behaviour is
instead predicted in high-energy perturbative QCD. The presence of a
qualitatively similar behaviour for different processes and in wide energy
intervals suggests speaking of an approximate scaling of the cumulant to
factorial moment ratio.
","[{""version"":""v1"",""created"":""Wed, 18 May 1994 14:18:20 GMT""}]","2009-10-22"
"hep-lat/9405015","Sokal","Sabino Jos\'e Ferreira and Alan D. Sokal","Antiferromagnetic Potts Models on the Square Lattice","9 pages including 6 figures, 288527 bytes Postscript
  (NYU-TH-94/05/01)","Phys.Rev. B51 (1995) 6727-6730","10.1103/PhysRevB.51.6727",,"hep-lat cond-mat",,"  We study the antiferromagnetic $q$-state Potts model on the square lattice
for $q=3$ and $q=4$, using the Wang-Swendsen-Koteck\'y Monte Carlo algorithm
and a new finite-size-scaling extrapolation method. For $q=3$ we obtain good
control up to correlation length $\xi \sim 5000$; the data are consistent with
$\xi(\beta) = A e^{2\beta} \beta (1 + a_1 e^{-\beta} + \ldots)$ as
$\beta\to\infty$. For $q=4$ the model is disordered even at zero temperature.
","[{""version"":""v1"",""created"":""Tue, 17 May 1994 16:17:18 GMT""}]","2016-08-31"
"hep-lat/9405016","Sokal","Alan D. Sokal","Monte Carlo Methods for the Self-Avoiding Walk","81 pages including lots of figures, 700138 bytes Postscript
  (NYU-TH-94/05/02) [To appear in Monte Carlo and Molecular Dynamics
  Simulations in Polymer Science, edited by Kurt Binder, Oxford University
  Press, expected late 1994]",,,,"hep-lat cond-mat",,"  This article is a pedagogical review of Monte Carlo methods for the
self-avoiding walk, with emphasis on the extraordinarily efficient algorithms
developed over the past decade.
","[{""version"":""v1"",""created"":""Tue, 17 May 1994 16:31:46 GMT""}]","2007-05-23"
"hep-ph/9405309","Markus Thoma","Markus H. Thoma","Damping Rate of a Hard Photon in a Relativistic Plasma","4 pages, REVTeX, 2 figures (not included), UGI-MT-94-01","Phys.Rev. D51 (1995) 862-865","10.1103/PhysRevD.51.862",,"hep-ph",,"  The damping rate of a hard photon in a hot relativistic QED and QCD plasma is
calculated using the resummation technique by Braaten and Pisarski.
","[{""version"":""v1"",""created"":""Tue, 17 May 1994 16:09:57 GMT""}]","2009-10-28"
"hep-ph/9405310","Alexander Khodjamirian","A. Khodjamirian, R. R\""uckl","QCD Calculation of $B$ Meson Form Factors and Exclusive Nonleptonic
  Decays","14 pages +4 figures available upon request as .ps file , LaTeX ,(
  presented by A. Khodjamirian at the Workshop ""Continuous Advances in QCD"",
  TPI, University of Minnesota, Minneapolis, February 18-20, 1994)
  MPI-PhT/94-26, LMU-05/94",,,,"hep-ph",,"  The method of QCD sum rules has proven to be particularly useful in heavy
quark physics, where a small distance scale is provided by the inverse heavy
quark mass. We present two new examples for the application of this method to
B-physics: a calculation of the heavy-to-light form factors $B \rightarrow
\pi,K$ and an estimate of the weak decay amplitude for $B \rightarrow J/\psi K
$ beyond the factorization approximation.
","[{""version"":""v1"",""created"":""Tue, 17 May 1994 21:06:28 GMT""}]","2009-09-25"
"hep-ph/9405311","C. S. Parker","J. O. Akeyo, H. F. Jones and C. S. Parker","Extended Variational Approach to the SU(2) Mass Gap on the Lattice","24 Pages (incl.diagrams), Imperial/TP/93-94/37","Phys.Rev. D51 (1995) 1298-1304","10.1103/PhysRevD.51.1298",,"hep-ph hep-lat",,"  The linear delta expansion is applied to a calculation of the SU(2) mass gap
on the lattice. Our results compare favourably with the strong-coupling
expansion and are in good agreement with recent Monte Carlo estimates.
","[{""version"":""v1"",""created"":""Tue, 17 May 1994 18:13:51 GMT""},{""version"":""v2"",""created"":""Wed, 18 May 1994 09:49:08 GMT""}]","2009-10-28"
"hep-ph/9405313","Uri Sarid","Riccardo Rattazzi, Uri Sarid and Lawrence J. Hall","Yukawa Unification: The Good, The Bad and The Ugly","(talk Uri Sarid at the Second IFT Workshop on Yukawa Couplings and
  the Origins of Mass, 11-13 February 1994, Gainesville, Florida), 18 pages
  plus 3 uuencoded figures (included at bottom), REVISED: small typos have been
  fixed and some clarifications and a few forgotten acknowledgments and
  references have been added. straight LATeX, SU-ITP-94/15",,,,"hep-ph",,"  We analyze some consequences of grand unification of the third-generation
Yukawa couplings, in the context of the minimal supersymmetric standard model.
We address two issues: the prediction of the top quark mass, and the generation
of the top-bottom mass hierarchy through a hierarchy of Higgs vacuum
expectation values. The top mass is strongly dependent on a certain ratio of
superpartner masses. And the VEV hierarchy always entails some tuning of the
GUT-scale parameters. We study the RG equations and their semi-analytic
solutions, which exhibit several interesting features, such as a focusing
effect in the limit of certain symmetries and a correlation between the $A$
terms (which contribute to $b\rightarrow s\gamma$) and the gaugino masses. This
study shows that non-universal soft-SUSY-breaking masses are favored (in
particular for splitting the Higgs doublets via D-terms and for allowing more
natural scenarios of symmetry breaking), and hints at features desired in
Yukawa-unified models. Several phenomenological implications are also revealed.
","[{""version"":""v1"",""created"":""Wed, 18 May 1994 07:09:32 GMT""},{""version"":""v2"",""created"":""Fri, 20 May 1994 07:37:36 GMT""}]","2009-09-25"
"hep-ph/9405314","Achim Wambach","F. E. Close, A. Wambach","Flavour Dependence of Form Factors in Heavy Meson Decays","10 pages, 3 figures (ps file available upon request), RAL-94-041,
  OUTP-94 09P","Phys.Lett.B348:207-212,1995","10.1016/0370-2693(95)00118-5",,"hep-ph",,"  Recently we have shown that due account of Wigner spin rotations is needed to
match the ISGW model consistently onto HQET. We now discuss the flavour
dependence of this procedure. We find that for finite mass ``heavy'' quark the
universal function $\xi(y=1) \approx 1$ but the slope is proportional to the
energy of the spectator quarks, and ratios of form factors are corrected in a
way that QCD sum rules seem to require. Predictions for heavy quarks, such as
in $B_c \rightarrow \psi(\eta_c)$ and to mixed systems, such as $D\rightarrow
K$ and $B \rightarrow \pi$ show a systematic mass dependence that may be
confronted with data.
","[{""version"":""v1"",""created"":""Wed, 18 May 1994 08:33:47 GMT""}]","2010-11-01"
"hep-ph/9405315",,"Kari Enqvist","On Primordial Magnetic Fields","12 pages, LaTeX. No figures. NORDITA-94/24 P. (Talk given at the NATO
  workshop ""Electroweak Physics and the Early Universe"", Sintra, Portugal,
  March 1994.)",,,,"hep-ph",,"  A primordial magnetic field could be responsible for the observed magnetic
fields of the galaxies. One possibility is that such a primordial field is
generated at the electroweak phase transition because of the fluctuations in
the Higgs field gradients. I describe a statistical averaging procedure which
gives rise to a field of a correct magnitude. Another possibility, where the
Yang-Mills vacuum itself is ferrromagnetic, is also discussed.
","[{""version"":""v1"",""created"":""Wed, 18 May 1994 09:13:03 GMT""}]","2007-05-23"
"hep-ph/9405316",,"Kari Enqvist and Poul Olesen","On the Evolution of Magnetic Fields in the Early Universe","6 pages LaTeX, no figures. NORDITA-94/23 P",,,,"hep-ph",,"  We address the question of the existence of magnetic domains in a recent
scenario for the creation of primordial magnetic fields. We write down the
magnetohydrodynamic equation in an expanding universe in the infinite
conductivity limit and discuss its solution. No domains are found.
","[{""version"":""v1"",""created"":""Wed, 18 May 1994 11:24:33 GMT""}]","2007-05-23"
"hep-ph/9405317","Annette Holtkamp","Bernd A. Kniehl","Higher-order corrections to Higgs-boson decays","6 pages, latex, ps figure appended, talk at Teupitz 1994/04","Nucl.Phys.Proc.Suppl. 37B (1994) 268-273","10.1016/0920-5632(94)90683-1",,"hep-ph",,"  We review the status of radiative corrections to the decay rates of the
Standard-Model Higgs boson in the mass range accessible at LEP~2. Specifically,
we consider corrections of ${\cal O}(\alpha)$, ${\cal O}(\alpha_sG_Fm_t^2)$,
and ${\cal O}(G_F^2M_H^4)$ to the fermionic decay rates and two-loop QCD
corrections to the hadronic decay rates.
","[{""version"":""v1"",""created"":""Wed, 18 May 1994 11:40:09 GMT""}]","2009-10-28"
"hep-ph/9405318","Yong Yeon Keum","M. Gourdin, A. N. Kamal and X. Y. Pham","Failure of the commonly used B -> K(K^*) form factors in explaining
  recent data on B -> J/\Psi + K ( K^* ) decays","12pages in Latex, 2 figures(available upon request) PAR/LPTHE/94-19",,,,"hep-ph",,"  We establish restrictions on $B \ra K ( K^* )$ form factors imposed by recent
data on $B \ra J/\Psi + K ( K^* ) $ decay rates and polarization. We show that
these constraints are not satisfied by few commonly used models. Finally, we
relate $B \ra K ( K^* )$ form factors to those in $D \ra K ( K^* )$ transitions
using the heavy flavour symmetry as proposed by Isgur and Wise and discuss the
uncertainties in this procedure. We find that this method also leads to form
factors excluded by data.
","[{""version"":""v1"",""created"":""Wed, 18 May 1994 13:39:23 GMT""}]","2009-09-25"
"hep-ph/9405319","Jose Ramon","J.R.Espinosa","The Electroweak Phase Transition in Extended Models","13 pages + 3 ps-figures, LATEX, IEM-FT-85/94",,,,"hep-ph",,"  We study the possibility of relaxing the cosmological bound on the Higgs mass
coming from the requirement of non-erasure of the baryon asymmetry by
sphalerons. After reviewing the Standard Model case we obtain this bound in two
extensions of it: 1) The Standard Model with an additional gauge singlet, and
2) The Minimal Supersymmetric Standard Model. Taking fully into account all
experimental constraints and thermal screening effects we found that the
situation can be slightly improved with respect to the Standard Model but only
in case 1) a non negligible region in parameter space exists where the baryon
washout is avoided and the experimental bounds evaded. (Talk given at the NATO
Advanced Reseach Workshop: ""Electroweak Physics and the early Universe"", 23-25
March 1994, Sintra (Portugal).)
","[{""version"":""v1"",""created"":""Wed, 18 May 1994 12:11:28 GMT""}]","2009-09-25"
"hep-ph/9405320","Richard Ball","R. D. Ball and S. Forte","Double Asymptotic Scaling at HERA","15 pages, 10 figures in compressed postscript, TeX with harvmac,
  CERN-TH.7265/94, normalization error corrected, and a few minor revisions","Phys.Lett.B335:77-86,1994","10.1016/0370-2693(94)91561-X",,"hep-ph",,"  Perturbative QCD predicts that at sufficiently large $Q^2$ and small $x$
nucleon structure functions should exhibit scaling in the two variables
$\sqrt{\ln\smallfrac{1}{x}\ln\ln Q^2}$ and
$\sqrt{\ln\smallfrac{1}{x}\big/\ln\ln Q^2}$, provided only that the small-$x$
behaviour of the input to the perturbative QCD evolution is sufficiently soft.
We derive these asymptotic results by writing the gluonic Altarelli--Parisi
equation at small $x$ as a two--dimensional wave equation, which propagates the
gluon distribution from its boundaries into the asymptotic region. We then show
that the existing experimental data on $F_2^p(x,Q^2)$ from HERA provide a
remarkable confirmation of both of these scaling predictions. The so--called
`hard' pomeron, which does not scale, may thus be excluded by more than three
standard deviations, at least in the presently accessible kinematical regime.
We propose that existing and future data from HERA should be binned in the two
scaling variables, in order to search for scaling violations.
","[{""version"":""v1"",""created"":""Wed, 18 May 1994 15:52:52 GMT""},{""version"":""v2"",""created"":""Fri, 20 May 1994 07:50:40 GMT""},{""version"":""v3"",""created"":""Wed, 20 Jul 1994 19:17:33 GMT""}]","2014-11-17"
"hep-ph/9405323","Mabq","Bo-Qiang Ma, Andreas Schaefer, and Walter Greiner","Sea-quark Content of Nucleons from Proton-induced Drell-Yan Production",,"J.Phys. G20 (1994) 719-726","10.1088/0954-3899/20/5/006",,"hep-ph",,"  We analyse the proton-induced Drell-Yan production in both the flavor
asymmetry and isospin breaking explanations for the violation of the Gottfried
sum rule. Consequences from three different forms of corrections to the flavor
and isospin symmetric parton distributions are examined. It is found that the
calculated results are sensitive to the choices of parameters and parton
distributions, and to the ways the corrections are introduced. All three forms
of corrections could be consistent with the recent Fermilab Experiment E772
data for the ratio of cross section $R=\sigma_{W}/\sigma_{IS}$ and for the
shape of the differential cross section $m^{3}d^{2}\sigma/dx_{F}dm$ for
$^{2}$H.
","[{""version"":""v1"",""created"":""Wed, 18 May 1994 14:37:47 GMT""},{""version"":""v2"",""created"":""Thu, 19 May 1994 21:44:53 GMT""}]","2009-10-28"
"hep-th/9405103","Leonard Susskind","Leonard Susskind","Comment On A Proposal By Strominger","8 pages. uses phyzzx and epsf",,,"SU-ITP-94-14","hep-th",,"  Strominger has proposed an interesting concrete realization of Hawking's idea
that information is lost in black hole evaporation. In this note we demonstrate
that a straightforward interpretation of Strominger's model leads to a complete
breakdown of the conditions for using statistics for analyzing the results of
experiments. The probabilities produced by the theory are operationally
meaningless.
","[{""version"":""v1"",""created"":""Tue, 17 May 1994 21:16:20 GMT""}]","2007-05-23"
"hep-th/9405111",,"J.C. Brunelli, Ashok Das and Wen-Jui Huang","Gelfand-Dikii Brackets for Nonstandard Lax Equations","11 pages, Preprint no. UR1347, ER40685-796","Mod.Phys.Lett. A9 (1994) 2147-2155","10.1142/S0217732394002008",,"hep-th",,"  We generalize the construction of Gelfand-Dikii brackets to the case of
nonstandard Lax equations. We also discuss the possible origin of Kac-Moody
algebras present in such systems.
","[{""version"":""v1"",""created"":""Tue, 17 May 1994 16:22:50 GMT""}]","2015-06-26"
"hep-th/9405112","Poul Damgaard","J. Alfaro and P.H. Damgaard","Generalized Lagrangian Master Equations","LaTeX, 12 pages, CERN--TH-7247/94","Phys.Lett. B334 (1994) 369-377","10.1016/0370-2693(94)90702-1",,"hep-th",,"  We discuss the geometry of the Lagrangian quantization scheme based on
(generalized) Schwinger-Dyson BRST symmetries. When a certain set of ghost
fields are integrated out of the path integral, we recover the
Batalin-Vilkovisky formalism, now extended to arbitrary functional measures for
the classical fields. Keeping the ghosts reveals the crucial role played by a
natural connection on the space of fields.
","[{""version"":""v1"",""created"":""Wed, 18 May 1994 08:40:21 GMT""}]","2009-10-28"
"hep-th/9405113",,"I.A. Bandos and A.A. Zheltukhin","N=1 SUPER-P-BRANES in twistor-like Lorentz harmonic formulation","(revized: minor changes, which was nesessary because previous version
  cannot be read LATEX byond Padova University), 24 pages, LATEX ,
  DEPD/94/TH/35","Class.Quant.Grav.12:609-626,1995","10.1088/0264-9381/12/3/002",,"hep-th",,"  Unique twistor--like Lorentz harmonic formulation for all N=1 supersymmetric
extended objects (super-p-branes) moving in the space--time of arbitrary
dimension D (admissible for given $p$) are suggested. The equations of motion
are derived, explicit form of the \kappa-symmetry transformations is presented
and the classical equivalence to the standard formulation is proved.
  The cases with minimal world--sheet dimensions $p=1,2$, namely of D=10
heterotic string and D=11 supermembrane, are considered in details. In
particular, the explicit form of irreducible \kappa-symmetry transformations
for D=11 supermembrane is derived.
","[{""version"":""v1"",""created"":""Wed, 18 May 1994 11:00:47 GMT""},{""version"":""v2"",""created"":""Thu, 19 May 1994 14:21:05 GMT""},{""version"":""v3"",""created"":""Sat, 21 May 1994 13:16:12 GMT""}]","2010-04-06"
