"alg-geom/9408009","Pavel Katsylo","P.Katsylo and D.Mikhailov","Ternary quartics and 3-dimensional commutative algebras","5 pages, AMSTEX, version 2.1",,,,"alg-geom math.AG",,"  We find the connection between 3-dimensional commutative algebras with a
trivial trace and plane quartics and its bitangents.
","[{""version"":""v1"",""created"":""Tue, 30 Aug 1994 15:17:41 GMT""}]","2008-02-03"
"funct-an/9408002","Roland Speicher","Marek Bozejko and Roland Speicher","Completely Positive Maps on Coxeter Groups, Deformed Commutation
  Relations, and Operator Spaces","26 pages, amstex 3.0",,,,"funct-an math.OA",,"  In this article we prove that quasi-multiplicative (with respect to the usual
length function) mappings on the permutation group $\SSn$ (or, more generally,
on arbitrary amenable Coxeter groups), determined by self-adjoint contractions
fulfilling the braid or Yang-Baxter relations, are completely positive. We
point out the connection of this result with the construction of a Fock
representation of the deformed commutation relations $d_id_j^*-\sum_{r,s}
t_{js}^{ir} d_r^*d_s=\delta_{ij}\id$, where the matrix $t_{js}^{ir}$ is given
by a self-adjoint contraction fulfilling the braid relation. Such deformed
commutation relations give examples for operator spaces as considered by
Effros, Ruan and Pisier. The corresponding von Neumann algebras, generated by
$G_i=d_i+d_i^*$, are typically not injective.
","[{""version"":""v1"",""created"":""Tue, 30 Aug 1994 12:08:37 GMT""}]","2008-02-03"
"gr-qc/9408036","Andrew M. Abrahams","Andrew M. Abrahams, Stuart L. Shapiro, and Saul A. Teukolsky","Calculation of gravitational wave forms from black hole collisions and
  disk collapse: Applying perturbation theory to numerical spacetimes","8 pages (RevTex 3.0 with 7 uuencoded figures)","Phys.Rev. D51 (1995) 4295-4301","10.1103/PhysRevD.51.4295",,"gr-qc",,"  Many simulations of gravitational collapse to black holes become inaccurate
before the total emitted gravitational radiation can be determined. The main
difficulty is that a significant component of the radiation is still in the
near-zone, strong field region at the time the simulation breaks down. We show
how to calculate the emitted waveform by matching the numerical simulation to a
perturbation solution when the final state of the system approaches a
Schwarzschild black hole. We apply the technique to two scenarios: the head-on
collision of two black holes, and the collapse of a disk to a black hole. This
is the first reasonably accurate calculation of the radiation generated from
colliding black holes that form from matter collapse.
","[{""version"":""v1"",""created"":""Tue, 30 Aug 1994 00:42:44 GMT""}]","2009-10-22"
"hep-lat/9408020","Robert Shrock","V. Matveev and R. Shrock","Complex-Temperature Singularities of the Susceptibility in the $d=2$
  Ising Model. I. Square Lattice","Latex file, 27 pages of text plus figures appended to file.
  ITP-SB-94-37. (further results added to sections 4, 7)","J.Phys. A28 (1995) 1557-1584","10.1088/0305-4470/28/6/012",,"hep-lat",,"  We investigate the complex-temperature singularities of the susceptibility of
the 2D Ising model on a square lattice. From an analysis of low-temperature
series expansions, we find evidence that as one approaches the point $u=u_s=-1$
(where $u=e^{-4K}$) from within the complex extensions of the FM or AFM phases,
the susceptibility has a divergent singularity of the form $\chi \sim
A_s'(1+u)^{-\gamma_s'}$ with exponent $\gamma_s'=3/2$. The critical amplitude
$A_s'$ is calculated. Other critical exponents are found to be
$\alpha_s'=\alpha_s=0$ and $\beta_s=1/4$, so that the scaling relation
$\alpha_s'+2\beta_s+\gamma_s'=2$ is satisfied. However, using exact results for
$\beta_s$ on the square, triangular, and honeycomb lattices, we show that
universality is violated at this singularity: $\beta_s$ is lattice-dependent.
Finally, from an analysis of spin-spin correlation functions, we demonstrate
that the correlation length and hence susceptibility are finite as one
approaches the point $u=-1$ from within the symmetric phase. This is confirmed
by an explicit study of high-temperature series expansions.
","[{""version"":""v1"",""created"":""Mon, 29 Aug 1994 18:02:17 GMT""},{""version"":""v2"",""created"":""Fri, 2 Sep 1994 21:29:38 GMT""},{""version"":""v3"",""created"":""Wed, 7 Sep 1994 03:02:55 GMT""},{""version"":""v4"",""created"":""Sun, 25 Sep 1994 16:09:52 GMT""}]","2009-10-22"
"hep-ph/9408384","Michael Dine","M. Dine, A.E. Nelson and Y. Shirman","Dynamical Supersymmetry Breaking Simplified","(25 pages; also 2 figures in an uuencoded PostScript file) SCIPP
  94/21,UW/PT 94-07. Two equations corrected; gluino and squark masses are now
  nearly equal","Phys. Rev. D 51, 1362 (1995)","10.1103/PhysRevD.51.1362",,"hep-ph",,"  We present a model in which supersymmetry is dynamically broken at
comparatively low energies. Previous efforts to construct simple models of this
sort have been hampered by the presence of axions. The present model, which
exploits an observation of Bagger, Poppitz and Randall to avoid this problem,
is far simpler than previous constructions. Models of this kind do not suffer
from the naturalness difficulties of conventional supergravity models, and make
quite definite predictions for physics over a range of scales from $100$'s of
GeV to $1000$'s of TeV. Thus ``Renormalizable Visible Sector Models'' are a
viable alternative to more conventional approaches. Our approach also yields a
viable example of hidden sector dynamical supersymmetry breaking.
","[{""version"":""v1"",""created"":""Tue, 30 Aug 1994 01:59:44 GMT""},{""version"":""v2"",""created"":""Wed, 14 Sep 1994 00:16:18 GMT""},{""version"":""v3"",""created"":""Mon, 3 Oct 1994 20:14:14 GMT""}]","2019-08-17"
"hep-ph/9408385",,"P. Ball","Radiative Corrections to Nonleptonic Inclusive B Decays and the
  Semileptonic Branching Ratio of B Mesons","Talk given at QCD 94, Montpellier July 94, 5 p., TUM-T31-74/94, uses
  epsf.sty and a4wide.sty, 2 uuencoded PS figures included","Nucl.Phys.Proc.Suppl. 39BC (1995) 402-404","10.1016/0920-5632(95)00110-U",,"hep-ph",,"  We calculate the radiative corrections to the nonleptonic inclusive B decay
mode $b\to c ud$ taking into account the charm quark mass. The corrections
increase the decay rate by (4--8)\%, depending on the renormalization point.
Using these results, we obtain an improved theoretical prediction for the
semileptonic branching ratio of B mesons. This talk relies on work done in
collaboration with E. Bagan, V.M.\ Braun and P. Gosdzinsky.
","[{""version"":""v1"",""created"":""Mon, 29 Aug 1994 21:16:36 GMT""}]","2009-10-28"
"hep-ph/9408386","Marcello Lissia","S. Degl'Innocenti, G. Fiorentini and M. Lissia","Where are the beryllium neutrinos?","8 pages in RevTeX 3.0 plus 2 figures in uuencoded postscript files.
  Full postscript version available via anonymous ftp from
  risc0.ca.infn.it:/pub/private/lissia/infnfe-10-94.ps (192.84.132.4) Submitted
  to Physics Letters B","Nucl.Phys.Proc.Suppl.43:66-70,1995","10.1016/0920-5632(95)00453-G","INFNFE-10-94 and INFNCA-TH-94-20","hep-ph astro-ph",,"  We show that present experiments imply that neutrinos are nonstandard at the
87\% C.L., independently of solar or nuclear physics. Moreover, if neutrinos
are standard, the $^7$Be flux must be almost zero. Even if we arbitrarily
disregard one of the experiments, the neutrino flux must still be less than
half of the value predicted by standard solar models.
","[{""version"":""v1"",""created"":""Mon, 29 Aug 1994 22:59:33 GMT""},{""version"":""v2"",""created"":""Tue, 30 Aug 1994 10:49:51 GMT""}]","2011-01-04"
"hep-ph/9408387","Alick MacPherson","Alick L. Macpherson and Bruce A. Campbell","Biased Discrete Symmetry Breaking and Fermi Balls","10 pages, uuencoded file containing standard LaTeX and 1 PostScript
  figure, Albberta Thy-1-94","Phys.Lett.B347:205-210,1995","10.1016/0370-2693(95)00080-5",,"hep-ph",,"  The spontaneous breaking of an approximate discrete symmetry is considered,
with the resulting protodomains of true and false vacuum being separated by
domain walls. Given a strong, symmetric Yukawa coupling of the real scalar
field to a generic fermion, the domain walls accumulate a gas of fermions,
which modify the domain wall dynamics. The splitting of the degeneracy of the
ground states results in the false vacuum protodomain structures eventually
being fragmented into tiny false vacuum bags with a Fermi gas shell (Fermi
balls), that may be cosmologically stable due to the Fermi gas pressure and
wall curvature forces, acting on the domain walls. As fermions inhabiting the
domain walls do not undergo number density freeze out, stable Fermi balls exist
only if a fermion anti-fermion asymmetry occurs. Fermi balls formed with a new
Dirac fermion that possesses no standard model gauge charges provide a novel
cold dark matter candidate.
","[{""version"":""v1"",""created"":""Tue, 30 Aug 1994 05:17:52 GMT""}]","2014-11-17"
"hep-ph/9408388","Sergey Goloskokov","S.V.Goloskokov and O.A.Listopadov","Spin Effects in High Energy Photon-Hadron Scattering in QCD","9 pages, LaTex, 4 Figures (not encluded, avalable from the authors),
  JINR Preprint E2-94-348, Dubna,1994","Phys.Atom.Nucl.58:1597-1601,1995; Yad.Fiz.58N9:1695-1700,1995",,,"hep-ph",,"  The spin effects at high energies and momenta transferred $|t|>1 GeV^2$ are
analysed for quark-photon scattering. The energy independence of the ratio of
spin-flip and spin-non-flip amplitudes in the same $\alpha_s$ order of QCD is
obtained. It is shown that the contribution of the spin-dependent quark-pomeron
vertex to the spin-flip amplitude is intensified by off-mass-shell effects in
the quark loop. As a result, the magnitude of this amplitude can reach 20-30\%
from a spin-non-flip one. The dependence of the cross-section on the
form-factor and $\alpha_s^3$ spin-non-flip contributions are observed.
","[{""version"":""v1"",""created"":""Tue, 30 Aug 1994 11:20:40 GMT""}]","2011-08-17"
"hep-ph/9408389","Andreas Blumhofer","Andreas Blumhofer","Exact Cancellation of Quadratic Divergences in Top Condensation Models","in LATEX, 25 pages, LMU - 12/94","Nucl.Phys. B437 (1995) 25-44","10.1016/0550-3213(94)00563-T",,"hep-ph",,"  We discuss the hierarchy problem and the corresponding quadratic divergences
in the top mode Standard Model. Quadratic divergences appear at each order
1/N_c since fermionic and bosonic contributions are of different order 1/N_c.
It is shown that the full dynamical system to all orders in 1/N_c admits a
solution, where the sum of all quadratic divergent contributions disappears.
","[{""version"":""v1"",""created"":""Tue, 30 Aug 1994 08:37:26 GMT""}]","2009-10-28"
"hep-ph/9408390","Fabrizio Gabbiani","John F. Donoghue and Fabrizio Gabbiani","Reanalysis of the decay K_L -> pi0 e+ e-","24 pages, all 17 eps figures now included. LaTeX, uses epsfig.sty.
  Version published on Phys. Rev. D51 (1995) 2187","Phys.Rev.D51:2187-2200,1995","10.1103/PhysRevD.51.2187",,"hep-ph",,"  The decay K_L -> pi0 e+ e- is being searched for as a signal of direct Delta
S = 1 CP violation. We provide a thorough updating of the analysis of the three
components of the decay: 1) Direct CP violation, 2) CP violation through the
mass matrix and 3) CP-conserving (two-photon) contributions. First the chiral
calculation of the K_S -> pi0 e+ e- rate, due to Ecker, Pich and de Rafael
(EPR), is updated to include recent results on the nonleptonic amplitude. Then
we systematically explore the uncertainties in this method. These appear to be
so large that they will obscure the direct CP violation unless it is possible
to measure the K_S -> pi0 e+ e- rate. The CP-conserving amplitude remains
somewhat uncertain, but present indications are such that there may be a
sizable CP-violating asymmetry in the e+, e- energies from the interference of
the CP-conserving and CP-violating amplitudes and this may potentially be
useful in determining whether direct CP violation is present.
","[{""version"":""v1"",""created"":""Tue, 30 Aug 1994 15:31:45 GMT""},{""version"":""v2"",""created"":""Thu, 2 Aug 2001 21:01:01 GMT""}]","2010-11-01"
"hep-th/9408157","Li Jian-ming","Jianming Li","Matrix Realization of Gauge Theory on Discrete Group $Z_2$","Latex file, 10 pages, ASITP-94-9",,,,"hep-th",,"  We construct a $2\times 2$ matrix algebra as representation of functions on
discrete group $Z_2$ and develop the gauge theory on discrete group proposed by
Starz in the matrix algebra. Accordingly, we show that the non-commutative
geometry model built by R.Conquereax, G.Esposito-Farese and G.Vaillant results
from this approach directly.
  For the purpose of Physical model building, we introduce a free fermion
  Lagrangian on $M_4\times Z_2$ and study Yang-Mills like gauge theory.
","[{""version"":""v1"",""created"":""Mon, 29 Aug 1994 21:03:53 GMT""}]","2007-05-23"
"hep-th/9408159","Chen Bin","Bin Chen, Hao-Gang Ding and Ke Wu","Gauge theory on $Z_2 \times Z_2 \ti Z_2 $ Discrete Group and a
  Spontaneous $CP$ Violation Toy Model","13pages, Latex",,,,"hep-th",,"  In the spirit of Non-commutative differential calculus on discrete group, we
construct a toy model of spontaneous $CP$ violation (SCPV). Our model is
different from the well-known Weinberg-Branco model although it involves three
Higgs doublets and preserve neutral flavor current conservation (NFC) after
using the $Z_2 \ti Z_2 \ti Z_2$ discrete symmetry and imposing some constraints
on Yukawa couplings.
","[{""version"":""v1"",""created"":""Mon, 29 Aug 1994 21:54:43 GMT""}]","2019-08-17"
"hep-th/9408164",,"Peter E. Haagensen and Kenneth Johnson","Yang-Mills Fields and Riemannian Geometry","22 PP., HARVMAC. MINOR TYPOS CORRECTED - FINAL VERSION, TO BE
  PUBLISHED IN NUCL. PHYS. B","Nucl.Phys. B439 (1995) 597-616","10.1016/0550-3213(94)00464-P",,"hep-th",,"  It is possible to define new, gauge invariant variables in the Hilbert space
of Yang-Mills theories which manifestly implement Gauss' law on physical
states. These variables have furthermore a geometrical meaning, and allow one
to uncover further constraints physical states must satisfy. For gauge group
$SU(2)$, the underlying geometry is Riemannian and based on the group $GL(3)$.
The formalism allows also for the inclusion of static color sources and the
extension to gauge groups $SU(N>2)$, both of which are discussed here.
","[{""version"":""v1"",""created"":""Mon, 29 Aug 1994 19:03:29 GMT""},{""version"":""v2"",""created"":""Fri, 10 Feb 1995 17:41:30 GMT""}]","2009-10-28"
"hep-th/9408165",,"Susumu Okubo","Representations of Clifford Algebras and its Applications","30 pages, UR1377","Math.Jap. 41 (1995) 59-79",,,"hep-th",,"  A real representation theory of real Clifford algebra has been studied in
further detail, especially in connection with Fierz identities. As its
application, we have constructed real octonion algebras as well as related
octonionic triple system in terms of 8-component spinors associated with the
Clifford algebras $C(0,7)$ and $C(4,3)$.
","[{""version"":""v1"",""created"":""Mon, 29 Aug 1994 18:12:57 GMT""}]","2007-05-23"
"hep-th/9408166","Francesco Antonuccio","F. Antonuccio","The Dirac Equation Revisited","LaTex 9 pages. (Minor corrections and additions)",,,,"hep-th",,"  A peculiar representation of the Lorentz group is suggested as a starting
point for a consistent approach to relativistic quantum theory.
","[{""version"":""v1"",""created"":""Tue, 30 Aug 1994 00:11:40 GMT""},{""version"":""v2"",""created"":""Mon, 5 Sep 1994 18:32:45 GMT""}]","2008-02-03"
"hep-th/9408167","Shin Hyun Jong","Q-Han Park and H.J.Shin","Deformed Minimal Models and Generalized Toda Theory","11pages, SNUCTP 94-83 (One reference has been added.)","Phys.Lett. B347 (1995) 73-79","10.1016/0370-2693(95)00178-N",,"hep-th",,"  We introduce a generalization of $A_{r}$-type Toda theory based on a
non-abelian group G, which we call the $(A_{r},G)$-Toda theory, and its affine
extensions in terms of gauged Wess-Zumino-Witten actions with deformation
terms. In particular, the affine $(A_{1},SU(2))$-Toda theory describes the
integrable deformation of the minimal conformal theory for the critical Ising
model by the operator $\Phi_{(2,1)}$. We derive infinite conserved charges and
soliton solutions from the Lax pair of the affine $(A_{1}, SU(2))$-Toda theory.
Another type of integrable deformation which accounts for the
$\Phi_{(3,1)}$-deformation of the minimal model is also found in the gauged
Wess-Zumino-Witten context and its infinite conserved charges are given.
","[{""version"":""v1"",""created"":""Tue, 30 Aug 1994 07:01:17 GMT""},{""version"":""v2"",""created"":""Sat, 3 Sep 1994 02:01:45 GMT""}]","2009-10-28"
"hep-th/9408168","Paul Micheal Sutcliffe","Paul Sutcliffe","Instanton Moduli and Topological Soliton Dynamics","uuencoded tex file, 27 pages including 4 figures, requires phyzzx
  macro. DAMTP 94-55","Nucl.Phys. B431 (1994) 97-118","10.1016/0550-3213(94)90099-X",,"hep-th",,"  It has been proposed by Atiyah and Manton that the dynamics of Skyrmions may
be approximated by motion on a finite dimensional manifold obtained from the
moduli space of SU(2) Yang-Mills instantons. Motivated by this work we describe
how similar results exist for other soliton and instanton systems. We describe
in detail two examples for the approximation of the infinite dimensional
dynamics of sine-Gordon solitons by finite dimensional dynamics on a manifold
obtained from instanton moduli. In the first example we use the moduli space of
CP1 instantons and in the second example we use the moduli space of SU(2)
Yang-Mills instantons. The metric and potential functions on these manifolds
are constructed and the resulting dynamics is compared with the explicit exact
soliton solutions of the sine-Gordon theory.
","[{""version"":""v1"",""created"":""Tue, 30 Aug 1994 12:30:31 GMT""}]","2009-10-28"
"math/9408204","Alberto Marcone","Alberto Marcone","On the logical strength of Nash-Williams' theorem on transfinite
  sequences",,"in: Logic: from Foundations to Applications; European logic
  colloquium (W.Hodges, M.Hyland, C.Steinhorn, J.Truss, eds), Clarendon Press,
  1996, pp.327-351",,"Logic E-prints August 30, 1994","math.LO",,"  We show that Nash-Williams' theorem asserting that the countable transfinite
sequences of elements of a better-quasi-ordering ordered by embeddability form
a better-quasi-ordering is provable in the subsystem of second order arithmetic
Pi^1_1-CA_0 but is not equivalent to Pi^1_1-CA_0. We obtain some partial
results towards the proof of this theorem in the weaker subsystem ATR_0 and we
show that the minimality lemmas typical of wqo and bqo theory imply Pi^1_1-CA_0
and hence cannot be used in such a proof.
","[{""version"":""v1"",""created"":""Tue, 30 Aug 1994 00:00:00 GMT""}]","2009-09-25"
