"gr-qc/9408024",,"D.H. Coule","Quantum cosmology and the value of $\Lambda$","10 pages Latex, University of Cape town","Mod.Phys.Lett. A10 (1995) 1989-1996","10.1142/S0217732395002131",,"gr-qc",,"  We analyse a simple model with just a $\Lambda$ term present. Differing
results are obtained depending on the boundary conditions applied. HH boundary
conditions give the factor exp(1/Lambda) but in agreement with Rubakov et al.
is badly behaved for negative lambda. Tunneling boundary conditions suggests a
large initial lambda. If only a Lorentzian region is considered all boundary
conditions suggest a large value of Lambda. This differs from the result of
Strominger for such models.
","[{""version"":""v1"",""created"":""Fri, 19 Aug 1994 15:56:54 GMT""}]","2009-10-22"
"gr-qc/9408025",,"E. Bruning, D. Coule and C. Xu","Inflationary cosmology with a non-analytic Lagrangian","12 pages Latex. to be published in GRG","Gen.Rel.Grav. 26 (1994) 1197-1211","10.1007/BF02106712",,"gr-qc",,"  We consider an alternative higher order gravity theory which is non-analytic
in the Ricci curvature. It has power-law inflationary behaviour. This is
further evidence that inflation is a general property of higher derivative
gravity theories.
","[{""version"":""v1"",""created"":""Fri, 19 Aug 1994 15:58:23 GMT""}]","2015-06-25"
"hep-lat/9408014","Mueller-Preussker","A. Hoferichter, V.K. Mitrjushkin, M. M\""uller-Preussker, T.Neuhaus and
  H. St\""uben","Compact lattice QED with Wilson fermions","17 pages, 14 figures attached as compressed postscript files,
  preprint DESY and HU Berlin-IEP-94/13","Nucl.Phys. B434 (1995) 358-382","10.1016/0550-3213(94)00477-V",,"hep-lat",,"  We study the phase structure and the chiral limit of $4d$ compact lattice QED
with Wilson fermions (both dynamical and quenched). We use the standard Wilson
gauge action and also a modified one suppressing lattice artifacts. Different
techniques and observables to locate the chiral limit are discussed.
","[{""version"":""v1"",""created"":""Thu, 18 Aug 1994 17:21:28 GMT""}]","2009-10-22"
"hep-lat/9408015","Simon Catterall","S. Catterall, J. Kogut and R. Renken","Entropy and the Approach to the Thermodynamic Limit in Three-Dimensional
  Simplicial Gravity","9 pages, 4 figures","Phys.Lett. B342 (1995) 53-57","10.1016/0370-2693(94)01409-6","CERN-TH.7404/94; ILL-(TH)-94-20","hep-lat hep-th",,"  We present numerical results supporting the existence of an exponential bound
in the dynamical triangulation model of three-dimensional quantum gravity.Both
the critical coupling and various other quantities show a slow power law
approach to the infinite volume limit.
","[{""version"":""v1"",""created"":""Fri, 19 Aug 1994 09:48:33 GMT""}]","2009-10-22"
"hep-ph/9408317","Bonnie Friedman","Xiangdong Ji and Peter Unrau","Parton-Hadron Duality: Resonances and Higher Twists","7 pages with 4 figures and 1 table, REVTeX, MIT-CTP-2348","Phys.Rev. D52 (1995) 72-77","10.1103/PhysRevD.52.72",,"hep-ph",,"  We explore the physics of the parton-hadron duality in the nucleon structure
functions appearing in lepton-nucleon scattering. We stress that the duality
allows one to extract the higher-twist matrix elements from data in the
resonance region, and learn about the properties of resonances if these matrix
elements are known. As an example, we construct the moments of $F_2(x, Q^2)$
for the low and medium $Q^2$ region, and from which we study the interplay
between higher twists and the resonance contributions.
","[{""version"":""v1"",""created"":""Thu, 18 Aug 1994 18:38:46 GMT""}]","2009-10-28"
"hep-ph/9408318",,"Barbara Badelek and Jan Kwiecinski","Low $Q^2$, Low $x$ Region in Electroproduction $-$ an Overview","28 pages Warsaw university preprint number IFD/1/1994","Rev.Mod.Phys.68:445-471,1996","10.1103/RevModPhys.68.445",,"hep-ph",,"  We summarise existing experimental and theoretical knowledge on the structure
function $F_2$ in the region of low $Q^2$ and low $x$. The constraints on the
behaviour of structure functions in the limit $Q^2=0$ are listed.
Phenomenological low $Q^2$ parametrisations of the $F_2$ are collected and
their dynamical content is discussed. The high energy photoproduction and
nuclear shadowing are also briefly described. Recent update of the low $Q^2$,
low $x$ experimental data is given.
","[{""version"":""v1"",""created"":""Thu, 18 Aug 1994 20:30:37 GMT""}]","2009-09-25"
"hep-ph/9408319",,"Marco A. Diaz, Tonnis A.ter Veldhuis, Thomas J. Weiler","The Higgs Mass as the Discriminator of Electroweak Models","9 pages, 2 figures, VAND-TH-94-17","Phys.Rev.Lett. 74 (1995) 2876-2879","10.1103/PhysRevLett.74.2876",,"hep-ph",,"  In the Minimal Supersymmetric Model (MSSM) and the Next to Minimal
Supersymmetric Model [(M+1)SSM], an upper bound on the lightest higgs mass can
be calculated. On the other hand, vacuum stability implies a lower limit on the
mass of the higgs boson in the Standard Model (SM). We find that a gap exists
for $m_t \stackrel{>}{\sim} 165$ GeV between the SM and both the MSSM and the
(M+1)SSM bounds. Thus, if the new top quark mass measurement by CDF remains
valid, a first measurement of the higgs mass will serve to exclude either the
SM or the MSSM/(M+1)SSM higgs sectors. In addition, we discuss Supersymmetric
Grand Unified Theories, other extentions of the SM, the discovery potential of
the lightest higgs, and the assumptions on which our conclusions are based.
","[{""version"":""v1"",""created"":""Thu, 18 Aug 1994 21:19:33 GMT""}]","2009-10-28"
"hep-ph/9408320",,"Marco Aurelio Diaz","Renormalizing Coupled Scalars with a Momentum Dependent Mixing Angle in
  the MSSM","8 pages, plain tex, 2 figures not included, VAND-TH-94-19",,,,"hep-ph",,"  The renormalization of a system of coupled scalars fields is analyzed. By
introducing a momentum dependent mixing angle we diagonalize the inverse
propagator matrix at any momentum $p^2$. The zeros of the inverse propagator
matrix, \ie, the physical masses, are then calculated keeping the full momentum
dependence of the self energies. The relation between this method and others
previously published is studied. This idea is applied to the one-loop
renormalization of the CP-even neutral Higgs sector of the Minimal
Supersymmetric Model, considering top and bottom quarks and squarks in the
loops. Presented in the Eighth Meeting of the Division of Particles and Fields
of the American Physical Society ``DPF'94'', The University of New Mexico,
Albuquerque NM, August 2-6, 1994.
","[{""version"":""v1"",""created"":""Thu, 18 Aug 1994 22:52:39 GMT""}]","2007-05-23"
"hep-ph/9408321","Takeo Moroi","M. Kawasaki and T. Moroi","Gravitino Decay into a Neutrino and a Sneutrino in the Inflationary
  Universe",,"Phys.Lett. B346 (1995) 27-34","10.1016/0370-2693(94)01644-R",,"hep-ph astro-ph",,"  Gravitino produced in the inflationary universe are studied. When the
gravitino decays into a neutrino and a sneutrino, the emitted high energy
neutrinos scatter off the background neutrinos and produce charged leptons
(mainly electrons and positrons), which cause the electro-magnetic cascades and
produce many soft photons. We obtain the spectra of the high energy neutrinos
as well as the spectrum of the high energy photon by integrating a set of
Boltzmann equations. Requiring these photons should not alter the abundances of
the light elements (D, $^3$He, $^4$He) in the universe, we can set the
stringent upperbound on the reheating temperature after the inflation. We find
that $T_R \lesssim (10^{10}-10^{12})$GeV for $m_{3/2}\sim (100\GEV - 1\TEV)$,
which is more stringent than the constraints in the previous works.
","[{""version"":""v1"",""created"":""Fri, 19 Aug 1994 07:00:13 GMT""}]","2009-10-28"
"hep-ph/9408322","Yoshio Yamagishi","T.Kobayashi, D.Suematsu, K.Yamada and Y.Yamagishi","Non-universal Soft Scalar Masses in Superstring Theories","16 pages,LaTeX file KANAZAWA-94-16","Phys.Lett. B348 (1995) 402-410","10.1016/0370-2693(95)00194-P",,"hep-ph",,"  We study soft scalar masses comparing with gaugino masses in 4-dimensional
string models. In general non-universal soft masses are derived in orbifold
models. We give conditions on modular weights to lead to the large
non-universality in the soft scalar masses. This non-universality is applied to
the unification of the gauge coupling constants in the minimal string model.
","[{""version"":""v1"",""created"":""Fri, 19 Aug 1994 07:07:59 GMT""},{""version"":""v2"",""created"":""Tue, 6 Sep 1994 06:37:28 GMT""}]","2009-10-28"
"hep-ph/9408323","Veronique Bernard","V. Bernard","Threshold Pion Photo- and Electroproduction in Chiral Perturbation
  Theory","12 pages, 6 figures available upon request, talk given at the
  workshop on Chiral Dynamics: Theory and Experiments, MIT, USA, July 25-July
  29, 1994, CRN-94/45",,"10.1007/3-540-59279-2_83",,"hep-ph nucl-th",,"  I present some recent results on neutral pion photo- and electroproduction in
the threshold region and discuss the low energy theorem for $E_{0+}$ and some
novel ones for the $P$-waves. I also study the two-pion production process
$\gamma N \to \pi \pi N$ from which complementary information can be gained.
","[{""version"":""v1"",""created"":""Fri, 19 Aug 1994 10:41:13 GMT""}]","2009-10-28"
"hep-ph/9408324",,"David H. Lyth and Ewan D. Stewart","False Vacuum Chaotic Inflation: The New Paradigm?","4 pages, LATEX, LANCASTER-TH 94-14",,"10.1007/3-540-60024-8_89",,"hep-ph astro-ph hep-th",,"  Recent work is reported on inflation model building in the context of
supergravity and superstrings, with special emphasis on False Vacuum (`Hybrid')
Chaotic Inflation. Globally supersymmetric models do not survive in generic
supergravity theories, but fairly simple conditions can be formulated which do
ensure successful supergravity inflation. The conditions are met in some of the
versions of supergravity that emerge from superstrings.
","[{""version"":""v1"",""created"":""Fri, 19 Aug 1994 11:08:08 GMT""}]","2009-10-28"
"hep-ph/9408325","S. Keller","W. T. Giele, S. Keller, and E. Laenen","W Plus Heavy Quark Production at the Tevatron","Presented by S. Keller at DPF94 Meeting, Albuquerque, New Mexico,
  August 1-6,1994. 4 pages, no macros, no figures. Fermilab-Conf-94/260-T,
  FSU--HEP--940817. A postscript file is available via anonymous ftp at
  hepsg1.physics.fsu.edu, file is /pub/keller/fsu-hep-940817.ps",,,,"hep-ph",,"  We summarize the motivations for and the status of the calculation of the $W
+$ heavy quark production process in $p \bar p$ colliders to Next-to-Leading
Order in QCD. This process can be used to constrain the strange quark
distribution function at high $Q^2$ at the Tevatron, and also to study the
bottom content of $W+1$~jet events. In addition, when crossed, the calculation
essentially describes the single top quark production process to
Next-to-Leading Order in QCD.
","[{""version"":""v1"",""created"":""Fri, 19 Aug 1994 14:49:32 GMT""}]","2019-08-17"
"hep-ph/9408329",,"Marco Aurelio Diaz","Is a Light Gluino Compatible with N=1 Supersymmetry?","15 pages, plain tex, 5 figures not included, VAND-TH-94-13",,,,"hep-ph",,"  Using the new CLEO bound on the branching ratio of the decay mode
$b\longrightarrow s\gamma$ given by $1\times10^{-4}< B(b\longrightarrow
s\gamma)<4\times10^{-4}$ at 95\% c.l., and the experimental bounds on the
masses of the lightest chargino, the second lightest neutralino, and the light
CP-odd Higgs, we find that a light gluino is incompatible with a class of
supergravity models defined by $N=1$ supergravity, with a radiatively broken
electroweak symmetry group and universality of scalar and gaugino masses at the
unification scale. We also find in this scenario strong constraints on the
parameter space due to the new CLEO bounds on $B(b\longrightarrow s\gamma)$.
Presented in the International Workshop ``SUSY-94'', University of Michigan,
Ann Arbor MI, May 14-17, 1994.
","[{""version"":""v1"",""created"":""Thu, 18 Aug 1994 22:42:29 GMT""}]","2009-09-25"
"hep-th/9408105","Alexander Laufer","A.O.Barut, J.R.Zeni, A.J.Laufer","The Exponential Map for the Conformal Group 0(2,4)","16pages,plain-TeX,(corrected TeX)","J.Phys.A27:5239-5250,1994","10.1088/0305-4470/27/15/022",,"hep-th",,"  We present a general method to obtain a closed, finite formula for the
exponential map from the Lie algebra to the Lie group, for the defining
representation of the orthogonal groups. Our method is based on the
Hamilton-Cayley theorem and some special properties of the generators of the
orthogonal group, and is also independent of the metric. We present an explicit
formula for the exponential of generators of the $SO_+(p,q)$ groups, with $p+q
= 6$, in particular we are dealing with the conformal group $SO_+(2,4)$, which
is homomorphic to the $SU(2,2)$ group. This result is needed in the
generalization of U(1) gauge transformations to spin gauge transformations,
where the exponential plays an essential role. We also present some new
expressions for the coefficients of the secular equation of a matrix.
","[{""version"":""v1"",""created"":""Thu, 18 Aug 1994 16:24:02 GMT""},{""version"":""v2"",""created"":""Fri, 19 Aug 1994 17:32:49 GMT""},{""version"":""v3"",""created"":""Tue, 30 Aug 1994 13:37:04 GMT""}]","2011-07-19"
