"adap-org/9410004","Bruce Roberts","M. E. J. Newman (Cornell Theory Center, Cornell University) B. W.
  Roberts (LASSP, Cornell University)","Mass-extinction: Evolution and the effects of external influences on
  unfit species","7 pages of compressed, uuencoded PostScript with imbedded figures","Proc. R. Soc. London B 260, 31 (1995)",,"CULASSP #94042","adap-org nlin.AO q-bio",,"  We present a new model for extinction in which species evolve in bursts or
`avalanches', during which they become on average more susceptible to
environmental stresses such as harsh climates and so are more easily rendered
extinct. Results of simulations and analytic calculations using our model show
a power-law distribution of extinction sizes which is in reasonable agreement
with fossil data. e also see a number of features qualitatively similar to
those seen in the fossil record. For example, we see frequent smaller
extinctions in the wake of a large mass extinction, which arise because there
is reduced competition for resources in the aftermath of a large extinction
event, so that species which would not normally be able to compete can get a
foothold, but only until the next cold winter or bad attack of the flu comes
along to wipe them out.
","[{""version"":""v1"",""created"":""Thu, 20 Oct 1994 14:30:20 GMT""}]","2008-02-03"
"chao-dyn/9410003","Victor Lvov","Vladimir V. Lebedev and Victor S. L'vov","Anomalous Scaling and Fusion Rules in Hydrodynamic Turbulence","19 pages, REVTeX-3",,,"WIS-94/21/Apr-PH","chao-dyn nlin.CD",,"  It is shown that statistical properties of developed hydrodynamic turbulence
are characterized by an infinite set of independent anomalous exponents which
describes the scaling behavior of hydrodynamic fields constructed from the
second and larger powers of the velocity derivatives. A physical mechanism
responsible for anomalous scaling, ``telescopic multi-step eddy interaction"",
is discovered and investigated. The essence of this mechanism is the existence
of a very large number $(R/\eta)^{\Delta_j}\gg 1$ of channels of interaction of
large eddies of scale $R$ in the inertial interval with eddies of viscous scale
$\eta$ via a set of eddies of all intermediate scales between $R$ and $\eta$.
The description of this mechanism based on the NS equation in the quasi
Lagrangian representation is presented. In the diagrammatic expansion of the
correlation function of the energy dissipation field $K_ {\varepsilon
\varepsilon}(R)$, we have found an infinite series of logarithmically diverging
diagrams. Their summation leads to a renormalization of the normal
Kolmogorov-41 dimensions. For a description of the scaling of various
hydrodynamic fields an infinite set of primary fields $O_n$ with independent
scaling exponents $\Delta_n$ was introduced. We have proposed a symmetry
classification of the fields $O_n$ enabling one to predict relations between
scaling the behavior of different correlation functions.
","[{""version"":""v1"",""created"":""Thu, 20 Oct 1994 12:46:25 GMT""}]","2008-02-03"
"chao-dyn/9410004","Jean-Bruno Erismann","B. Fernandez","Kinks Dynamics in One-Dimensional Coupled Map Lattices","17pages, LaTex,3 fig available on cpt.univ-mrs.fr directory
  pub/preprints/94/dynamical-systems/94-P.3079",,"10.1063/1.166129","CPT-94/P.3079","chao-dyn nlin.CD",,"  We examine the problem of the dynamics of interfaces in a one-dimensional
space-time discrete dynamical system. Two different regimes are studied : the
non-propagating and the propagating one. In the first case, after proving the
existence of such solutions, we show how they can be described using Taylor
expansions. The second situation deals with the assumption of a travelling wave
to follow the kink propagation. Then a comparison with the corresponding
continuous model is proposed. We find that these methods are useful in simple
dynamical situations but their application to complex dynamical behaviour is
not yet understood.
","[{""version"":""v1"",""created"":""Thu, 20 Oct 1994 15:22:30 GMT""}]","2009-10-22"
"cmp-lg/9410009","Dirk Heylen","Dirk Heylen, Kerry G. Maxwell, Marc Verhagen","Lexical Functions and Machine Translation","6 pages, uses named.sty, twocolumn.sty, a4.sty",,,,"cmp-lg cs.CL",,"  This paper discusses the lexicographical concept of lexical functions and
their potential exploitation in the development of a machine translation
lexicon designed to handle collocations.
","[{""version"":""v1"",""created"":""Thu, 20 Oct 1994 14:28:24 GMT""}]","2008-02-03"
"cond-mat/9410074",,"M.Schoene, R.Kaschner, G.Seifert","Ab initio simulations of liquid NaSn alloys: Zintl anions and network
  formation","12 pages, Latex, 3 Figures on request",,"10.1088/0953-8984/7/3/002",,"cond-mat",,"  Using the Car-Parrinello technique, ab initio molecular dynamics simulations
are performed for liquid NaSn alloys in five different compositions (20, 40,
50, 57 and 80 % sodium). The obtained structure factors agree well with the
data from neutron scattering experiments. The measured prepeak in the structure
factor is reproduced qualitatively for most compositions. The calculated and
measured positions of all peaks show the same trend as function of the
composition.\\ The dynamic simulations also yield information about the
formation and stability of Sn$_4$ clusters (Zintl anions) in the liquid. In our
simulations of compositions with 50 and 57 % sodium we observe the formation of
networks of tin atoms. Thus, isolated tin clusters are not stable in such
liquids. For the composition with 20 % tin only isolated atoms or dimers of tin
appear, ``octet compounds'' of one Sn atom surrounded by 4 Na atoms are not
observed.
","[{""version"":""v1"",""created"":""Wed, 19 Oct 1994 16:31:51 GMT""}]","2015-06-25"
"cond-mat/9410075","Jose P. Rodriquez","J.P. Rodriguez, J. Bonca, and J. Ferrer","Random Frustration in two-dimensional spin-1/2 Heisenberg
  antiferromagnet","13 pgs, TeX, submitted to Phys. Rev. Feb. 22, 1994. (Correct set of
  figures follow)",,"10.1103/PhysRevB.51.3616",,"cond-mat",,"  The square lattice spin-1/2 antiferromagnet containing a dilute
concentration, $\delta$, of randomly placed ferromagnetic nearest-neighbor
bonds is studied at low-temperature via non-linear $\sigma$-model techniques
and by exact diagonalization. We generally find that long-range N\' eel order
is destroyed above a critical strength in the defective ferromagnetic exchange
coupling-constant given by $|K_c|/J\sim \delta^{-1/2}$. We also observe large
statistical fluctuations both in the spin-stiffness and in the
antiferromagnetic structure-factor near this critical point, suggesting the
onset of a spin-glass phase.
","[{""version"":""v1"",""created"":""Wed, 19 Oct 1994 20:37:43 GMT""},{""version"":""v2"",""created"":""Wed, 2 Nov 1994 01:30:53 GMT""}]","2009-10-22"
"cond-mat/9410076","Piet Brouwer","P. W. Brouwer and C. W. J. Beenakker (Instituut-Lorentz, University of
  Leiden, The Netherlands)","Effect of a Voltage Probe on the Phase-Coherent Conductance of a
  Ballistic Chaotic Cavity","9 pages, REVTeX-3.0, 4 postscript figures appended as self-extracting
  archive, INLO-PUB-941020b","Phys.Rev.B 51 (1995) 7739","10.1103/PhysRevB.51.7739",,"cond-mat",,"  The effect of an invasive voltage probe on the phase-coherent conduction
through a ballistic chaotic cavity is investigated by random-matrix theory. The
entire distribution P(G) of the conductance G is computed for the case that the
cavity is coupled to source and drain by two point contacts with a quantized
conductance of 2 e^2/h, both in the presence (beta = 1) and absence (beta = 2)
of time-reversal symmetry. The loss of phase-coherence induced by the voltage
probe causes a crossover from P(G) ~ G^(-1 + beta/2) to a Gaussian centered at
G = e^2/h with a beta-dependent width. ***Submitted to Physical Review B.***
","[{""version"":""v1"",""created"":""Thu, 20 Oct 1994 09:41:27 GMT""}]","2007-05-23"
"cond-mat/9410077","Nigel Wilding","Nigel B. Wilding and Marcus Mueller","Liquid-vapour asymmetry in pure fluids: A Monte Carlo simulation study","19 pages Latex, 15 Figures available on request. Report Number
  #IP-94.153",,"10.1063/1.468686",,"cond-mat",,"  Monte Carlo simulations within the grand canonical ensemble are used to
obtain the joint distribution of density and energy fluctuations $p_L(\rho,u)$
for two model fluids: a decorated lattice gas and a polymer system. In the near
critical region the form of $p_L(\rho,u)$ is analysed using a mixed field
finite-size-scaling theory that takes account of liquid-vapour asymmetry. Field
mixing transformations are performed that map $p_L(\rho,u)$ onto the joint
distribution of critical scaling operators \ptMEstar\ appropriate to the Ising
fixed point. Carrying out this procedure permits a very accurate determination
of the critical point parameters. By forming various projections of \ptMEstar ,
the full universal finite-size spectrum of the critical density and energy
distributions of fluids is also obtained. In the sub-critical coexistence
region, an examination is made of the influence of field mixing on the
asymmetry of the density distribution.
","[{""version"":""v1"",""created"":""Thu, 20 Oct 1994 12:17:01 GMT""}]","2009-10-22"
"hep-lat/9410009","Salas","M. Asorey, J.G. Esteve, F. Falceto and J. Salas","Tricritical Behavior of Two-Dimensional Scalar Field Theories","13 pages, uuencode tar-compressed Postscript file, preprint numbers:
  IF/UFRJ/25/94, DFTUZ 94.06 and NYU--TH--94/10/01","Phys. Rev. B52 (1995) 9151-9154","10.1103/PhysRevB.52.9151",,"hep-lat hep-th",,"  We compute by Monte Carlo numerical simulations the critical exponents of
two-dimensional scalar field theories at the $\lambda\phi^6$ tricritical point.
The results are in agreement with the Zamolodchikov conjecture based on
conformal invariance.
","[{""version"":""v1"",""created"":""Wed, 19 Oct 1994 19:09:14 GMT""}]","2009-10-22"
"hep-lat/9410010","Claus Vohwinkel, Scri/fsu","Claus Vohwinkel","Monte Carlo calculation for systems consisting of several coordinate
  patches","18 pages","Nucl.Phys. B443 (1995) 417-430","10.1016/0550-3213(95)00067-3","FSU-SCRI-94-103","hep-lat",,"  I investigate the time step dependence of Monte Carlo simulations for
coordinate-spaces consisting of several patches. It is shown that a naive
kinetic term does not necessarily converge to the same spectrum as a
Hamiltonian calculation. Then an improved kinetic term is presented which
allows one to connect the Monte Carlo and Rayleigh-Ritz results of intermediate
volume SU(2) gauge theory.
","[{""version"":""v1"",""created"":""Wed, 19 Oct 1994 19:26:19 GMT""}]","2009-10-22"
"hep-ph/9410320",,"J. Schechter and H. Weigel","Particle Conjugation and the $1/N_C$ Corrections to $g_A$","6 pages LaTeX, SU--4240--588, UNITU--THEP--23/1994","Mod.Phys.Lett. A10 (1995) 885-892","10.1142/S021773239500096X",,"hep-ph",,"  We impose the requirement that the isovector axial vector current for the
soliton sector of the chiral quark model transforms correctly under particle
conjugation. This forces us to choose an otherwise arbitrary ordering of
collective space operators in such a way that the next--to--leading $1/N_C$
correction to $g_A$ vanishes.
","[{""version"":""v1"",""created"":""Wed, 19 Oct 1994 17:55:13 GMT""}]","2015-06-25"
"hep-ph/9410321",,"J. Schechter and H. Weigel","Resolving Ordering Ambiguities in the Collective Quantization by
  Particle Conjugation Constraints","20 pages LaTeX, Conclusions made more precise, some recent references
  added","Phys.Rev. D51 (1995) 6296-6307","10.1103/PhysRevD.51.6296","SU--4240--587, UNITU--THEP--22/1994","hep-ph",,"  We formulate the particle conjugation operation and its convenient
realization as $G$--parity in the framework of several chiral soliton models.
The Skyrme model, the Skyrme model with vector mesons and the chiral quark
model are specifically treated. The vector and axial vector currents are
classified according to their behavior under $G$--parity. In the soliton sector
particle conjugation constrains {\it a priori} ambiguous orderings of operators
in the space of the collective coordinates. In the Skyrme model with vector
mesons and in a local chiral model with an explicit valence quark this
classification scheme provides consistency conditions for the ordering of the
collective operators appearing in the $1/N_C$ corrections to the nucleon axial
charge and the isovector magnetic moment. These consistency conditions cause
the corrections obtained from an ordinary perturbation expansion to vanish in
the context of the collective quantization of the static soliton configuration.
This conclusion presumably applies to all local effective chiral models.
","[{""version"":""v1"",""created"":""Wed, 19 Oct 1994 17:58:49 GMT""},{""version"":""v2"",""created"":""Fri, 10 Mar 1995 07:31:18 GMT""}]","2009-10-28"
"hep-ph/9410322","Dr F. Caravaglios","F.Caravaglios and G.G.Ross","Reconciling the LEP and Slac Measurements of Sin^2(\Theta_W)","8 pages , CERN-TH.7474/94, OUTP9424P","Phys.Lett. B346 (1995) 159-164","10.1016/0370-2693(94)01628-P",,"hep-ph",,"  We consider whether a discrepancy between the SLAC and LEP measurements of
$\Sw$ can be explained by new physics. We find that only the contribution of a
new neutral gauge boson, $Z^\prime$, nearly degenerate with the Z can affect
the SLAC measurement while leaving the LEP observables almost unaffected. We
briefly discuss possible signals for this new gauge boson, including changes in
the $Z$ lineshape when measured with polarised electrons, small changes in
$R_b$, $A^e_{FB}$, and larger changes in two jet and $t\bar{t}$ production at
hadron colliders.
","[{""version"":""v1"",""created"":""Wed, 19 Oct 1994 17:50:46 GMT""}]","2009-10-28"
"hep-ph/9410323","Philip Page","Philip R. Page","Gluonic Excitations in Heavy Mesons and their Decay by Flux-Tube
  Breaking","3 pages, LaTeX, to appear in the Proceedings of 'Quark Confinement
  and the Hadron Spectrum', June 20-23, 1994, Como, Italy, 0 figures, 19 kb",,,,"hep-ph",,"  We have examined decays of low-lying gluonic excitations of mesons (hybrids)
by chromoelectric flux-tube breaking. An analytical calculation of
non-relativistic flux-tube model decay amplitudes is performed in an harmonic
oscillator approximation. Specific decay signatures of all $J^{PC}$ charmonium
hybrids are identified and the widths predicted. We introduce a new selection
rule which can be used to understand the systematics of numerical decay
calculations.
","[{""version"":""v1"",""created"":""Wed, 19 Oct 1994 18:37:03 GMT""},{""version"":""v2"",""created"":""Thu, 20 Oct 1994 07:11:54 GMT""}]","2008-02-03"
"hep-ph/9410324","Mark Sutherland","M. Sutherland, B. Holdom, S. Jaimungal and Randy Lewis","What can a relativistic quark model tell us about charmed mesons?","19 pages, LaTeX, figures in accompanying uuencoded PostScript file,
  UTPT-94-25","Phys.Rev. D51 (1995) 5053-5063","10.1103/PhysRevD.51.5053",,"hep-ph",,"  A relativistic quark model is extended to incorporate chiral and gauge
symmetries. We obtain the DD*pi and DD*gamma couplings and find that the ratio
Gamma(D*0->D0pi0)/Gamma(D*0->D0gamma) constrains the charm-quark mass close to
1.45 GeV. Large 1/mc corrections appear in the heavy-quark contribution to the
DD*gamma coupling. The model is extended further to describe seven excited D
meson states. We find that semileptonic B decays into the ground and excited D
meson states do not account for the total semileptonic decay width of the B0.
The nonresonant contributions to the processes B0->D(*)pi+ell+nu appear to be
large enough to account for the discrepancy.
","[{""version"":""v1"",""created"":""Wed, 19 Oct 1994 19:15:18 GMT""}]","2009-10-28"
"hep-ph/9410325",,"Robert Bluhm and Alan Kostelecky","Quantum Defects and the Long-Term Behavior of Radial Rydberg Wave
  Packets","IUHET 281, June 1994, to appear in Rapid Communications, Physical
  Review A (December 1994)","Phys.Rev.A50:4445-4448,1994","10.1103/PhysRevA.50.R4445",,"hep-ph",,"  We show that a theoretical description of radial Rydberg wave packets in
alkali-metal atoms based solely on hydrogenic wave functions and energies is
insufficient to explain data that could be obtained in pump-probe experiments
with current technology. The modifications to long-term revival times induced
by quantum defects cannot be obtained by direct scaling of the hydrogenic
results. Moreover, the effects of laser detuning and quantum defects are
different. An alternative approach providing analytical predictions using
supersymmetry-based quantum-defect theory is presented.
","[{""version"":""v1"",""created"":""Wed, 19 Oct 1994 21:26:50 GMT""}]","2009-09-25"
"hep-ph/9410326",,"K.S. Babu and R.N. Mohapatra","Mass Matrix Textures From Superstring Inspired SO(10) Models","13 pages, BA-94-56, UMD-PP-95-57","Phys.Rev.Lett.74:2418-2421,1995","10.1103/PhysRevLett.74.2418",,"hep-ph",,"  We give a general prescription for deriving quark and lepton mass matrices
with ``texture'' zeros in the framework of superstring inspired $SO(10)$
models. The key to our approach is a new way to naturally implement the
doublet--triplet splitting which enables us to obtain symmetric quark and
lepton mass matrices which have different structures in the up and the down
quark sectors. We illustrate our method by deriving the Georgi--Jarlskog
texture which has six predictions in the flavor sector, and then show how it
generalizes to other symmetric texture models.
","[{""version"":""v1"",""created"":""Wed, 19 Oct 1994 21:32:19 GMT""}]","2011-05-12"
"hep-ph/9410327",,"A. Brandenburg, V. V. Khoze and D. M\""uller","Semi-Exclusive Pion Production in Deep-Inelastic Scattering","10 pages,PLAIN TEX, 4 figs. appended as compressed and uuencoded PS
  file, SLAC-PUB-6688","Phys.Lett. B347 (1995) 413-418","10.1016/0370-2693(95)00064-R",,"hep-ph",,"  We calculate azimuthal asymmetries and the Callan-Gross $R$-ratio for
semi-exclusive pion production in deep inelastic scattering taking into account
higher twist effects. Our results are qualitatively different from the
QCD-improved parton model predictions for semi-inclusive deep inelastic
scattering.
","[{""version"":""v1"",""created"":""Thu, 20 Oct 1994 00:30:00 GMT""}]","2009-10-28"
"hep-ph/9410328","Sherman Frankel","Sherman Frankel","Searching for the Quark-Gluon Plasma","4 pages, UPR-637T",,,,"hep-ph",,"  The claims for production of high energy densities and possible new states of
matter in collisions of nuclei by George F. Bertsch (Science, {\bf 265} (1994)
480-481) are examined and compared with simple explanations of the data which
have appeared in the literature.
","[{""version"":""v1"",""created"":""Wed, 19 Oct 1994 17:50:43 GMT""}]","2007-05-23"
"hep-ph/9410329","Judah M. Eisenberg","J.M. Eisenberg","Back-reaction in a cylinder","19 pages plus 13 figures","Phys.Rev. D51 (1995) 1938-1947","10.1103/PhysRevD.51.1938",,"hep-ph nucl-th",,"  A system is studied in which initially a strong classical electric field
exists within an infinitely-long cylinder and no charges are present.
Subsequently, within the cylinder, pairs of charged particles tunnel out from
the vacuum and the current produced through their acceleration by the field
acts back on the field, setting up plasma oscillations. This yields a rough
model of phenomena that may occur in the pre-equilibrium formation phase of a
quark-gluon plasma. In an infinite volume, this back-reaction has been studied
in a field-theory description, and it has been found that the results of a full
calculation of this sort are well represented in a much simpler transport
formalism. It is the purpose here to explore that comparison for a situation
involving a cylindrical volume of given radius.
","[{""version"":""v1"",""created"":""Thu, 20 Oct 1994 07:32:17 GMT""}]","2009-10-28"
"hep-ph/9410330",,"Bernd A. Kniehl","Status of Higher-Order Corrections in the Standard Electroweak Theory","22 pages, Latex, KEK-TH-412","Int.J.Mod.Phys. A10 (1995) 443-464","10.1142/S0217751X9500019X",,"hep-ph",,"  We review recent theoretical progress in the computation of radiative
corrections beyond one loop within the standard model of electroweak
interactions, both in the gauge and Higgs sectors. In the gauge sector, we
discuss universal corrections of $\O(G_F^2M_H^2M_W^2)$, $\O(G_F^2m_t^4)$,
$\O(\alpha_sG_FM_W^2)$, $\O(\alpha_s^2G_Fm_t^2)$, and those due to virtual
$t\bar t$ threshold effects, as well as specific corrections to
$\Gamma\left(Z\to b\bar b\right)$ of $\O(G_F^2m_t^4)$, $\O(\alpha_sG_Fm_t^2)$,
and $\O(\alpha_s^3)$ including finite-$m_b$ effects. We also present an update
of the hadronic contributions to $\Delta\alpha$. Theoretical uncertainties,
other than those due to the lack of knowledge of $M_H$ and $m_t$, are
estimated. In the Higgs sector, we report on the $\O(\alpha_sG_Fm_t^2)$
corrections to $\Gamma\left(H\to f\bar f\,\right)$ including those which are
specific for the $b\bar b$ mode, the $\O(\alpha_s^2)$ corrections to
$\Gamma\left(H\to q\bar q\right)$ including the finite-$m_q$ terms, and the
$\O(\alpha_s)$ corrections to $\Gamma(H\to gg)$.
","[{""version"":""v1"",""created"":""Thu, 20 Oct 1994 08:37:00 GMT""}]","2015-06-25"
