"alg-geom/9402002","Victor Batyrev","Victor V. Batyrev and Lev A. Borisov","Dual Cones and Mirror Symmetry for Generalized Calabi-Yau Manifolds","17 pages, Latex",,,,"alg-geom math.AG",,"  We introduce a special class of convex rational polyhedral cones which allows
to construct generalized Calabi-Yau varieties of dimension $(d + 2(r-1))$,
where $r$ is a positive integer and d is the dimension of critical string vacua
with central chatge $c = 3d$. It is conjectured that the natural combinatorial
duality satisfies by these cones corresponds to the mirror involution. Using
the theory of toric varieties, we show that our conjecture includes as special
cases all already known examples of mirror pairs proposed by physicists and
agrees with previous conjectures of the authors concerning explicit
constructions of mirror manifolds. In particular we obtain a mathematical
framework which explains the construction of mirrors of rigid Calabi-Yau
manifolds.
","[{""version"":""v1"",""created"":""Thu, 3 Feb 1994 19:59:39 GMT""}]","2008-02-03"
"hep-ph/9402220","Kaloshin Alexander E.","A.E.Kaloshin, V.M.Persikov and V.V.Serebryakov","First estimates of the $(\alpha + \beta)^{\pi}$ from two--photon
  experiments","Latex, 5 pages, no figures, ISU-IAP.Th94-01, Irkutsk","Phys.Atom.Nucl. 57 (1994) 2207-2208; Yad.Fiz. 57N12 (1994)
  2298-2299",,,"hep-ph",,"  We carry out the semi--model analysis of existing data on the angular
distributions of the $\gamma\gamma\rightarrow\pi^+ \pi^- ,\ \pi^0 \pi^0$
reactions with purpose to obtain S-wave cross section and D-wave's parameters.
In the first time we obtain from experiment the sum of electrical and magnetic
pion polarizabilities: $(\alpha + \beta)^{\pi^+} = 0.28 \pm 0.07$ (MARK-II
\cite{M2}), \ \ $(\alpha + \beta)^{\pi^+} = 0.38 \pm 0.05$ (CELLO
\cite{CELLO}), \ \ $(\alpha + \beta)^{\pi^0} = 1.26 \pm 0.06$ (Crystal Ball
\cite{CB}) \ \ in units of $10^{-42} \ cm^3$ ($e^2=4 \pi \alpha$).
","[{""version"":""v1"",""created"":""Thu, 3 Feb 1994 22:07:48 GMT""}]","2007-05-23"
"hep-ph/9402222","Jose","J. C. D'Olivo, J. F. Nieves, M. Torres and E. Tututi","QED at Finite Temperature in the Coulomb Gauge","15 pages, Latex, LTP-036-UPR",,,,"hep-ph",,"  We argue that calculations in QED at finite temperature are more conveniently
carried out in the Coulomb gauge, in which only the physical photon degrees of
freedom play a rol and are thermalized. We derive the photon propagator in this
gauge for real-time finite temperature calculations and show that the
four-fermion static Coulomb interaction that appears in the Lagrangian can be
accounted for by suitably modifying the photon propagator. The Feynman rules of
the theory are written in a manifestly covariant form, although they depend on
the velocity 4-vector $u_\mu$ of the background medium. As a first step in
showing the consistency and usefulness of this approach, we consider the
one-loop calculation of the electron self-energy $\Sigma$. It is explicitly
shown that the divergences that arise from the vacuum contribution to $\Sigma$
are independent of $u_\mu$, which implies that the counter terms that must be
included in the Lagrangian are the same as those in the vacuum.
","[{""version"":""v1"",""created"":""Thu, 3 Feb 1994 17:54:00 GMT""}]","2007-05-23"
"hep-ph/9402223",,"N.I. Ussyukina and A.I. Davydychev","New results for two-loop off-shell three-point diagrams","10 pages, 3 figures, standard LaTEX (PS-file is also available by
  anonymous FTP at node VSFYS1.FI.UIB.NO in subdirectory DAVYDYCHEV, the file
  BERGEN94-03.PS), Bergen Scientific/Technical Report No.1994-03","Phys.Lett. B332 (1994) 159-167","10.1016/0370-2693(94)90874-5",,"hep-ph",,"  A number of exact results for two-loop three-point diagrams with massless
internal particles and arbitrary (off-shell) external momenta are presented.
Divergent contributions are calculated in the framework of dimensional
regularization.
","[{""version"":""v1"",""created"":""Thu, 3 Feb 1994 17:56:47 GMT""}]","2009-10-28"
"hep-ph/9402224",,"E. Nardi, E. Roulet and D. Tommasini","Limits on Neutrino Mixing with new Heavy Particles","12 pages, FTUV/93-47, UM-TH-93-28, CERN-TH/7150/94","Phys.Lett.B327:319-326,1994","10.1016/0370-2693(94)90736-6",,"hep-ph",,"  We study the effects induced by new neutral fermions below their mass
threshold, due to their possible mixing with the standard neutrinos. We use as
experimental constraints the recent results on lepton universality, together
with the measurement of the $\mu$ decay rate and the updated LEP data. In
particular, the inclusion in our data set of the most recent determinations of
the $\tau$ branching fractions, mass and lifetime implies that a previous
indication of a non-vanishing mixing for $\nu_\tau$ is no longer present. We
obtain new stringent limits on the mixing parameters between $\nu_e$,
$\nu_\mu$, $\nu_\tau$ and heavy neutral states of different weak isospin. If no
assumption on the type of neutrinos involved in the mixing is made, we find
$\snue^2<0.0071$, $\snumu^2<0.0014$ and $\snutau^2<0.033$.
","[{""version"":""v1"",""created"":""Thu, 3 Feb 1994 18:33:00 GMT""},{""version"":""v2"",""created"":""Fri, 4 Mar 1994 11:33:00 GMT""}]","2010-11-01"
"hep-ph/9402225","Arkady Vainshtein","I. Bigi, M. Shifman, N. Uraltsev, A. Vainshtein","Heavy Quark Distribution Function in QCD and the AC$^2$M$^2$ Model","15 pages, Latex, 2 figures are included (as 2 appended postscript
  files), CERN-TH.7159/94, TPI-MINN-94/2-T, UND-HEP-94-BIG02 (a few comments on
  the literature are added)","Phys.Lett. B328 (1994) 431-440","10.1016/0370-2693(94)91502-4",,"hep-ph",,"  We show that the phenomenological \ACM ansatz is consistent with QCD through
order $1/m_b$ in the description of $B\ra l\bar \nu_l+X_u$ and $B\ra \gamma
+X_s$ transitions, including their energy spectra and differential
distributions. This suggests a concrete realization for the QCD distribution
function, which we call the ``Roman'' function. On the other hand the \ACM
model description of the end-point domain in $B\ra l\bar \nu_l + X_c$ is
incompatible with QCD: a different distribution function enters the description
of $b\ra c$ decays as compared to the transitions to the massless quarks. Both
observations -- the validity of the {\ACM}-like description for heavy-to-light
transitions and the emergence of the new distribution function in the $b\ra c$
case -- are in contradiction to a recent claim in the literature. The intrinsic
limitation of the \ACM model could reveal itself in different values of the
effective $b$ quark mass from fits of the $\Lambda _b$ and $B$ decays.
","[{""version"":""v1"",""created"":""Fri, 4 Feb 1994 05:11:24 GMT""},{""version"":""v2"",""created"":""Mon, 7 Feb 1994 06:33:29 GMT""}]","2009-10-28"
"hep-ph/9402226","My Account","J. Lopez, D. Nanopoulos, and A. Zichichi","The top-quark mass in SU(5)xU(1) supergravity","latex, 10 pages, 4 figures (included), CERN-TH.7138/94,
  CTP-TAMU-05/94","Phys.Lett.B327:279-286,1994","10.1016/0370-2693(94)90729-3",,"hep-ph",,"  We show that the currently experimentally preferred values of the top-quark
mass (\ie, $130\lsim m_t\lsim180\GeV$) are naturally understood in the context
of string models, where the top-quark Yukawa coupling at the string scale is
generically given by $\lambda_t={\cal O}(g)$, with $g$ the unified gauge
coupling. A detailed study of the Yukawa sector of $SU(5)\times U(1)$
supergravity shows that the ratio of the bottom-quark to tau-lepton Yukawa
couplings at the string scale is required to be in the range
$0.7\lsim\lambda_b/\lambda_\tau\lsim1$, depending on the values of $m_t$ and
$m_b$. This result is consistent with $SU(5)\times U(1)$ symmetry, which does
{\em not} require the equality of these Yukawa couplings in the unbroken
symmetry phase of the theory. As a means of possibly predicting the value of
$m_t$, we propose a procedure whereby the size of the allowed parameter space
is determined as a function of $m_t$, since all sparticle and Higgs-boson
masses and couplings depend non-trivially on $m_t$. At present, no significant
preference for particular values of $m_t$ in $SU(5)\times U(1)$ supergravity is
observed, except that high-precision LEP data requires $m_t\lsim180\GeV$.
","[{""version"":""v1"",""created"":""Fri, 4 Feb 1994 05:22:43 GMT""}]","2016-09-01"
"hep-ph/9402227","Hubert Simma","G. Kramer, W.F. Palmer, H. Simma","CP Violation and Strong Phases from Penguins in $\bf B^{\pm}\rightarrow
  VV$ Decays","24 pages, 3 figures (upon request), LaTeX, preprint DESY 93-192","Nucl.Phys.B428:77-97,1994","10.1016/0550-3213(94)90192-9",,"hep-ph",,"  We calculate direct CP-violating observables in charged $B\to VV$ decays
arising from the interference of amplitudes with different strong and CKM
phases. The perturbative strong phases develop at order $\alpha_s$ from
absorptive parts of one-loop matrix elements of the next-to-leading logarithm
corrected effective Hamiltonian. CPT constraints are maintained. Based on this
model, we find that partial rate asymmetries between charge conjugate $B^{\pm}$
decays can be as high as 15-30\% for certain channels with branching ratios in
the $10^{-6}$ range. The small values of the coefficients of angular
correlations, which we calculated previously to be of order $10^{-2}$, are not
significantly degraded by the strong phases. The charge asymmetries of rates
and angular distributions would provide unambiguous evidence for direct CP
violation.
","[{""version"":""v1"",""created"":""Fri, 4 Feb 1994 13:49:43 GMT""}]","2010-11-01"
"hep-ph/9402228","Derek Leinweber","Derek B. Leinweber","Hadron Electromagnetic Structure: Shedding Light on Models and their
  Mechanisms","Lattice '93 presentation. UU-File is a single postscript file of a 3
  page manuscript including figures. Ohio State U. PP #93-1122",,"10.1016/0920-5632(94)90397-2",,"hep-ph hep-lat",,"  Strange quark contributions to the proton magnetic moment are estimated from
a consideration of baryon magnetic moment sum rules. The environment
sensitivity of quark contributions to baryon moments is emphasized. Pion cloud
contributions to proton charge radii are examined in the framework of Chiral
Perturbation Theory. The absence of scalar-diquark clustering in the nucleon is
discussed.
","[{""version"":""v1"",""created"":""Fri, 4 Feb 1994 14:58:22 GMT""}]","2009-10-28"
"hep-ph/9402232",,"Luis E. Ibanez","New Trends in Particle Theory","27 pages, LATEX (Plenary talk at the EPS Marseilles HEP Conference,
  July 1994)",,,"FTUAM-4/94","hep-ph",,"  I discuss some new trends in particle theory beyond the standard model. Some
topics briefly covered include elecroweak baryogenesis, gauge versus non-gauge
discrete symmetries, the strong CP problem, dynamical symmetry breaking
scenarios, supersymmetric grand unification, new aspects in low energy
supersymmetry and superstring phenomenology.
","[{""version"":""v1"",""created"":""Fri, 4 Feb 1994 09:34:36 GMT""}]","2007-05-23"
"hep-th/9402017","Thomas Kerler","Thomas Kerler","Mapping Class Group Actions on Quantum Doubles","45 pages","Commun.Math.Phys. 168 (1995) 353-388","10.1007/BF02101554",,"hep-th math.QA",,"  We study representations of the mapping class group of the punctured torus on
the double of a finite dimensional possibly non-semisimple Hopf algebra that
arise in the construction of universal, extended topological field theories. We
discuss how for doubles the degeneracy problem of TQFT's is circumvented. We
find compact formulae for the ${\cal S}^{\pm 1}$-matrices using the canonical,
non degenerate forms of Hopf algebras and the bicrossed structure of doubles
rather than monodromy matrices. A rigorous proof of the modular relations and
the computation of the projective phases is supplied using Radford's relations
between the canonical forms and the moduli of integrals. We analyze the
projective $SL(2, Z)$-action on the center of $U_q(sl_2)$ for $q$ an
$l=2m+1$-st root of unity. It appears that the $3m+1$-dimensional
representation decomposes into an $m+1$-dimensional finite representation and a
$2m$-dimensional, irreducible representation. The latter is the tensor product
of the two dimensional, standard representation of $SL(2, Z)$ and the finite,
$m$-dimensional representation, obtained from the truncated TQFT of the
semisimplified representation category of $U_q(sl_2)\,$.
","[{""version"":""v1"",""created"":""Thu, 3 Feb 1994 16:33:17 GMT""}]","2009-10-28"
"hep-th/9402018","Thomas Kerler","Thomas Kerler","On braided tensor categories","13 pages. Submitted as contribution to the Proccedings of the XXIIth
  International Conference on Differential Geometric Methods in Theoretical
  Physics, Ixtapa-Zihuatanejo, M\'exico. Kluwer Academic Publishers, 1993",,,,"hep-th math.QA",,"  We investigate invertible elements and gradings in braided tensor categories.
This leads us to the definition of theta-, product-, subgrading and
orbitcategories in order to construct new families of BTC's from given ones. We
use the representation theory of Hecke algebras in order to relate the
fusionring of a BTC generated by an object $X$ with a two component
decomposition of its tensorsquare to the fusionring of quantum groups of type
$A$ at roots of unity. We find the condition of `local isomorphie' on a special
fusionring morphism implying that a BTC is obtained from the above
constructions applied to the semisimplified representation category of a
quantum group. This family of BTC's contains new series of twisted categories
that do not stem from known Hopf algebras. Using the language of incidence
graphs and the balancing structure on a BTC we also find strong constraints on
the fusionring morphism. For Temperley Lieb type categories these are
sufficient to show local isomorphie. Thus we obtain a classification for the
subclass of Temperley Lieb type categories.
","[{""version"":""v1"",""created"":""Thu, 3 Feb 1994 16:33:44 GMT""}]","2008-02-03"
"hep-th/9402019",,"Kentaro Hori","On Global Aspects Of Gauged Wess-Zumino-Witten Model","(Thesis) 125 pages, UT-Komaba/94-3 (Latex errors are corrected)",,,,"hep-th",,"  This is a thesis for Rigaku-Hakushi($\simeq$ Ph. D.). It clarifies the
geometric meaning and field theoretical consequences of the spectral flows
acting on the space of states of the `$G/H$ coset model'. As suggested by Moore
and Seiberg, the spectral flow is realized as the response of states to certain
change of background gauge field together with the gauge transformation on a
circle. Applied to the boundary circle of a disc with field insertion, such a
realization leads to a certain relation among correlators of the gauged WZW
model for various principal $H$-bundles. In the course of derivation, we find
an expression of a (dressed) gauge invariant field as an integral over the flag
manifold of $H$ and an expression of a correlator as an integral over a certain
moduli space of holomorphic $H_{\bf
  C}$-bundles with quasi-flag structure at the insertion point. We also find
that the gauge transformation on the circle corresponding to the spectral flow
determines a bijection of the set of isomorphism classes of holomorphic $H_{\bf
C}$-bundles with quasi-flag structure of one topological type to that of
another. As an application, it is pointed out that problems arising from the
field identification fixed points may be resolved by taking into account of all
principal $H$-bundles.
","[{""version"":""v1"",""created"":""Fri, 4 Feb 1994 11:09:14 GMT""}]","2007-05-23"
"hep-th/9402020","Giovanni Amelino-Camelia","G. Amelino-Camelia","Perturbative Bosonic End Anyon Spectra and Contact Interactions","Plain Tex, MIT-CTP-2242, to appear in Physics Letters B","Phys.Lett.B326:282-287,1994","10.1016/0370-2693(94)91323-4",,"hep-th",,"  Bosonic end perturbative calculations for quantum mechanical anyon systems
require a regularization. I regularize by adding a specific $\delta$-function
potential to the Hamiltonian. The reliability of this regularization procedure
is verified by comparing its results for the 2-anyon in harmonic potential
system with the known exact solutions. I then use the $\delta$-function
regularized bosonic end perturbation theory to test some recent conjectures
concerning the unknown portion of the many-anyon spectra.
","[{""version"":""v1"",""created"":""Thu, 3 Feb 1994 18:39:45 GMT""}]","2011-07-19"
"hep-th/9402021","Takahiro Shiota","Takahiro Shiota","Calogero-Moser hierarchy and KP hierarchy","8pages","J.Math.Phys. 35 (1994) 5844-5849","10.1063/1.530713",,"hep-th",,"  The space of solutions of the rational Calogero-Moser hierarchy, and the
space of solutions of the KP hierarchy whose tau functions are monic
polynomials in $t_1$ with coefficients depending on $t_n$, $n > 1$, are
identified, generalizing earlier results of Airault-McKean-Moser and Krichever.
","[{""version"":""v1"",""created"":""Thu, 3 Feb 1994 20:06:45 GMT""}]","2009-10-28"
"hep-th/9402022","Edward Frenkel","Boris Feigin, Edward Frenkel, and Nikolai Reshetikhin","Gaudin Model, Bethe Ansatz and Critical Level","40 pages, postscript-file (references added and corrected)","Commun.Math.Phys. 166 (1994) 27-62","10.1007/BF02099300",,"hep-th",,"  We propose a new method of diagonalization of hamiltonians of the Gaudin
model associated to an arbitrary simple Lie algebra, which is based on Wakimoto
modules over affine algebras at the critical level. We construct eigenvectors
of these hamiltonians by restricting certain invariant functionals on tensor
products of Wakimoto modules. In conformal field theory language, the
eigenvectors are given by certain bosonic correlation functions. Analogues of
Bethe ansatz equations naturally appear as Kac-Kazhdan type equations on the
existence of certain singular vectors in Wakimoto modules. We use this
construction to expalain a connection between Gaudin's model and correlation
functions of WZNW models.
","[{""version"":""v1"",""created"":""Thu, 3 Feb 1994 20:47:10 GMT""},{""version"":""v2"",""created"":""Sun, 3 Apr 1994 19:44:02 GMT""}]","2009-10-28"
"hep-th/9402023","Luca Lusanna. Sez. Di Firenze","Luca Lusanna","Dirac's Observables for Yang-Mills Theory with Fermions","(e-mail: lusanna@fi.infn.it), 180 p., plain tex","Int.J.Mod.Phys.A10:3675-3757,1995","10.1142/S0217751X95001753","FI-100","hep-th",,"  A canonical basis of global Dirac's observables for Yang-Mills theory with
fermions are obtained in a functional space in which Gribov ambiguity is absent
and Gauss' laws can be solved exactly. In terms of these observables, one can
express the Lagrangian, the Hamiltonian, non-Abelian and topological charges.
The problem of the covariantization of these non-local and non-polynomial
quantities is solved. From a relativistic presymplectic approach to the
localization of the relativistic center-of-mass of the field configuration, a
ultraviolet cutoff is deduced.
","[{""version"":""v1"",""created"":""Thu, 3 Feb 1994 17:36:08 GMT""}]","2010-11-01"
"hep-th/9402024","Alexei Vladimirov","A. P. Isaev and A. A. Vladimirov","GL_q(N)-covariant braided differential bialgebras","7 pages","Lett.Math.Phys. 33 (1995) 297-302","10.1007/BF00749683","JINR E2-94-32","hep-th math.QA",,"  We study a possibility to define the (braided) comultiplication for the
GLq(N)-covariant differential complexes on some quantum spaces. We discover
such `differential bialgebras' (and Hopf algebras) on the bosonic and fermionic
quantum hyperplanes (with additive coproduct) and on the braided matrix algebra
BMq(N) with both multiplicative and additive coproducts. The latter case is
related (for N=2) to the q-Minkowski space and q-Poincare algebra.
","[{""version"":""v1"",""created"":""Fri, 4 Feb 1994 10:21:40 GMT""}]","2009-10-28"
"hep-th/9402026","Kazuhiro Hikami","Kazuhiro Hikami and Miki Wadati","On the Additional Symmetry; Many-Body Problem Related to the KP
  Hierarchy","8 pages",,,,"hep-th",,"  Nonlinear integrable equations, such as the KdV equation, the Boussinesq
equation and the KP equation, have the close relation with many-body problem.
The solutions of such equations are the same as the restricted flows of the
classical Calogero model, which is one-dimensional particle system with inverse
square interactions. The KP hierarchy and the Calogero model share the same
structure called ``additional symmetry''. This symmetry plays a crucial role in
this relation.
","[{""version"":""v1"",""created"":""Fri, 4 Feb 1994 11:47:14 GMT""}]","2016-09-06"
