"alg-geom/9402014","Mark Gross","Mark Gross","The Deformation Space of Calabi-Yau n-folds with canonical singularities
  can be obstructed","10 pages, TEX",,,,"alg-geom math.AG",,"  This paper gives a simple example of a family of Calabi-Yaus of any dimension
with canonical singularities of dimension one, whose Kuranishi space is
singular. Thus the Bogomolov-Tian-Todorov unobstructedness theorem is not true
for Calabi-Yaus with canonical singularities.
","[{""version"":""v1"",""created"":""Fri, 25 Feb 1994 14:02:42 GMT""}]","2008-02-03"
"hep-ph/9402345","Rajiv Gavai","R.V. Gavai and R.M. Godbole","High Precision $J/\psi$ and $\Upsilon$-production data and the Nuclear
  Glue","28 pages, 8 Figures (included as uuencoded figs.uu file at the end),
  RevTeX, TIFR/TH/93-57, BU-TH-93/5","J.Phys.G22:25-44,1996; Erratum-ibid.G22:1115-1116,1996","10.1088/0954-3899/22/1/003",,"hep-ph",,"  We use the high statistics E-772 data on the nuclear dependence of the
production of quarkonia $(J/\psi$ and $\Upsilon)$ and dimuons at large
transverse momentum $(p_T)$ in $p$-$A$ collisions to get information about the
gluonic EMC effect. We find a satisfactory quantitative agreement of the
theoretical predictions with the data although none of the models of the EMC
effect we consider could account for the entire data. Since all the qualitative
features are understood none the less in terms of perturbative QCD with nuclear
dependent parton densities, our results suggest that these data can now be used
for a better determination of the nuclear parton densities. Our conslusions are
shown to be insensitive to the hadronisation mechanism for the quarkonia.
","[{""version"":""v1"",""created"":""Thu, 24 Feb 1994 17:35:17 GMT""}]","2009-09-25"
"hep-ph/9402348","Yossef Nir","Yosef Nir","Naturally Small $x_s$?","9 pages, WIS-94/9/Feb-PH","Phys.Lett.B327:85-89,1994","10.1016/0370-2693(94)91533-4",,"hep-ph",,"  Within the Standard Model, $x_s$ (the mixing parameter in the $B_s-\bar B_s$
system) is constrained to the range $7 \leq x_s\leq 40$. We point out that if
New Physics contributes significantly to $x_d$ (the mixing parameter in the
$B_d-\bar B_d$ system), then $2 \leq x_s\leq 7$ is possible without any
fine-tuned cancellations between the Standard Model and the New Physics
contributions.
","[{""version"":""v1"",""created"":""Thu, 24 Feb 1994 18:37:57 GMT""}]","2014-11-17"
"hep-ph/9402349","My Account","T. Kamon, J. Lopez, P. McIntyre, and J. White","A Vision for High Energy Physics","latex, 19 pages, 9 figures (not included), CTP-TAMU-11/94. Uuencoded
  file with figures available via anonymous ftp from hplaa02.cern.ch
  /pub/lopez/VisionFigs.uu Send requests for hard copies to kamon@hepr.tamu.edu",,,,"hep-ph",,"  Following the termination of the Superconducting Super Collider, there is an
urgent need to develop a strategic plan for the future of high energy physics
and an accompanying vision to guide the priorities of the U.S. program. This
document proposes such a strategic plan and presents a singular opportunity for
the U.S. program. The existing hadron collider at Fermilab could be upgraded to
create a major discovery potential for supersymmetry, one of the most profound
concepts in the world of elementary particles. Using a single ring of SSC
magnets in the existing tunnel, the recently improved understanding of SUSY
phenomenology, and the upgraded detectors in place at the Tevatron, the
DiTevatron could be doing physics within five years and reach most of the range
of parameters permitted in SUSY models. We propose that it be funded as a
worthy component of the SSC termination, bringing to fruition both the
technology and the science of the SSC at very modest cost.
","[{""version"":""v1"",""created"":""Fri, 25 Feb 1994 00:15:14 GMT""}]","2009-09-25"
"hep-ph/9402350","Scott Yost","S. Jadach, B.F.L. Ward and S.A. Yost","Theoretical Expectations For High Mass Photon Pairs in L+ L- Gamma Gamma
  Events at LEP/SLC","9 pages (LaTeX + 6 uu-encoded figures), UTHEP-93-1002 (version with
  corrected preprint number)","Phys.Rev.D51:3149-3152,1995","10.1103/PhysRevD.51.3149",,"hep-ph",,"  Recently, the L3 collaboration has reported the observation of four events in
the reactions e+ e- --> L+ L- + (2 Photons), L = e, mu, tau, with the invariant
photon pair mass near 60 GeV in a data sample collected in the L3 detector
corresponding to 950,000 produced Z0's. More recently, more data from the other
LEP collaborations have become available. In this paper, we use the Monte Carlo
genrator YFS3 and our recent exact results on e+ e- --> L+ L- + (2 Photons) to
assess the QED expectations for such L3-type high mass photon pair events in e+
e- --> L+ L- + (n Photons) near the Z0 resonance.
","[{""version"":""v1"",""created"":""Fri, 25 Feb 1994 02:57:02 GMT""},{""version"":""v2"",""created"":""Fri, 4 Mar 1994 17:22:31 GMT""}]","2009-12-30"
"hep-ph/9402351",,"P. Aurenche F. W. Bopp R. Engel D. Pertermann J. Ranft and S. Roesler","DTUJET--93 Sampling inelastic proton--proton and antiproton--proton
  collisions according to the two--component Dual Parton Model","20 pages , PHYSZZX, SI-93-3","Comput.Phys.Commun. 83 (1994) 107-123","10.1016/0010-4655(94)90037-X",,"hep-ph",,"  A new version of a Monte Carlo Program for hadronic multi-particle production
is presented. It is based on the two-component Dual Parton Model which includes
the dual topological unitarization of soft and hard cross sections. The model
treats both soft (low $p_{\perp}$) and hard (minijet, large $p_{\perp}$)
processes in a unified and consistent way. The unified description is important
at TeV-energies of hadron colliders, where the hard perturbative cross sections
of QCD become large and comparable to the total cross sections.
","[{""version"":""v1"",""created"":""Fri, 25 Feb 1994 14:14:42 GMT""}]","2009-10-28"
"hep-ph/9402352","Robert Peschanski","H. Navelet, R. Peschanski, S. Wallon","On the Singular Behaviour of Structure Functions at Low X","14 pages with 3 figures, all in a compressed uuencoded postscript
  file, see instructions at the beginning of the file. If you cannot print
  postscript files, ask for a paper copy. SACLAY preprint T94/012","Mod.Phys.Lett.A9:3393-3402,1994","10.1142/S0217732394003221",,"hep-ph",,"  We discuss the phenomenological extraction of the leading $ j$-plane
singularity from singlet structure functions $ F_s $ measured at small $ x. $
Using a saddle-point method we show that $ {\rm d ln} F_s /{\rm d ln}{1 \over
x} $ is a suitable observable for this purpose in the region $x \le 10^{-2}.$
As an application, we confront and distinguish in a model-independent way
structure function parametrizations coming from two different QCD evolution
equations, namely the Lipatov (or BFKL) equation and the Gribov-Lipatov
-Altarelli-Parisi (or GLAP) equation. Recent results at HERA are discussed in
this framework.
","[{""version"":""v1"",""created"":""Fri, 25 Feb 1994 14:31:53 GMT""}]","2010-03-25"
"hep-th/9402140","Ambar Sengupta","Ambar Sengupta","The Semiclassical Limit for $SU(2)$ and $SO(3)$ Gauge Theory on the
  Torus","18 pages","Commun.Math.Phys.169:297-314,1995","10.1007/BF02099474",,"hep-th",,"  We prove that for $SU(2)$ and $SO(3)$ quantum gauge theory on a torus,
holonomy expectation values with respect to the Yang-Mills measure $d\mu_T(\o)
=N_T^{-1}e^{-S_{YM}(\o)/T}[{\cal D}\o]$ converge, as $T\downarrow 0$, to
integrals with respect to a symplectic volume measure $\mu_0$ on the moduli
space of flat connections on the bundle. These moduli spaces and the symplectic
structures are described explicitly.
","[{""version"":""v1"",""created"":""Thu, 24 Feb 1994 22:21:05 GMT""}]","2010-11-01"
"hep-th/9402141","Teruhiko Kawano","T. Kawano and Y. Kikukawa","On the Large Mass Limit of the Continuum Theories in Kaplan's
  Formulation","30pages, harvmac, KUNS-1239, HE(TH)94/01. (Several comments in the
  introduction and the related references are added.)","Phys.Rev. D50 (1994) 5365-5378","10.1103/PhysRevD.50.5365",,"hep-th hep-lat",,"  Being inspired by Kaplan's proposal for simulating chiral fermions on a
lattice, we examine the continuum analog of his domain-wall construction for
two-dimensional chiral Schwinger models. Adopting slightly unusual dimensional
regularization, we explicitly evaluate the one-loop effective action in the
limit that the domain-wall mass goes to infinity. For anomaly-free cases, the
effective action turns out to be gauge invariant in two-dimensional sense.
","[{""version"":""v1"",""created"":""Fri, 25 Feb 1994 07:35:28 GMT""},{""version"":""v2"",""created"":""Thu, 3 Mar 1994 06:15:06 GMT""}]","2009-10-28"
"hep-th/9402142","B. Basu-mallick","B. Basu-Mallick","Realisations of $GL_{p,q}(2)$ quantum group and its coloured extension
  through a novel Hopf algebra with five generators","24 pages",,,"IMSc imsc-94/07","hep-th math.QA",,"  A novel Hopf algebra $ ( {\tilde G}_{r,s} )$, depending on two deformation
parameters and five generators, has been constructed. This $ {\tilde G}_{r,s}$
Hopf algebra might be considered as some quantisation of classical $GL(2)
\otimes GL(1) $ group, which contains the standard $GL_q(2)$ quantum group
(with $ q=r^{-1} $) as a Hopf subalgebra. However, we interestingly observe
that the two parameter deformed $GL_{p,q}(2)$ quantum group can also be
realised through the generators of this $ {\tilde G}_{r,s}$ algebra, provided
the sets of deformation parameters $p,~q$ and $r,~s$ are related to each other
in a particular fashion. Subsequently we construct the invariant noncommutative
planes associated with $ {\tilde G}_{r,s}$ algebra and show how the two well
known Manin planes corresponding to $GL_{p,q}(2)$ quantum group can easily be
reproduced through such construction. Finally we consider the `coloured'
extension of $GL_{p,q}(2)$ quantum group as well as corresponding Manin planes
and explore their intimate connection with the `coloured' extension of ${\tilde
G}_{r,s}$ Hopf structure.
","[{""version"":""v1"",""created"":""Fri, 25 Feb 1994 11:16:40 GMT""}]","2016-09-06"
"hep-th/9402143","G. von Gehlen","G. von Gehlen","Non-hermitian tricriticality in the Blume-Capel model with imaginary
  field","16 pages (LaTeX) with PS-file appended containing 4 figures,
  ENSLAPP-L-456/94, BONN-HE-94-03",,,,"hep-th",,"  Using finite-size-scaling methods, we study the quantum chain version of the
spin-$1$-Blume-Capel model coupled to an imaginary field. The aim is to realize
higher order non-unitary conformal field theories in a simple Ising-type spin
model. We find that the first ground-state level crossing in the
high-temperature phase leads to a second-order phase transition of the Yang-Lee
universality class (central charge $c=-22/5$). The Yang-Lee transition region
ends at a line of a new type of tricriticality, where the {\em three} lowest
energy levels become degenerate. The analysis of the spectrum at two points on
this line gives good evidence that this line belongs to the universality class
of the ${\cal M}_{2,7}$-conformal theory with $c=-68/7$.
","[{""version"":""v1"",""created"":""Fri, 25 Feb 1994 10:24:53 GMT""}]","2009-09-25"
"math/9402212","c/o U. Alberta Math","Waleed A. Al-Salam","A characterization of the Rogers q-Hermite polynomials",,,,"OP-SF 25 Feb 1994","math.CA",,"  In this paper we characterize the Rogers q-Hermite polynomials as the only
orthogonal polynomial set which is also ${\cal D}_q$-Appell where ${\cal D}_q $
is the Askey-Wilson finite difference operator.
","[{""version"":""v1"",""created"":""Fri, 25 Feb 1994 00:00:00 GMT""}]","2016-09-06"
"nucl-th/9402027","Elaine Remillard","K. C. Chase and A. Z. Mekjian","A Fully Isotopic Model of Fragmentation","20 pages, revtex 3.0, 2 figs. avail. on request, #RU 9423","Phys.Rev.C50:2078-2084,1994","10.1103/PhysRevC.50.2078",,"nucl-th",,"  A general model for the fragmentation of a two-component system (e.g. protons
and neutrons) is proposed and solved exactly. The extension of this model to
any number of components is also shown to be exactly solvable. A connection
between this models and the permutation group is discussed. The notion of
isotopic equivalence is defined in order to evaluate the equivalence of these
models to earlier one-component models. All the one-component models considered
in earlier papers are shown to be equivalent to a particular class of
two-component models. A simplified model applicable to the case of nuclear
fragmentation is introduced and analyzed. Modifications to this model to
include effects such as pairing and Coulomb interactions are discussed.
","[{""version"":""v1"",""created"":""Thu, 24 Feb 1994 20:31:52 GMT""}]","2008-11-26"
"nucl-th/9402028","Zlatev Ivaylo","Yang Sun, Shuxian Wen and Da Hsuan Feng","Anomalous Crossing Frequency in Odd Proton Nuclei",,"Phys.Rev.Lett.72:3483-3486,1994","10.1103/PhysRevLett.72.3483",,"nucl-th",,"  A generic explanation for the recently observed anomalous crossing
frequencies in odd proton rare earth nuclei is given. As an example, the proton
${1\over 2} [541]$ band in $^{175}$Ta is discussed in detail by using the
angular momentum projection theory. It is shown that the quadrupole pairing
interaction is decisive in delaying the crossing point and the changes in
crossing frequency along the isotope chain are due to the different neutron
shell fillings.
","[{""version"":""v1"",""created"":""Fri, 25 Feb 1994 14:57:30 GMT""}]","2009-09-25"
