"astro-ph/9412088","Houjun Mo","H. J. Mo and S. D. M. White","An analytic model for the gravitational clustering of dark matter haloes","28 pages, uuencoded, 12 figs available on request",,,"MNRAS submitted","astro-ph",,"  We develop a simple analytic model for the gravitational clustering of dark
haloes. The statistical properties of dark haloes are determined from the
initial density field (assumed to be Gaussian) through an extension of the
Press-Schechter formalism. Gravitational clustering is treated by a spherical
model which describes the concentration of dark haloes in collapsing regions.
We test this model against results from a variety of N-body simulations. The
autocorrelation function of dark haloes in such simulations depends
significantly on how haloes are identified. Our predictions agree well with
results based on algorithms which break clusters into subgroups more
efficiently than the standard friends-of-friends algorithm. The agreement is
better than that found by assuming haloes to lie at the present positions of
peaks of the linear density field. We use these techniques to study how the
distribution of haloes is biased with respect to that of the mass. The initial
(Lagrangian) positions of haloes identified at a given redshift and having
circular velocities $v_c=v_c^*(z)$ (i.e. mass equal to the characteristic
nonlinear mass $M^*$ at that redshift) are very weakly correlated with the
linear density field or among themselves. As a result of dynamical evolution,
however, the present-day correlations of these haloes are similar to those of
the mass. Haloes with lower $v_c$ are biased toward regions with negative
overdensity, while those with higher $v_c$ are biased toward regions with
positive overdensity. Among the haloes identified at any given epoch, those
with higher circular velocities are more strongly correlated today. Among the
haloes of given circular velocity, those at higher redshifts are also more
strongly clustered today. In the ``standard CDM'' model, haloes with
","[{""version"":""v1"",""created"":""Thu, 22 Dec 1994 17:19:57 GMT""}]","2007-05-23"
"hep-lat/9412097","Ettore","M. Campostrini, P. Rossi and E. Vicari","Asymptotic scaling from strong coupling in 2-d lattice chiral models","3 pages, PostScript file, contribution to conference LATTICE '94","Nucl.Phys.Proc.Suppl. 42 (1995) 598-600","10.1016/0920-5632(95)00322-Z","IFUP-TH 66/94","hep-lat",,"  Two dimensional $N=\infty$ lattice chiral models are investigate by a strong
coupling analysis. Strong coupling expansion turns out to be predictive for the
evaluation of continuum physical quantities, to the point of showing asymptotic
scaling (within 5\%).
","[{""version"":""v1"",""created"":""Fri, 23 Dec 1994 07:47:00 GMT""}]","2009-10-28"
"hep-lat/9412098","Massimo Campostrini","Massimo Campostrini, Paolo Rossi, and Ettore Vicari","Strong-coupling expansion of chiral models","47 pages (including 6 figures), latex (revtex + eepic macros),
  PostScript available at ftp://ftp.difi.unipi.it/pub/campo/preprints/
  (Revised: LaTeX problems in figures fixed)","Phys.Rev. D52 (1995) 358-385","10.1103/PhysRevD.52.358","IFUP-TH 63/94","hep-lat",,"  The strong-coupling character expansion of lattice models is reanalyzed in
the perspective of its complete algorithmization. The geometric problem of
identifying, counting, and grouping together all possible contributions is
disentangled from the group-theoretical problem of weighting them properly. The
first problem is completely solved for all spin models admitting a
character-like expansion and for arbitrary lattice connectivity. The second
problem is reduced to the evaluation of a class of invariant group integrals
defined on simple graphs. Since these integrals only depend on the global
symmetry of the model, results obtained for principal chiral models can be used
without modifications in lattice gauge theories. By applying the techniques and
results obtained we study the two-dimensional principal chiral models on the
square and honeycomb lattice. These models are a prototype field theory sharing
with QCD many properties. Strong-coupling expansions for Green's functions are
derived up to 15th and 20th order respectively. Large-$N$ and $N=\infty$
results are presented explicitly. Related papers are devoted to a discussion of
the results.
","[{""version"":""v1"",""created"":""Fri, 23 Dec 1994 14:51:28 GMT""},{""version"":""v2"",""created"":""Mon, 9 Jan 1995 14:24:37 GMT""}]","2009-10-28"
"hep-lat/9412099","Massimo Campostrini","Massimo Campostrini, Paolo Rossi, and Ettore Vicari","Running coupling constant and correlation length from Wilson loops","8 pages, latex (revtex)","Phys.Lett. B349 (1995) 499-503","10.1016/0370-2693(95)00265-M","IFUP-TH 76/94","hep-lat",,"  We consider a definition of the QCD running coupling constant $\alpha(\mu)$
related to Wilson loops of size $r{\times}t$ with arbitrary fixed $t/r$. The
schemes defined by these couplings are very close to the $\overline{\rm MS}$
scheme (i.e.\ the one-loop perturbative correction to the coupling is small)
for all values of $t/r$; in the $t/r\to\infty$ limit, the ``$q\bar q$ force''
scheme is recovered, where the coupling constant is related to the
quark-antiquark force. We discuss the possibility of applying finite-size
scaling techniques to the Monte Carlo evaluation of $\alpha(\mu)$ up to very
large momentum scales. We propose a definition of correlation length, also
related to Wilson loops, which should make such a computation feasible.
","[{""version"":""v1"",""created"":""Fri, 23 Dec 1994 15:03:11 GMT""}]","2009-10-28"
"hep-ph/9412359","Gerd Welke","A. Makhlin, E. Surdutovich, G. Welke","Boson Interferometry after SPS and before RHIC","RevTex, 18 pages, 1 uuencoded postscript figure (appended)",,,"WSU-NP-94-2","hep-ph nucl-th",,"  We re--examine the connection between interferometry and the Wigner
representation for source freeze--out, and continuous emission. At the operator
level, two equivalent representations of the two--particle spectrum are found,
which contradict the standard expression of kinetic theory. The discrepancy is
resolved using two toy models. Further, we revisit interferometry in
scale--invariant one--dimensional hydrodynamics, and argue that recent
experimental results are evidence for a short kaon emission time. Using two
exactly calculable models of two-- and three--dimensional flow, it is shown
that the saddle point approximation, which is reasonable for one--dimensional
flow, is no longer adequate. In these models the scaling law is altered, and we
argue that such qualitative trends, together with other observables, are vital
if one is to draw conclusions about the unknown source parameters.
","[{""version"":""v1"",""created"":""Thu, 22 Dec 1994 18:48:10 GMT""}]","2009-09-25"
"hep-ph/9412360",,"C.M.Hung and E.V.Shuryak (SUNY at Stony Brook)","Hydrodynamics near the QCD Phase Transition: Looking for the
  Longest-Lived Fireball","7 pages, 3 Postscript figures (tar compressed and uuencoded)
  submitted","Phys.Rev.Lett. 75 (1995) 4003-4006","10.1103/PhysRevLett.75.4003","SUNY-NTG-94-59","hep-ph nucl-ex nucl-th",,"  We propose a new strategy for the experimental search of the QCD phase
transition in heavy ion collisions: One may tune collision energy around the
point where the lifetime of the fireball is expected to be longest. We
demonstrate that the hydrodynamic evolution of excited nuclear matter does
change dramatically as the initial energy density goes through the ""softest
point"" (where the pressure to energy density ratio reaches its minimum). For
our choice of equation of state, this corresponds to epsilon_i approx. = 1.5
GeV/fm^3 and collision energy E_lab/A approx. = 30 GeV (for Au+Au). Various
observables seem to show distinct changes near the softest point.
","[{""version"":""v1"",""created"":""Thu, 22 Dec 1994 19:08:34 GMT""}]","2009-10-28"
"hep-ph/9412361","Paul Langacker","Paul Langacker","Tests of the Standard Model and Searches for New Physics","68 pages. Latex. Full text with 26 embedded figures available as
  gzipped postscript file by anonymous ftp at
  ftp://dept.physics.upenn.edu/pub/Langacker/bsm.ps.gz",,"10.1142/9789814503662_0022",,"hep-ph",,"  The implications of precision $Z$ and $W$-pole and neutral current data for
testing the standard electroweak model, determining its parameters, and
searching for new physics, are described.
","[{""version"":""v1"",""created"":""Thu, 22 Dec 1994 19:12:31 GMT""}]","2016-11-03"
"hep-ph/9412362","Alexander Makhlin","A.Makhlin","Quantum Field Kinetics","13 pages, REVTeX, 2 postscript figures appended","Phys.Rev.C51:3454-3464,1995","10.1103/PhysRevC.51.3454","WSU-NP-94-3","hep-ph",,"  Using the general framework of quantum field theory, we derive basic
equations of quantum field kinetics. The main goal of this approach is to
compute the observables associated with a quark-gluon plasma at different
stages of its evolution. We start by rewriting the integral equations for the
field correlators in different forms, depending on the relevant dynamical
features at each different stage. Next, two versions of perturbation expansion
are considered. The first is best suited for the calculation of electromagnetic
emission from chaotic, but not equilibrated, strongly interacting matter. The
second version allows one to derive evolution equations, which are
generalizations of the familiar QCD evolution equations, and provide a basis
for the calculation of the initial quark and gluon distributions after the
first hard interaction of the heavy ions.
","[{""version"":""v1"",""created"":""Thu, 22 Dec 1994 19:14:11 GMT""}]","2009-09-25"
"hep-ph/9412363","Alexander Makhlin","A.Makhlin","Quark and gluon distributions at the earliest stage of heavy ion
  collision","30 pages, REVTeX, 5 postscript figures appended","Phys.Rev.C52:995-1021,1995","10.1103/PhysRevC.52.995","WSU-NP-94-4","hep-ph",,"  Using the general framework of quantum field kinetics we consider new
principles to compute initial distribution of quarks and gluons after the first
hard interaction of heavy ions. We start by rewriting the integral equations of
QCD in the form which is generalizations of the familiar QCD evolution
equations. These equations describe both space-time-- and $(x,Q^2)$--evolution
before the collision, and allow one to use the $ep$ DIS data without reference
to parton phenomenology. New technique generate perturbation theory that avoid
double count of the processes, does not contain an artificial factorization
scale, and does not require low-momentum cut-offs since infrared behavior is
controlled by the DIS data.
","[{""version"":""v1"",""created"":""Thu, 22 Dec 1994 20:04:36 GMT""}]","2010-03-25"
"hep-ph/9412364",,"Dinko Pocanic (University of Virginia)","Study of Chiral Invariance Using Pions","Talk given at Int'l. Conf. on Physics with GeV Beams, Juelich, Aug.
  22-25 1994. 12 pages, LaTeX, 2 figs. included (psfig.tex req'd), style macro
  ""ws-art-j.sty"" appended at end of LaTeX file; PostScript file with entire
  document including figures available at
  ftp://helena.phys.virginia.edu/pub/preprints/juelich_94.ps (502 kB), e-mail:
  pocanic@virginia.edu",,,"UVA-INPP-94-7 [25 Nov 1994]","hep-ph",,"  We review two manifestations of chiral symmetry breaking in the pion sector.
First, we examine the $\pi\pi$ scattering amplitude at threshold, which is
completely determined by the chiral symmetry breaking part of the strong
interaction, and, thus, directly constrains the form of the low energy
effective lagrangians. We review the current status of the $\pi\pi$ scattering
lengths in view of the recent results on reactions $\pi N \to\pi\pi N$ near
threshold, and discuss the needed improvements. Second, we focus on the rate of
the pion beta decay, determined at the tree level by the CVC hypothesis, a
remnant of chiral symmetry breaking. Precise knowledge of the $\pi\beta$ decay
rate constrains CKM unitarity, and, thus, can be used to distinguish among
certain extensions of the minimal Standard Model. Present status of CKM
unitarity, and the PIBETA experiment at PSI are discussed.
","[{""version"":""v1"",""created"":""Thu, 22 Dec 1994 22:27:24 GMT""}]","2007-05-23"
"hep-ph/9412365","Pet","P. Bamert, C.P. Burgess and R.N. Mohapatra","Multi-Majoron Modes for Neutrinoless Double-Beta Decay","32 pages, plain TeX file, 3 postscript figures, (revised version:
  minor rewordings, minor corrections to eq's (16) and (28-30), conclusions
  unchanged)","Nucl.Phys. B449 (1995) 25-48","10.1016/0550-3213(95)00273-U","McGill-94/18, NEIP-94-010, UMD-PP-95-78","hep-ph",,"  We construct two new classes of models for double beta decay, each of which
leads to an electron spectrum which differs from the decays which are usually
considered. One of the classes has a spectrum which has not been considered to
date, and which is softer than the usual two-neutrino decay of the Standard
Model. We construct illustrative models to show how other phenomenological
bounds can be accommodated. We typically find that, although all other bounds
can be satisfied, the predicted double-beta decay rate only in one class of
these models is at best large enough to be just detectable in current
experiments.
","[{""version"":""v1"",""created"":""Fri, 23 Dec 1994 11:40:57 GMT""},{""version"":""v2"",""created"":""Thu, 12 Jan 1995 10:36:19 GMT""}]","2009-10-28"
"hep-ph/9412366","Sergey Michailov","A.P. Bakulev and S.V. Mikhailov","QCD Sum Rules For Pion Wave Function Revisited","LATEX, 15 pages, 6 figures, revised version contains corrected
  references","Z.Phys. C68 (1995) 451-458","10.1007/BF01620720","E2-94-482 JINR Dubna","hep-ph",,"  We analyze new QCD sum rules for the pion wave function $\phi_{\pi}(x)$,
obtained recently by A.V. Radyushkin in the framework of the non-local vacuum
condensates method for non-diagonal correlators, and suggest a new approach for
extracting wave functions of the $\pi$-meson and of its first resonances. As a
result we obtain approximately the same form of the pion wave function by using
two different methods and for two different ansatzes of non-local quark
condensates. We predict the mass of the $\pi'$-resonance and obtain the form of
its wave function. The first method uses integrated (in a sense) properties of
ansatzes and may be considered as an alternative to traditional borel SR.
","[{""version"":""v1"",""created"":""Fri, 23 Dec 1994 15:37:40 GMT""},{""version"":""v2"",""created"":""Wed, 5 Feb 1997 18:17:48 GMT""}]","2016-09-01"
"hep-th/9412196","Stephan Stieberger","P. Mayr and S. Stieberger","Low--Energy Properties of (0,2) Compactifications","7 pages, Invited talk at the 28th International Symposium on the
  Theory of Elementary Particles in Wendisch--Rietz, Aug 30--Sept 3, 1994",,,"TUM--HEP--213/94","hep-th",,"  We investigate the low--energy properties of a Z_12 orbifold with continuous
Wilson line moduli. They give rise to a (0,2) superstring compactification.
Their Kaehler potentials and Yukawa couplings are calculated. We study the
discrete symmetries of the model and their implications on the threshold
corrections to the gauge couplings as well as for string unification.
","[{""version"":""v1"",""created"":""Fri, 23 Dec 1994 00:01:31 GMT""}]","2007-05-23"
"hep-th/9412199","Kareljan Schoutens","Peter Bouwknegt, Andreas W.W. Ludwig and Kareljan Schoutens","Affine and Yangian Symmetries in $SU(2)_1$ Conformal Field Theory","26 pages, LaTeX",,,"USC-94/21, UCSB-TH-94, PUPT-1523","hep-th",,"  In these lectures, we study and compare two different formulations of
$SU(2)$, level $k=1$, Wess-Zumino-Witten conformal field theory. The first,
conventional, formulation employs the affine symmetry of the model; in this
approach correlation functions are derived from the so-called
Knizhnik-Zamolodchikov equations. The second formulation is based on an
entirely different algebraic structure, the so-called Yangian $Y(sl_2)$. In
this approach, the Hilbert space of the theory is obtained by repeated
application of modes of the so-called spinon field, which has $SU(2)$ spin
$j=\thalf$ and obeys fractional (semionic) statistics. We show how this new
formulation, which can be generalized to many other rational conformal field
theories, can be used to compute correlation functions and to obtain new
expressions for the Virasoro and affine characters in the theory. [Lectures
given at the 1994 Trieste Summer School on High Energy Physics and Cosmology,
Trieste, July 1994.]
","[{""version"":""v1"",""created"":""Fri, 23 Dec 1994 02:52:37 GMT""}]","2007-05-23"
"hep-th/9412201","Abrikosov Alexei A.","A. A. Abrikosov Jr","The Problem of Ground State in Thermo-Field Dynamics","8pp. Latex file with 4 Latex figures incorporated. (Talk given at 3rd
  Workshop on Thermal Field Theories, August 1993, Banff, Canada.)",,,"NSF-ITP-94-22","hep-th hep-ph",,"  Analytic continuation of quantum statistical physics from imaginary to real
time is analyzed. Adiabatic vanishing of interactions at real time infinities
gives origin to singularities at complex times. This undermines the hypothesis
of decoupling of interactions at $t \rightarrow \infty$. Hence an interacting
thermal vacuum is a necessary component of the exact real-time formalism.
Consequences for Thermo-field dynamics are discussed.
","[{""version"":""v1"",""created"":""Thu, 22 Dec 1994 18:07:53 GMT""}]","2007-05-23"
"hep-th/9412202","Jean-Bernard Zuber","J.-B. Zuber","Conformal, Integrable and Topological Theories, Graphs and Coxeter
  Groups","21 pages, uuencoded, tex, 5 figures included, uses harvmac and epsf
  (Talk delivered at the International Conference of Mathematical Physics,
  Paris 18-23 July 1994)",,,"SPhT 94/156","hep-th",,"  I review three different problems occuring in two dimensional field theory:
1) classification of conformal field theories; 2) construction of lattice
integrable realizations of the latter; 3) solutions to the WDVV equations of
topological field theories. I show that a structure of Coxeter group is hidden
behind these three related problems.
","[{""version"":""v1"",""created"":""Thu, 22 Dec 1994 17:41:45 GMT""}]","2007-05-23"
"hep-th/9412203","Miao Li","M. R. Douglas (Rutgers University) and M. Li (Brown University)","Free Variables and the Two Matrix Model","8 pages, harvmac","Phys.Lett. B348 (1995) 360-364","10.1016/0370-2693(95)00176-L","BROWN-HET-976, RU-94-89","hep-th",,"  We study the full set of planar Green's functions for a two-matrix model
using the language of functions of non-commuting variables. Both the standard
Schwinger-Dyson equations and equations determining connected Green's functions
can be efficiently discussed and solved. This solution determines the master
field for the model in the `$C$-representation.'
","[{""version"":""v1"",""created"":""Thu, 22 Dec 1994 19:37:16 GMT""}]","2009-10-28"
"hep-th/9412204","Prem Prakash Srivastava","Prem P. Srivastava","Light-Front Quantization and Spontaneous Symmetry Breaking","5 pages, Tex. Published in the Proceedings of the WORKSHOP ON HADRON
  PHYSICS, HADRONS94, Gramado, RS, Brasil, World Scientific, Singapore, 1994.
  Shortened form of SLAC-HEP-PPF-9222, April 1992",,,"IF-UERJ-015/94","hep-th cond-mat hep-ph",,"  The spontaneous symmetry breaking (and Higgs) mechanism in the theory
quantized on the light-front ({\it l.f.}), in the {\it discretized
formulation}, is discussed. The infinite volume limit is taken to obtain the
{\it continuum version}. The hamiltonian formulation is shown to contain a new
ingredient in the form of nonlocal {\it constraint eqs.} which lead to a {\it
nonlocal l.f. Hamiltonian}. The description of the broken symmetry here has the
same physical content as in the conventional formulation though arrived at
through a different mechanism.
","[{""version"":""v1"",""created"":""Thu, 22 Dec 1994 21:36:11 GMT""}]","2007-05-23"
