"astro-ph/9403064","Xiangdong ""Sheldon"" Shi","X. Shi, D. N. Schramm, D. S. P. Dearborn and J. W. Truran","Possible Systematic Decreases in the Age of Globular Clusters","revtex 17 pages, 4 figures upon request, FERMILAB-PUB-94/060-A","Comments Astrophys. 17 (1995) 343-360",,,"astro-ph",,"  The ages of globular clusters inferred from observations depends sensitively
on assumptions like the initial helium abundance and the mass loss rate. A high
helium abundance (e.g., $Y\approx$0.28) or a mass loss rate of
$\sim$10$^{-11}M_\odot$ yr$^{-1}$ near the main sequence turn-off region lowers
the current age estimate from 14 Gyr to about 10--12 Gyr, significantly
relaxing the constraints on the Hubble constant, allowing values as high as
60km/sec/Mpc for a universe with the critical density and 90km/sec/Mpc for a
baryon-only universe. Possible mechanisms for the helium enhancement in
globular clusters are discussed, as are arguments for an instability strip
induced mass loss near the turn-off. Ages lower than 10 Gyr are not possible
even with the operation of both of these mechanisms unless the initial helium
abundance in globular clusters is $>0.30$, which would conflict with indirect
measurements of helium abundances in globular clusters.
","[{""version"":""v1"",""created"":""Tue, 29 Mar 1994 21:01:43 GMT""}]","2009-09-25"
"gr-qc/9403061",,"B. L. Hu","Quantum Statistical Field Theory in Gravitation and Cosmology","Latex 38 pages, umdpp 94-45 Three Lectures given at the Canadian
  Summer School for Theoretical Physics and the Third International Workshop on
  Thermal Field Theories and Applications, Banff, Canada, Alberta, August
  15-28, 1993. Proceedings edited by R. Kobes and G. Kunstatter (World
  Scientific, Singapore, 1994)",,,,"gr-qc hep-th",,"  We describe how the concepts of quantum open systems and the methods of
closed-time-path (CTP) effective action and influence functional (IF) can be
usefully applied to the analysis of statistical mechanical problems involving
quantum fields in gravitation and cosmology. In the first lecture we discuss in
general terms the relevance of open system concepts in the description of a
variety of physical processes, and outline the basics of the CTP and IF
formalisms. In the second lecture we illustrate the IF method with a model of
two interacting quantum fields, deriving the influence action via a
perturbative expansion involving the closed-time-path Green functions. We show
how noise of quantum fields can be defined and derive a general fluctuation-
dissipation relation for quantum fields. In the third lecture we discuss the
problem of backreaction in semiclassical gravity with the example of a scalar
field in a Bianchi Type-I universe. We show that the CTP effective action not
only yields a real and causal equation of motion with a dissipative term
depicting the effect of particle creation, as was found earlier, it also
contains a noise term measuring the fluctuations in particle number and
governing the metric fluctuations. The particle creation-backreaction problem
can be understood as a manifestation of a fluctuation-dissipation relation for
quantum fields in dynamic spacetimes, generalizing Sciama's observation for
black hole Hawking radiation. A more complete description of semiclassical
gravity is given by way of an Einstein-Langevin equation, the conventional
theory based on the expectation value of the energy momentum tensor being its
","[{""version"":""v1"",""created"":""Wed, 30 Mar 1994 12:59:54 GMT""}]","2007-05-23"
"gr-qc/9403062","Nail R. Khusnutdinov","N R Khusnutdinov","Self - Interaction Force for the Particle in the Cone Space - Time","9, CQG-94-0324","Class.Quant.Grav.11:1807-1814,1994","10.1088/0264-9381/11/7/017",,"gr-qc astro-ph",,"  The force acting on the charged particle moving along an arbitrary trajectory
near the straight cosmic string is calculated. This interaction leads to the
scattering of particles by the cosmic string. The scattering cross section is
considered.
","[{""version"":""v1"",""created"":""Wed, 30 Mar 1994 09:56:15 GMT""}]","2010-04-06"
"hep-ph/9403389",,"Robert Garisto","CP violating polarizations in semileptonic heavy meson decays","32pp plain LATEX, 3 figs (by EMAIL request), TRI-PP-94-11","Phys.Rev.D51:1107-1116,1995","10.1103/PhysRevD.51.1107",,"hep-ph",,"  We study the $T$-violating lepton transverse polarization ($P^\perp_l$) in
three body semileptonic heavy meson decays to pseudoscalar mesons and to vector
mesons. We calculate these polarizations in the heavy quark effective limit,
which simplifies the expressions considerably. After examining constraints from
$CP$ conserving (including $b \rightarrow s \gamma$) and $CP$ violating
processes, we find that in $B$ decays, $P^\perp$ of the muon in multi-Higgs
doublet models can be of order $10\%$, while $P^\perp$ of the $\tau$ can even
approach unity. In contrast, $P^\perp_\mu$ in $D$ decays is at most 1.5\%. We
discuss possibilities for detection of $P^\perp_l$ at current and future $B$
factories. We also show that $P^\perp_l$ in decays to vector mesons, unlike in
decays to pseudoscalars, can get contributions from left-right models.
Unfortunately, $P^\perp_l$ in that case is proportional to $W_L$-$W_R$ mixing,
and is thus small.
","[{""version"":""v1"",""created"":""Wed, 30 Mar 1994 08:01:58 GMT""}]","2010-11-01"
"hep-ph/9403390","Juerg Gasser","J. Bijnens, G. Colangelo and J. Gasser","$K_{l4}$ - Decays Beyond One Loop","31 pages, LaTex, 3 figs. (two figures appended as postscript file),
  BUTP-94/4,ROMF2 94/05","Nucl.Phys.B427:427-454,1994","10.1016/0550-3213(94)90634-3",,"hep-ph",,"  The matrix elements for $K\rightarrow \pi \pi \l \nu$ decays are described by
four form factors $F,G,H$ and $R$. We complete previous calculations by
evaluating $R$ at next-to-leading order in the low-energy expansion. We then
estimate higher order contributions using dispersion relations and determine
the low-energy constants $L_1,L_2$ and $L_3$ from data on $K_{e4}$ decays and
on elastic pion scattering. Finally, we present predictions for the slope of
the form factor $G$ and for total decay rates.
","[{""version"":""v1"",""created"":""Wed, 30 Mar 1994 09:02:39 GMT""}]","2009-09-25"
"hep-ph/9403391",,"W. Buchmuller, Z. Fodor and A. Hebecker","Gauge Invariant Treatment of the Electroweak Phase Transition","8 pages latex, DESY-94-043, 4 figures can be obtained via e-mail from
  hebecker@vxdesy.desy.de","Phys.Lett.B331:131-136,1994","10.1016/0370-2693(94)90953-9",,"hep-ph",,"  We evaluate the gauge invariant effective potential for the composite field
$\sigma=2\Phi^{\dagger}\Phi$ in the SU(2)-Higgs model at finite temperature.
Symmetric and broken phases correspond to the domains $\sigma\leq T^2/3$ and
$\sigma > T^2/3$, respectively. The effective potential increases very steeply
at small values of $\sigma$. Predictions for several observables, derived from
the ordinary and the gauge invariant effective potential, are compared. Good
agreement is found for the critical temperature and the jump in the order
parameter. The results for the latent heat differ significantly for large Higgs
masses.
","[{""version"":""v1"",""created"":""Wed, 30 Mar 1994 10:44:48 GMT""}]","2009-09-25"
"hep-ph/9403392","Jutta Kunz","Yves Brihaye and Jutta Kunz","On Axially Symmetric Solutions in the Electroweak Theory","17 pages, latex, THU-94/07","Phys.Rev.D50:4175-4182,1994","10.1103/PhysRevD.50.4175",,"hep-ph",,"  We present the general ansatz, the energy density and the Chern-Simons charge
for static axially symmetric configurations in the bosonic sector of the
electroweak theory. Containing the sphaleron, the multisphalerons and the
sphaleron-antisphaleron pair at finite mixing angle, the ansatz further allows
the construction of the sphaleron and multisphaleron barriers and of the
bisphalerons at finite mixing angle. We conjecture that further solutions
exist.
","[{""version"":""v1"",""created"":""Wed, 30 Mar 1994 11:22:42 GMT""}]","2010-11-19"
"hep-ph/9403393","Torbjorn Sjostrand","Gerhard A. Schuler and Torbjorn Sjostrand","gamma-gamma and gamma-p Events at High Energies","20 pages, a compressed ps file is available via anonymous ftp to
  preprints.cern.ch, file /cern/9403/th-7193-94.ps.Z, report CERN-TH.7193/94",,,,"hep-ph",,"  A real photon has a complicated nature, whereby it may remain unresolved or
fluctuate into a vector meson or a perturbative q-qbar pair. Based on this
picture, we previously presented a model for gamma-p events that is based on
the presence of three main event classes: direct, VMD and anomalous. In
gamma-gamma events, a natural generalization gives three-by-three combinations
of the nature of the two incoming photons, and thus six distinct event classes.
The properties of these classes are constrained by the choices already made, in
the gamma-p model, of cut-off procedures and other aspects. It is therefore
possible to predict the energy-dependence of the cross section for each of the
six components separately. The total cross section thus obtained is in good
agreement with data, and also gives support to the idea that a simple
factorized ansatz with a pomeron and a reggeon term can be a good
approximation. Event properties undergo a logical evolution from p-p to gamma-p
to gamma-gamma events, with larger charged multiplicity, more transverse energy
flow and a higher jet rate in the latter process.
","[{""version"":""v1"",""created"":""Wed, 30 Mar 1994 12:55:27 GMT""}]","2007-05-23"
"hep-ph/9403394","Torbjorn Sjostrand","Valery A. Khoze and Torbjorn Sjostrand","Colour Correlations and Multiplicities in Top Events","16 pages, a compressed ps file is available via anonymous ftp to
  preprints.cern.ch, file /cern/9403/th-7199-94.ps.Z, report CERN-TH.7199/94
  and DTP/94/18","Phys.Lett.B328:466-476,1994","10.1016/0370-2693(94)91506-7",,"hep-ph",,"  In events of the type e+ e- -> t tbar -> b W+ bbar W-, particle production
could depend in a non-trivial way on the kinematics of the process. Energetic
perturbative gluon radiation can be generated (when kinematically allowed) by
the original t tbar system and by the t -> b W+ and tbar -> bbar W- decays,
with negligible interference between the production and decay stages and
between the t and tbar decays. Soft perturbative gluon emission and
non-perturbative fragmentation does introduce a correlation, however. To
illustrate the size of these effects, we study the multiplicity as a function
of the angle between the b and bbar jets, close to the t tbar threshold. Also
potential uncertainties in top mass determinations are briefly addressed.
","[{""version"":""v1"",""created"":""Wed, 30 Mar 1994 12:56:27 GMT""}]","2011-02-15"
"hep-ph/9403395","Alasdair James Gill","A.J. Gill and T.W.B. Kibble","Cosmic Rays From Cosmic Strings","11, Imperial/TP/93-94/23","Phys.Rev.D50:3660-3665,1994","10.1103/PhysRevD.50.3660",,"hep-ph astro-ph",,"  It has been speculated that cosmic string networks could produce ultra-high
energy cosmic rays as a by-product of their evolution. By making use of recent
work on the evolution of such networks, it will be shown that the flux of
cosmic rays from cosmologically useful, that is GUT scale strings, is too small
to be used as a test for strings with any foreseeable technology.
","[{""version"":""v1"",""created"":""Wed, 30 Mar 1994 13:57:56 GMT""}]","2014-11-17"
"hep-ph/9403396","Sean Fleming Northwestern Univ.","Sean Fleming","J/Psi Production from Electromagnetic Fragmentation in Z decay","16 pages and 8 figures","Phys.Rev. D50 (1994) 5808-5815","10.1103/PhysRevD.50.5808","FERMILAB-PUB-94/074-T NUHEP-TH-94-6","hep-ph",,"  The rate for $ Z^{0}\to J/ \psi + \ell^{+}\ell^{-} $ is suprisingly large
with about one event for every million $Z^{0}$ decays. The reason for this is
that there is a fragmentation contribution that is not suppressed by a factor
of $M^{2}_{\psi}/M^{2}_{Z}$. In the fragmentation limit $ M_{Z}\to\infty$ with
$E_{\psi}/M_{Z}$ fixed, the differential decay rate for $ Z^{0}\to J/ \psi +
\ell^{+}\ell^{-} $ factors into electromagnetic decay rates and universal
fragmentation functions. The fragmentation functions for lepton fragmentation
and photon fragmentation into $J/\psi$ are calculated to lowest order in
$\alpha$. The fragmentation approximation to the rate is shown to match the
full calculation for $E_{\psi}$ greater than about $3 M_{\psi}$.
","[{""version"":""v1"",""created"":""Wed, 30 Mar 1994 14:33:25 GMT""}]","2009-10-28"
"hep-ph/9403404","Galina I. Krizhova","A. Andrianov, V. Andrianov and V. Yudichev","Structural Vertices of Extended SU(3)-Chiral Lagrangians in the
  Large-N_c Approach","7 pages, LaTeX, Preprint SPbU-IP-94-1, Talk at the Workshop on Chiral
  Perturbation Theory and Other Effective Theories (Karreb{\ae}ksminde,
  Denmark, Sept.1993)","Phys.Lett. B328 (1994) 401-406","10.1016/0370-2693(94)91497-4",,"hep-ph",,"  The main goal of this paper is to elaborate the model-framework
parametrization of effective coupling constants of the extended chiral
lagrangian which is suitable for the description of the low-energy matrix
elements of vector, axial-vector, scalar and pseudoscalar currents as well as
of the matrix elements of the pseudoscalar gluon density. We establish the
connection between the structural coupling constants of the phenomenological
chiral lagrangian and the coefficients of effective lagrangians obtained in the
QCD-bosonization models by means of the derivative expansion. The large-N_c
relations for corresponding structural constants are elaborated. On this way we
find the new set of OZI rules. In particular, one of them predicts the
branching ratio of the decays $\psi' \rightarrow J/\psi + \pi$ or $\eta$.
","[{""version"":""v1"",""created"":""Wed, 30 Mar 1994 08:23:56 GMT""}]","2009-10-28"
"hep-th/9403172","Genadi A. Sardanashvily","G.Sardanashvily (Department of Theoretical Physics, Moscow State
  University, Moscow, Russia)","Multimomentum Hamiltonian Formalism","LaTeX preprint MSU-TP-94-13",,,,"hep-th",,"  The standard Hamiltonian machinery, being applied to field theory, leads to
infinite-dimensional phase spaces. It is not covariant. In this article, we
present covariant finite-dimensional multimomentum Hamiltonian formalism for
field theory. This is the multisymplectic generalization of the Hamiltonian
formalism in mechanics. In field theory, multimomentum canonical variables are
field functions and momenta corresponding to derivatives of fields with respect
all world coordinates, not only the time. In case of regular Lagrangian
densities, the multimomentum Hamiltonian formalism is equivalent to the
Lagrangian formalism, otherwise for degenerate Lagrangian densities. In this
case, the Euler-Lagrange equations become undetermined and require additional
conditions which remain elusive. In the framework of the multimomentum
Hamiltonian machinery, one obtaines them automatically as a part of Hamilton
equations. The key point consists in the fact that, given a degenerate
Lagrangian density, one must consider a family of associated multimomentum
Hamiltonian forms in order to exaust solutions of the Euler-Lagrange equations.
We spell out degenerate quadratic and affine Lagrangian densities. The most of
field models are of these types. As a result, we get the general procedure of
describing constraint field systems.
","[{""version"":""v1"",""created"":""Wed, 30 Mar 1994 08:13:10 GMT""},{""version"":""v2"",""created"":""Thu, 31 Mar 1994 13:34:48 GMT""}]","2008-02-03"
"hep-th/9403174",,"M. Temple-Raston","Solitonic photons and intermediate vector bosons","14 pages, LaTeX, CON-94-2 (a LaTeX typo is corrected)",,,,"hep-th hep-ph",,"  A four-dimensional topological field theory is introduced which generalises
$B\wedge F$ theory to give a Bogomol'nyi structure. A class of non-singular,
finite-Action, stable solutions to the variational field equations is
identified. The solitonic solutions are analogous to the instanton in
Yang-Mills theory. The solutions to the Bogomol'nyi equations in the
topologically least complicated $U(1)$ theory have a well-behaved (covariant)
phase space of dimension four---the same as that for photons. The dimensional
reduction of the four-dimensional Lagrangian is also examined. Bogomol'nyi
$U(2)$ solitons resembling the intermediate vector bosons $Z_o$, $W^\pm$ are
identified.
","[{""version"":""v1"",""created"":""Tue, 29 Mar 1994 16:29:38 GMT""},{""version"":""v2"",""created"":""Wed, 30 Mar 1994 16:33:41 GMT""}]","2008-02-03"
"hep-th/9403175",,"Jacek Pawe{\l}czyk","Toward QCD String: No Folds","8 pages, latex, one figure (The paper has been rewritten, the regular
  homotopy equivalence of different sectors is shown.)","Phys.Rev.Lett. 74 (1995) 3924-3926","10.1103/PhysRevLett.74.3924","IFT-1/94","hep-th",,"  We propose a string theory model which explains several features of two
dimensional YM theory. Folds are suppressed. This in turn leads to the empty
theory in flat target spaces. The Nambu-Goto action appears in the usual way.
The model naturally splits into two (chiral) sectors: orientation preserving
maps and orientation reversing maps. Moreover it has a straightforward
extension to 3 and 4 dimensional space-times, which could be the rigid string
with the self-intersection number at $\theta=\pi$.
","[{""version"":""v1"",""created"":""Tue, 29 Mar 1994 16:31:12 GMT""},{""version"":""v2"",""created"":""Thu, 10 Nov 1994 11:56:59 GMT""}]","2009-10-28"
"hep-th/9403176","Alberto Lerda","Alberto Lerda","A Field Theory Approach to the $t$-$J$ Model and the Spin-Charge
  Separation","27 pp., TeX file (1 figure on request), DFT-US 1/94","Nucl.Phys. B428 (1994) 629-654","10.1016/0550-3213(94)90367-0",,"hep-th cond-mat",,"  We analyze the $t$-$J$ model using the ${\rm CP}^1$ representation for the
slave operators (holons and spinons) which is particularly suited to study the
phenomenon of the spin-charge separation in strongly correlated electron
systems. In particular, we show that for the one-dimensional $t$-$J$ model
below half-filling the low energy effective dynamics of the spin and charge
degrees of freedom is represented in the continuum limit by a ${\rm CP}^1$
model with a topological term, minimally coupled to a massless Dirac field with
a four-fermion interaction. The bosonic term of this action describes the spin
waves produced by the spinons, while the fermionic term represents the low
energy charge excitations. This theory exhibits explicitly a local abelian
gauge invariance.
","[{""version"":""v1"",""created"":""Tue, 29 Mar 1994 17:01:21 GMT""}]","2009-10-28"
"hep-th/9403177","Paul Howe","P.S. Howe","A note on chiral fermions and heterotic strings","10 pages","Phys.Lett. B332 (1994) 61-65","10.1016/0370-2693(94)90858-3",,"hep-th",,"  An off-shell manifestly (8,0) worldsheet supersymmetric formulation of a
multiplet describing physical chiral fermions is given. The multiplet can be
used to complete the doubly supersymmetric (twistor-like) action for the
heterotic string. Correction of technical errors.
","[{""version"":""v1"",""created"":""Tue, 29 Mar 1994 17:59:39 GMT""},{""version"":""v2"",""created"":""Wed, 30 Mar 1994 12:31:10 GMT""}]","2009-10-28"
"hep-th/9403179",,"K. Behrndt, S. Foerste","String--Kaluza--Klein Cosmology","20 Pages, 5 figures, Latex, epsfig.sty, epsf.tex, SLAC--PUB--6471,
  RI--2--94","Nucl.Phys.B430:441-459,1994","10.1016/0550-3213(94)00364-5",,"hep-th gr-qc",,"  We generalize a five dimensional black hole solution of low energy effective
string theory to arbitrary constant spatial curvature. After interchanging the
signature of time and radius we reduce the 5d solution to four dimensions and
obtain that way a four dimensional isotropic cosmological space time. The
solution contains a dilaton, modulus field and torsion. Several features of the
solution are discussed.
","[{""version"":""v1"",""created"":""Tue, 29 Mar 1994 18:32:40 GMT""}]","2011-08-17"
"hep-th/9403180","Igor Tyutin","I.A.Batalin and I.V.Tyutin","On the Multilevel Field--Antifield Formalism with the Most General
  Lagrangian Hypergauges","9, P.N.Lebedev Physical Institute, I.E.Tamm Theory Department","Mod.Phys.Lett. A9 (1994) 1707-1716","10.1142/S0217732394001556",,"hep-th",,"  The multilevel field-antifield formalism is constructed in a geometrically
covariant way without imposing the unimodularity conditions on the hypergauge
functions. Thus the previously given version [1,2] is extended to cover the
most general case of Lagrangian surface bases. It is shown that the extra
measure factors, required to enter the gauge-independent functional integrals,
can be included naturally into the multilevel scheme by modifying the boundary
conditions to the quantum master equation.
","[{""version"":""v1"",""created"":""Wed, 30 Mar 1994 09:50:49 GMT""}]","2015-06-26"
