"alg-geom/9406003","Subhashis Nag","Indranil Biswas, Subhashis Nag and Dennis Sullivan","Universal Hodge Bundle and Mumford Isomorphisms on the Abelian Inductive
  Limit of Teichm\""uller Spaces","Latex paper, 36 pages, ICTP preprint IC/94/115",,,,"alg-geom hep-th math.AG",,"  Let $\Mg$ denote the moduli space of compact Riemann surfaces of genus $g$.
Mumford had proved that, for each fixed genus $g$, there are isomorphisms
asserting that certain higher $DET$ bundles over $\Mg$ are certain fixed
(genus-independent) tensor powers of the Hodge line bundle on $\Mg$. Here we
obtain a coherent, genus-independent description of the Mumford isomorphisms
over certain infinite-dimensional ``universal'' parameter spaces of compact
Riemann surfaces (with or without marked points). We work with an inductive
limit of Teichm\""uller spaces comprising complex structures on a certain
``solenoidal Riemann surface'', $H_{\infty,abel}$. The main result constructs
these universal $DET$ and Hodge line bundles on this direct limit, equips them
with their Quillen metrics, and proves that they are related by the appropriate
Mumford isomorphisms. Our work can be viewed as a contribution towards a
non-perturbative formulation of the bosonic string theory, since it provides an
interpretation of the Polyakov measure in a genus-independent fashion.
","[{""version"":""v1"",""created"":""Wed, 15 Jun 1994 10:27:46 GMT""}]","2008-02-03"
"cond-mat/9406065","Andreas Haedicke","A. H\""adicke and W. Krech","Microwave--Driven SET--Box with Superconducting Island","10 pages + 7 figures, REVTeX 3.0, JE-FKS-94-3 4 pages of Postscript
  figures appended",,"10.1016/0921-4526(94)01131-J",,"cond-mat",,"  The effect of a high--frequency microwave irradiation on the averaged
stationary charge in a single--electron tunneling box (SET--box) with
superconducting island is investigated. The resulting $\langle Q\rangle$--$Q_g$
characteristics are modified compared with those from the well--known constant
voltage--driven box. It can be shown that there is a cross--over from the
2e--periodic regime in $Q_g$ corresponding to the parity effect to 1e--periodic
behavior not only with increasing temperature but also with increasing
irradiation amplitude.
","[{""version"":""v1"",""created"":""Wed, 15 Jun 1994 11:19:55 GMT""}]","2009-10-22"
"gr-qc/9406021","Robert Mann","J.S.F. Chan and R.B. Mann","Mass inflation in (1+1)-dimensional Dilaton Gravity","15 pages, 4 figures (appended as postscript files) (uses epsf.tex)","Phys.Rev. D50 (1994) 7376-7384","10.1103/PhysRevD.50.7376",,"gr-qc",,"  We investigate the phenomenon of mass inflation in two-dimensional dilaton
theories of gravity. We consider two distinct black hole spacetimes and
construct the mass-inflation solution for each. Our analysis is extended to
include multi-horizon spacetimes. We find that the mass function diverges in a
manner quantitatively similar to its four-dimensional counterpart.
","[{""version"":""v1"",""created"":""Tue, 14 Jun 1994 17:17:16 GMT""}]","2009-10-22"
"gr-qc/9406022","P. Suntharothok-Priesmeyer","Clifford M. Will","Testing Scalar-Tensor Gravity with Gravitational-Wave Observations of
  Inspiralling Compact Binaries","10 pages, (3 figures upon request), WUGRAV-94-6","Phys.Rev. D50 (1994) 6058-6067","10.1103/PhysRevD.50.6058",,"gr-qc",,"  Observations of gravitational waves from inspiralling compact binaries using
laser-interferometric detectors can provide accurate measures of parameters of
the source. They can also constrain alternative gravitation theories. We
analyse inspiralling compact %binaries in the context of the scalar-tensor
theory of Jordan, Fierz, Brans and Dicke, focussing on the effect on the
inspiral of energy lost to dipole gravitational radiation, whose source is the
gravitational self-binding energy of the inspiralling bodies. Using a
matched-filter analysis we obtain a bound on the coupling constant $\omega_{\rm
BD}$ of Brans-Dicke theory. For a neutron-star/black-hole binary, we find that
the bound could exceed the current bound of $\omega_{\rm BD}>500$ from
solar-system experiments, for sufficiently low-mass systems. For a $0.7
M_\odot$ neutron star and a $3 M_\odot$ black hole we find that a bound
$\omega_{\rm BD} \approx 2000$ is achievable. The bound decreases with
increasing black-hole mass. For binaries consisting of two neutron stars, the
bound is less than 500 unless the stars' masses differ by more than about $0.5
M_\odot$. For two black holes, the behavior of the inspiralling binary is
observationally indistinguishable from its behavior in general relativity.
These bounds assume reasonable neutron-star equations of state and a detector
signal-to-noise ratio of 10.
","[{""version"":""v1"",""created"":""Wed, 15 Jun 1994 12:43:49 GMT""}]","2009-10-22"
"hep-lat/9406009","Bonnie Friedman","J. W. Negele, M. Burkardt, and J. M. Grandy","Calculation and Interpretation of Hadron Correlation Functions in
  Lattice QCD","39 pages with 9 figures, TeX, MIT-CTP-2109","Ann.Phys.238:441-472,1995","10.1006/aphy.1995.1026",,"hep-lat",,"  Several new developments in the calculation and interpretation of hadron
density-density correlation functions are presented. The asymptotic behavior of
correlation functions is determined from a tree diagram path integral. A method
is developed to use this behavior to correct for leading image contributions on
a finite periodic spatial lattice and to correct for the finite temporal extent
of the lattice. Equal time correlation functions are shown to determine a sum
of the ground state rms radius plus a polarization correction, and it is shown
how to extract the hadron polarizability from unequal time correlation
functions. Image-corrected correlation functions calculated in quenched lattice
QCD are presented and used to determine the size of the pion and nucleon.
","[{""version"":""v1"",""created"":""Wed, 15 Jun 1994 00:25:18 GMT""}]","2009-09-25"
"hep-ph/9406308","Dave Seckel","K.S. Babu, S.M. Barr and D. Seckel","Axion Dissipation Through the Mixing of Goldstone Bosons","20 pages, Latex, (3 uuencoded compressed tarred postscript figures
  attached)","Phys.Lett.B336:213-220,1994","10.1016/0370-2693(94)90241-0","Bartol Preprint, BA-93-16","hep-ph astro-ph",,"  By coupling axions strongly to a hidden sector, the energy density in
coherent axions may be converted to radiative degrees of freedom, alleviating
the ``axion energy crisis''. The strong coupling is achieved by mixing the
axion and some other Goldstone boson through their kinetic energy terms, in a
manner reminiscent of paraphoton models. Even with the strong coupling it
proves difficult to relax the axion energy density through particle absorption,
due to the derivative nature of Goldstone boson couplings and the effect of
back reactions on the evolution of the axion number density. However, the
distribution of other particle species in the hidden sector will be driven from
equilibrium by the axion field oscillations. Restoration of thermal equilibrium
results in energy being transferred from the axions to massless particles,
where it can redshift harmlessly without causing any cosmological problems.
","[{""version"":""v1"",""created"":""Tue, 14 Jun 1994 17:47:01 GMT""},{""version"":""v2"",""created"":""Wed, 15 Jun 1994 13:10:06 GMT""}]","2011-05-12"
"hep-ph/9406309","Ed Stoeffhaas","F.Halzen and J.E.Jacobsen","The Detection of Cold Dark Matter with Neutrino Telescopes","Talk presented by F. Halzen at MRST-94: ""What Next? Exploring the
  Future of High-Energy Physics"", McGill University, Montreal, Canada, May
  1994. 16 pages, Latex file, uses epsf.sty to place figures. 7 postscript
  figures included (tar-compressed-uuencoded using uufiles)",,,"MAD/PH/838","hep-ph",,"  High energy neutrinos are produced by the annihilation of dark matter
particles in our galaxy. These are presently searched for with large area, deep
underground neutrino telescopes. Cold dark matter particles, trapped inside the
sun, are an abundant source of such neutrinos. Back-of-the-envelope
calculations are sufficient to demonstrate how neutrino telescopes are
competitive with existing and future particle colliders such as the LHC in the
search for weakly interacting massive cold dark matter particles. We will
emphasize that a $1\,\rm km^2$ area is the natural scale for a future
instrument capable of probing the full GeV--TeV mass range of cold dark matter
particle candidates by searching for high energy neutrinos produced by their
annihilation in the sun. We speculate on what such a detector may look like.
","[{""version"":""v1"",""created"":""Tue, 14 Jun 1994 18:00:44 GMT""}]","2009-09-25"
"hep-ph/9406310","Lee Jaeyoung","A. Erdas, C. W. Kim and J. A. Lee","Generational Mass Splitting of Neutrinos in High Temperature
  $SU(2)_{\scriptscriptstyle{L}}\otimes U(1)$ Gauge Theory","12 Pages, JHU-TIPAC-940008/INFNCA-TH-94-8","Phys.Lett. B357 (1995) 379-386","10.1016/0370-2693(95)00909-5",,"hep-ph",,"  We calculate the generational mass splitting of neutrinos in high temperature
$SU(2)_{\scriptscriptstyle{L}}\otimes U(1)$ gauge theory when the temperature
is above $250$ GeV and the gauge symmetry is restored. We consider the case of
neutrinos that are massless at tree level as well as the case of neutrinos with
tree-level mass and large mixing.
","[{""version"":""v1"",""created"":""Tue, 14 Jun 1994 18:55:50 GMT""}]","2009-10-28"
"hep-ph/9406311","Chang-Hwan Lee","Chang-Hwan Lee, G. E. Brown, Dong-Pil Min and Mannque Rho","An Effective Chiral Lagrangian Approach to Kaon-Nuclear Interactions:
  Kaonic atom and kaon condensation","40 pages(LaTeX) and 13 figures, SNUTP-94-50. There were modifications
  according to the change in the References","Nucl.Phys. A585 (1995) 401-449","10.1016/0375-9474(94)00623-U",,"hep-ph nucl-th",,"  On-shell kaon-nucleon scattering, kaonic atom and kaon condensation are
treated on the same footing by means of a chiral perturbation expansion to the
next-to-next-to-leading order (``N$^2$LO""). Constraining the low-energy
constants in the chiral Lagrangian by on-shell $KN$ scattering lengths and
kaonic atom data, the off-shell s-wave scattering amplitude up to one-loop
order corresponding to N$^2$LO and the critical density of kaon condensation up
to in-medium two-loop order are computed. The effects on kaon-proton scattering
of the quasi-bound $\Lambda (1405)$ and on kaonic atoms and kaon condensation
of $\Lambda (1405)$-proton-hole excitations through four-Fermi interactions are
studied to all orders in density within the in-medium two-loop approximation.
It is found that the four-Fermi interaction terms in the chiral Lagrangian play
an essential role in providing attraction for kaonic atoms, thereby inducing
condensation but the critical density is remarkably insensitive to the strength
of the four-Fermi interaction that figures in kaonic atoms. The prediction for
the critical density is extremely robust and gives -- for ``natural"" values of
the four-Fermi interactions -- a rather low critical density, $\rho_c \lsim 4
\rho_0$. When the BR scaling is suitably implemented, the condensation sets in
at $\rho_c\simeq 2\, \rho_0$ with loop corrections and four-Fermi interactions
playing a minor role.
","[{""version"":""v1"",""created"":""Wed, 15 Jun 1994 06:53:59 GMT""},{""version"":""v2"",""created"":""Fri, 24 Jun 1994 05:20:31 GMT""}]","2009-10-28"
"hep-ph/9406312","Wolfgang Lucha","Wolfgang Lucha and Franz F. SCH\""Oberl","A Variational Approach to the Spinless Relativistic Coulomb Problem","7 pages, HEPHY-PUB 606/94","Phys.Rev. D50 (1994) 5443-5445","10.1103/PhysRevD.50.5443",,"hep-ph hep-th",,"  By application of a straightforward variational procedure we derive a simple,
analytic upper bound on the ground-state energy eigenvalue of a
semirelativistic Hamiltonian for (one or two) spinless particles which
experience some Coulomb-type interaction.
","[{""version"":""v1"",""created"":""Wed, 15 Jun 1994 09:03:15 GMT""}]","2009-10-28"
"hep-ph/9406313","Chao-Qiang GengT","C.Q. Geng, I.J. Hsu and Y.C. Lin","CP Conserving and Violating Contributions to
  $K_L\to\pi^+\pi^-\nu\bar{\nu}$","15 pages (LaTex), 3 figures (not included), NHCU-HEP-94-04","Phys.Rev.D50:5744-5750,1994","10.1103/PhysRevD.50.5744",,"hep-ph",,"  We study both CP conserving and violating contributions to the decay
$K_L\to\pi^+\pi^-\nu\bar{\nu}$. We find that the decay branching ratio is
dominated by the CP conserving part. In the standard CKM model, we estimate
that for $m_t\sim 174\ GeV$, the branching ratio due to the CP conserving
(violating) contributions can be as large as $4.4 \times 10^{-13}$ ($1.0\times
10^{-14}$).
","[{""version"":""v1"",""created"":""Wed, 15 Jun 1994 09:12:17 GMT""}]","2010-11-01"
"hep-ph/9406314",,"Pran Nath and R. Arnowitt","Unification of Fundamental Interactions in Supersymmetry","invited talk at the Conf. on "" Unified Symmetry in the Small and in
  the Large"", at Coral Gables, Florida,Jan27-30,94; 9 pages,LaTex+2 figs (hard
  copies available on request),CERN-TH.7167/94,NUB-TH-3085/94,CTP-TAMU-7/94",,,,"hep-ph",,"  A review is given of recent developments on the implications of supergravity
grand unification with SU(5)-type proton decay under the condition $M_{H_3}
/m_G < 10$ (where $M_{H_3}$ is the Higgs triplet mass) and the naturalness
condition that the universal scalar mass $m_0$ and the gluino mass are $<$
1~TeV. It is shown that the maximum achievable lifetime limits on proton
lifetime at Super Kamiokande and ICARUS will exhaust the full parameter space
of the model under the constraint $m_{\tilde W_1} >$~100~GeV. Thus the model
predicts the observation of either a light chargino with mass $\lappeq$~100~GeV
, or the observation of a $\bar \nu K^+$ mode at Super Kamiokande and ICARUS
within the above naturalness constraints.Analysis of the $b \rightarrow s\gamma
$ branching ratio within this model is also discussed. It is shown that there
is a significant region of the parameter space where the branching ratio
predicted by the model lies within the current experimental bounds. It is
pointed out that improved measurements of $B(b\rightarrow s\gamma)$ will
significantly delineate the parameter space of the model and allow for a more
stringent determination of their allowed ranges.
","[{""version"":""v1"",""created"":""Wed, 15 Jun 1994 08:35:11 GMT""}]","2009-09-25"
"hep-ph/9406315","W. James Stirling","A.D. Martin, R.G. Roberts and W.J. Stirling","Parton Distributions of the Proton","preprint DTP/94/34, 26 pages, 21 figures (not included, available on
  request)","Phys.Rev.D50:6734-6752,1994","10.1103/PhysRevD.50.6734",,"hep-ph",,"  To obtain improved parton densities of the proton, we present a new global
analysis of deep inelastic and related data including, in particular, the
recent measurements of $F_2$ at HERA, of the asymmetry of the rapidity
distributions of $W^\pm$ production at the FNAL $pp$ collider and of the
asymmetry in Drell-Yan production in $pp$ and $pn$ collisions. We also
incorporate data to determine the flavour dependence of the quark sea
distributions. We find that the behaviour of the partons at small $x$ is
consistent with the precocious onset of BFKL leading $\log(1/x)$ dynamics. We
discuss the ambiguities remaining in the gluon distribution. We present
improved predictions for $W$ boson (and $t$ quark) production at the FNAL $\pp$
collider.
","[{""version"":""v1"",""created"":""Wed, 15 Jun 1994 11:27:16 GMT""}]","2014-11-17"
"hep-ph/9406316",,"O.J.P. Eboli, S.M. Lietti, M.C. Gonzalez-Garcia and S.F. Novaes","$\epsilon_b$ Constraints on Self--Couplings of Vector Bosons","MAD/PH/836, IFT-P 020/94, IFUSP-P 1116. Revised version of
  hep-ph/9406316, same text only some reference changed","Phys.Lett. B339 (1994) 119-126","10.1016/0370-2693(94)91143-6",,"hep-ph",,"  We analyze the constraints on possible anomalous contributions to the
$W^+W^-Z$ vertex coming from non-universal radiative corrections to the $Z
\rightarrow b \bar{b}$ width. We parametrize these corrections in terms of
$\epsilon_b$ and use the LEP data to establish the allowed values for the
anomalous triple couplings. We examine all CP conserving effective operators
that exhibit $SU(2)_L\times U(1)_Y$ gauge invariance and do not give any tree
level contribution to the present experimental observables. For some of these
operators our constraints are comparable with the bounds coming from a global
fit of the oblique parameters, which evidences the increasing relevance of the
precise measurement of the $b$--quark parameters at LEP for the search of new
physics.
","[{""version"":""v1"",""created"":""Wed, 15 Jun 1994 09:42:00 GMT""},{""version"":""v2"",""created"":""Mon, 20 Jun 1994 18:40:00 GMT""}]","2009-10-28"
"hep-ph/9406317","Abu-Leil ""g.""","Ghadir Abu Leil, W.J. Stirling","Anomalous quartic couplings in $ W^+W^- \gamma $ production at $e^+e^- $
  colliders","15 pages, DTP/94/10","J.Phys. G21 (1995) 517-524","10.1088/0954-3899/21/4/003",,"hep-ph",,"  We study the process $e^+e^- \rightarrow W^+W^- \gamma$ at high-energy $e^+
e^-$ colliders to investigate the effect of genuine quartic
$W^+W^-\gamma\gamma$ and $W^+W^- Z\gamma$ anomalous couplings on the cross
section. Deviations from the Standard Model predictions are quantified. We show
how bounds on the anomalous couplings can be improved by choosing specific
initial state helicity combinations. The dependence of the anomalous
contributions on the collider energy is studied.
","[{""version"":""v1"",""created"":""Wed, 15 Jun 1994 14:22:14 GMT""}]","2009-10-28"
"hep-ph/9406318","Rajesh Ramchand Parwani","Rajesh R. Parwani","The Free Energy of Hot QED at Fifth Order","1+9+1 pages (figures attached as .ps file after end{document});
  preprint SPhT/94-065","Phys.Lett. B334 (1994) 420-426; Erratum-ibid. B342 (1995) 454","10.1016/0370-2693(94)90708-0",,"hep-ph hep-th",,"  The order $e^5$ contribution to the pressure of massless quantum
electrodynamics at nonzero temperature is determined explicitly. An identity is
also obtained relating a gauge-invariant piece of the pressure at order
$e^{2n+3} \ (n \ge 1) $ (from diagrams with only one fermion loop) to the
pressure at order $e^{2n}$.
","[{""version"":""v1"",""created"":""Wed, 15 Jun 1994 15:19:58 GMT""}]","2009-10-28"
"hep-ph/9406326",,"R. Kaminski and L. Lesniak","Low Energy Parameters of the KK and Pipi Scalar-Isoscalar Interactions","9 pages in LATEX, report no INP-1675/PH",,"10.1103/PhysRevC.51.2264",,"hep-ph",,"  Threshold expansions of the $\pi\pi$ and $K\overline{K}$ spin 0 and isospin 0
scattering amplitudes are performed. Scattering lengths, effective ranges and
so--called volume parameters are evaluated. Good agreement with the existing
experimental data for the $\pi\pi$ scalar--isoscalar amplitude is found. An
importance of future accurate measurements of the $K\overline{K}$ threshold
parameters is stressed. New data are needed to understand the basic features of
the scalar mesons.
","[{""version"":""v1"",""created"":""Wed, 15 Jun 1994 15:56:00 GMT""}]","2009-10-28"
"hep-ph/9406339","Kiselev","V.V.Kiselev, A.K.Likhoded, A.V.Tkabladze","$B_c$ spectroscopy","IHEP 94-51, LATEX, 39 pages","Phys.Rev. D51 (1995) 3613-3627","10.1103/PhysRevD.51.3613",,"hep-ph",,"  In the framework of potential models for heavy quarkonium the mass spectrum
for the system ($\bar b c$) is considered. Spin-dependent splittings, taking
into account a change of a constant for effective Coulomb interaction between
the quarks, and widths of radiative transitions between the ($\bar b c$) levels
are calculated. In the framework of QCD sum rules, masses of the lightest
vector $B_c^*$ and pseudoscalar $B_c$ states are estimated, scaling relation
for leptonic constants of heavy quarkonia is derived, and the leptonic constant
$f_{B_C}$ is evaluated.
","[{""version"":""v1"",""created"":""Wed, 15 Jun 1994 10:19:59 GMT""}]","2009-10-28"
