"alg-geom/9406008","Maurizio D. Cornalba","Enrico Arbarello and Maurizio Cornalba","Combinatorial and algebro-geometric cohomology classes on the moduli
  spaces of curves","37 pages + figures, AMS-TeX 2.1",,,,"alg-geom hep-th math.AG",,"  Based on the combinatorial description of the moduli spaces of curves
provided by Strebel differentials, Witten and Kontsevich have introduced
combinatorial cohomology classes $W_{(m_0,m_1,m_2,\dots),n}$, and conjectured
that these can be expressed in terms of Mumford-Morita-Miller classes. It is
argued that this link should be provided by a theorem of Di Francesco, Itzykson
and Zuber which relates the derivatives of the Witten-Kontsevich partition
function with respect to one set of variables to the derivatives with respect
to the other set of variables. Two things are shown. First of all that this
works in complex codimension 1. Secondly that in all the cases when it has been
possible to make the Di Francesco, Itzykson and Zuber correpondence explicit
this translates into identities of the type $$
\int_{W_{(m_0,m_1,m_2,\dots),n}}\prod\psi_i^{d_i}
=\int_{\overline{\cal{M}}_{g,n}} X_{(m_0,m_1,m_2,\dots),n}\prod\psi_i^{d_i} $$
where the $X_{(m_0,m_1,m_2,\dots),n}$ are explicit polynomials in the
algebro-geometric classes and the $\psi_i$ are the Chern classes of the point
bundles, for any choice of $d_1,\dots,d_n$.
","[{""version"":""v1"",""created"":""Thu, 30 Jun 1994 17:18:02 GMT""}]","2015-06-30"
"cond-mat/9407070",,"D. Manske, C.T. Rieck, and D. Fay (Universit\""at Hamburg, Germany)","Exchange Enhancement of the Electron-Phonon Pair Interaction","(2 pages, postscript file, hardcopies available from the authors)",,"10.1016/0921-4534(94)92285-3",,"cond-mat",,"  The critical temperature of high-$T_c$ superconductors is determined, at
least in part, by the electron-phonon coupling. We include the effect of an
exchange interaction between the electrons and calculate the renormalization of
the bare phonon frequencies and the electron-phonon verticies in a random phase
approximation and obtain a strongly enhanced attractive phonon-induced
electron-electron interaction. Using Fast Fourier Transform techniques, the
weak-coupling selfconsistency equation for the order parameter is solved in the
2D first Brillouin zone for the Emery tight-binding band with different band
fillings. The enhancement of $T_c$ arises primarily from the softening of the
phonon frequencies rather than the vertex renormalization.
","[{""version"":""v1"",""created"":""Fri, 1 Jul 1994 14:20:09 GMT""}]","2009-10-22"
"hep-ph/9406424",,"Gautam Bhattacharyya, Gustavo C. Branco and Debajyoti Choudhury","Radiative B-decay as a test of CKM unitarity","11 pages (Latex) + 4 postscript figures (compressed, tared,
  uuencoded) included at the end of the paper - [please check before printing
  that the uncompressed fig2.ps and fig3.ps files do not contain blank lines in
  the beginning], CERN-TH.7294/94, MPI-PhT/94-32","Phys.Lett.B336:487-493,1994; ERRATUM-ibid.B340:266,1994","10.1016/0370-2693(94)90562-2",,"hep-ph",,"  We point out that $R \equiv Br(b\rightarrow d \gamma)/Br(b\rightarrow s
\gamma)$ is a sensitive probe of possible violation of CKM unitarity. We
compute $R$ in a minimal extension of the Standard Model containing an
additional isosinglet charge ($-1/3$) quark, which leads to a deviation from
CKM unitarity.
","[{""version"":""v1"",""created"":""Thu, 30 Jun 1994 16:53:05 GMT""}]","2010-11-01"
"hep-ph/9406426",,"Ashok Das and Marcelo Hott","On the Ward Identities at Finite Temperature","12 pages, UR-1361, ER40685-811","Mod.Phys.Lett. A9 (1994) 3383-3392","10.1142/S021773239400321X",,"hep-ph hep-th",,"  We show both in 1+1 and 3+1 dimensions that, contrary to the recent
suggestions, the contribution of the fermion loop to the polarization tensor is
manifestly transverse at finite temperature. Some subtleties associated with
the Ward identities at finite temperature are also pointed out.
","[{""version"":""v1"",""created"":""Thu, 30 Jun 1994 16:26:23 GMT""}]","2015-06-25"
"hep-ph/9406428","Zhora Jikia","George Jikia and Avto Tkabladze","QCD Corrections to $b\bar b/c\bar c$ Pair Production in Polarized
  $\gamma\gamma$ Collisions and the Intermediate Mass Higgs Signal","(Talk given at the Workshop on gamma--gamma colliders, March 28-31,
  1994, Lawrence Berkeley Laboratory), LaTeX, 5 pages, 3 figures (compressed +
  uuencoded PS file)","Nucl.Instrum.Meth.A355:81-83,1995","10.1016/0168-9002(94)01181-8",,"hep-ph",,"  We present production rates of the two- and three-jet final states for the
processes of massive $c\bar c/b\bar b$ quark production in circularly polarized
photon-photon collisions, including QCD radiative corrections. Lowest order
cross section, one-loop virtual correction and gluon emission correction are
shown to be of the same order of magnitude for $b\bar b$ quark production at
$\sqrt{s_{\gamma\gamma}}\sim 100$~GeV. It is shown that the signal from
intermediate mass Higgs boson is observable at photon-photon collider, although
the statistical significance is substantially reduced with respect to the tree
level calculation.
","[{""version"":""v1"",""created"":""Thu, 30 Jun 1994 22:01:50 GMT""}]","2011-01-25"
"hep-ph/9406429","Jens Erler","Jens Erler","The SLD Asymmetry in View of the LEP Results","6 pages, UPR-0619T","Nucl.Phys.Proc.Suppl.37B:44,1994","10.1016/0920-5632(94)90659-9",,"hep-ph",,"  LEP determines $\sin^2 \theta_{\rm eff}$, by combining the various asymmetry
measurements to be $0.2321 \pm 0.0005$. On the other hand, the left-right
asymmetry as measured at SLC corresponds to \seff = $0.2292 \pm 0.0010$. I will
discuss the possibilities of this being i) a statistical fluctuation, ii) a
hint for New Physics or iii) an experimental discrepancy.
","[{""version"":""v1"",""created"":""Thu, 30 Jun 1994 21:03:01 GMT""}]","2010-11-01"
"hep-ph/9406430",,"A. Djouadi","Higgs particles at future hadron and electron-positron colliders","64 pages / 29 figures (available by mail from the author). invited
  review paper for Int.J.Mod.Phys.A, Latex style","Int.J.Mod.Phys. A10 (1995) 1-64","10.1142/S0217751X95000024","UdeM-GPP-TH-94-01","hep-ph",,"  The prospects for discovering Higgs particles and studying their fundamental
properties at future high-energy electron-positron and hadron colliders are
reviewed. Both the Standard Model Higgs boson and the Higgs particles of its
minimal supersymmetric extension are discussed. We update various results by
taking into account the new value of the top quark mass obtained by the CDF
Collaboration and by including radiative corrections some of which have been
calculated only recently.
","[{""version"":""v1"",""created"":""Thu, 30 Jun 1994 20:42:08 GMT""}]","2015-06-25"
"hep-ph/9406431",,"A. Djouadi and P. Gambino","QCD corrections to Higgs boson self--energies and fermionic decay widths","22 pages, 3 figures (ps files are included at the end), Latex style,
  Preprint UdeM-GPP-TH-94-02 and NYU--TH--94/06/01","Phys.Rev.D51:218-228,1995; Erratum-ibid.D53:4111,1996","10.1103/PhysRevD.51.218 10.1103/PhysRevD.53.4111",,"hep-ph",,"  We present the QCD corrections to Higgs boson self-energies for arbitrary
momentum transfer and for different internal quark masses, to treat the case of
CP--even, CP--odd and charged Higgs bosons which appear in extensions of the
Standard Model scalar sector. Using Ward Identities, we then relate these
results obtained by directly evaluating the relevant two--loop Feynman diagrams
to the known expressions for the electroweak vector boson vacuum polarization
functions. Finally, we derive the exact analytical expressions for the QCD
corrections to the decays of these Higgs particles into quark pairs in the
general case, and reproduce in a completely independent way known results in
some special cases.
","[{""version"":""v1"",""created"":""Thu, 30 Jun 1994 20:42:33 GMT""}]","2014-11-17"
"hep-ph/9406432",,"A. Djouadi and P. Gambino","Leading electroweak correction to Higgs boson production at proton
  colliders","8 pages (in latex style) with 2 figures (the ps files are included at
  the end of the text), Preprint UdeM-GPP-TH-94-03 and NYU--TH--94/06/03","Phys.Rev.Lett.73:2528-2531,1994","10.1103/PhysRevLett.73.2528",,"hep-ph",,"  At proton colliders, Higgs particles are dominantly produced in the
gluon--gluon fusion mechanism. The Higgs--gluons coupling is mediated by heavy
quark loops, and the process can serve to count the number of heavy strongly
interacting particles whose masses are generated by the Higgs mechanism. We
present the two--loop leading electroweak radiative correction to this
coupling, which is quadratically proportional to the heavy quark masses. It
turns out thatthis correction is well under control across the physically
interesting quark mass ranges.
","[{""version"":""v1"",""created"":""Thu, 30 Jun 1994 20:43:23 GMT""}]","2011-01-13"
"hep-ph/9406433",,"A. Djouadi","The Search for Higgs Bosons: A Summary","8 pages (no figure), Preprint UdeM--GPP--TH--04 (talk given at the
  Meeting ``What next? Exploring the Future of High--Energy Physics"", 11--13
  May 1994, Montr\'eal, Canada)",,,,"hep-ph",,"  I summarize the prospects for discovering Higgs bosons at future $pp$ and
$\ee$ colliders both in the Standard Model and its Minimal Supersymmetric
extension.
","[{""version"":""v1"",""created"":""Thu, 30 Jun 1994 20:44:05 GMT""}]","2007-05-23"
"hep-ph/9406434","Rey Soo Jong","Soo-Jong REY (Seoul National University, Seoul, Korea)","Nonperturbative QCD Effects in Inclusive B Decays","(14 pages LATEX, ip-sty appended) SNUTP-94-53",,,,"hep-ph",,"  In this talk I report calculable nonperturbative QCD effects to the inclusive
semileptonic and radiative B-meson decay rates. Small instantons contribute to
the Wilson coefficient functions at scales below $m_b$. It is found that the
instantons give rise to a potentially large correction to the decay rate near
the boundaries of the phase space for the semileptonic decay case, but totally
negligible for the radiative case. I explain how the difference may be
understood as a simple consequence of different kinematics in the two cases.
{Talk Presented at IFT Workshop on Yukawa Couplings and the Origin of Mass
  University of Florida, Gainesville, Feb. 11-13, 1994
  Proceeding to be Published by International Press, 15 pages (LATEX)
  5 Postscript figures available upon request,
  International Press macro file ip-author.sty appended}
","[{""version"":""v1"",""created"":""Thu, 30 Jun 1994 23:02:22 GMT""}]","2009-09-25"
"hep-ph/9406435","J. R. Cudell","J.R. Cudell","The Donnachie-Landshoff Pomeron vs. QCD","11 pages, Preprint McGill /93-35",,,,"hep-ph",,"  The Donnachie-Landshoff model of diffractive scattering, which accounts for
all confirmed diffractive data, is briefly reviewed. The picture emerging from
this model is shown to directly contradict that coming from perturbative
leading-log s calculations. The inclusion of non-perturbative effects brings
the two pictures in closer agreement.
","[{""version"":""v1"",""created"":""Fri, 1 Jul 1994 01:41:20 GMT""}]","2007-05-23"
"hep-ph/9406436","C. S. Kim","Daesung Hwang, C.S. Kim and Wuk Namgung","Fermi motion parameter $p_F$ of $B$ meson from relativistic quark model","11 pages (no figures)",,,"SNUTP 94-58, YUMS 94-18 (June 1994)","hep-ph",,"  The Fermi motion parameter $p_{_F}$ is the most important parameter of ACCMM
model, and the value $p_{_F} \sim 0.3$ GeV has been used without clear
theoretical or experimental evidence. So, we attempted to extract the possible
value for $p_{_F}$ theoretically in the relativistic quark model using quantum
mechanical variational method. We obtained $p_{_F} \sim 0.5$ GeV, which is
somewhat larger than 0.3, and we also derived the eigenvalue of $E_B \simeq
5.5$ GeV, which is is reasonable agreement with $m_B=5.28$ GeV.
","[{""version"":""v1"",""created"":""Fri, 1 Jul 1994 04:20:20 GMT""}]","2007-05-23"
"hep-ph/9407201",,"G. Domokos and S. Kovesi-Domokos (Dept. of Physics and Astronomy,
  Johns Hopkins University, Baltimore, MD)","Unusual Events in Neutrino Telescopes: Signatures of New Physics","14 pages. Preprint JHU-TIPAC 940009 (May 1994) LaTeX, no outside
  macros needed. 3 figures, available in hard copy or by E-mail as Encapsulated
  PostScript (EPS) files. E-mail: SKD@JHUP.PHA.JHU.EDU",,,,"hep-ph",,"  A class of physical phenomena outside the framework of the perturbatively
treated Standard Model of electroweak and strong interactions gives rise to
characteristic signatures in neutrino telescopes. In essence, the signature is
a large energy deposition in the neighborhood of the telescope, giving rise to
large and concentrated Cherenkov light emission, and in some cases, to
energetic muon bundles.
","[{""version"":""v1"",""created"":""Fri, 1 Jul 1994 13:24:06 GMT""}]","2009-09-25"
"hep-ph/9407202","Damien Pierce","Damien Pierce","Weak Scale Threshold Corrections in Supersymmetric Models","9 pages, JHU-TIPAC-940010. Talk presented at the SUSY-94 Conference,
  Ann Arbor, Michigan, May 14--17, 1994. 7 uuencoded postscript figures
  included. Uncomment the line ""%\input epsf"" to embed the figures in the text",,,,"hep-ph",,"  I discuss the weak scale threshold corrections in supersymmetric models. I
describe the ``match and run"" approximation to the threshold corrections and
compare with the exact one-loop results. With explicit examples I show that in
cases without large hierarchies in the mass spectra the ``match and run""
approximation can lead to order $\cal{O}$(1) errors in the determination of the
threshold corrections. I demonstrate how to obtain the threshold-corrected
Yukawa coupling from the fermion pole mass. I present corrections to the top
quark and squark/slepton masses as a function of the GUT scale parameters $m_0$
and $m_{1/2}$ and show that the gauge/Higgs sector corrections to the top quark
mass are small while the gluino correction can be larger than the well known
gluon correction.
","[{""version"":""v1"",""created"":""Fri, 1 Jul 1994 02:42:49 GMT""}]","2007-05-23"
"hep-ph/9407203","Cliff Burgess","P. Bamert and C.P. Burgess","Negative s and Light New Physics","plain TeX, 16 pages, 6 figures attached as a uuencoded file,
  McGill-94/27, NEIP-94-005","Z.Phys. C66 (1995) 495-502","10.1007/BF01556377",,"hep-ph",,"  Motivated by the difference between SLD's recent measurement of ALR and the
corresponding LEP results, we explore which kinds of new particles can (1)
contribute dominantly to new physics through oblique corrections, (2) produce
negative values for S and T, and (3) not be in conflict with any other
experiments, on or off the Z resonance. We are typically led to models which
involve new particles which are not much heavier than MZ/2, and so which may
also have implications for other experiments in the near future. For such light
particles, we show how the oblique-parameter analysis of purely Z-pole data
requires the interpretation of the data in terms of modified parameters, S' and
T', whose difference from S and T improves the available parameter space of the
models.
","[{""version"":""v1"",""created"":""Fri, 1 Jul 1994 15:28:12 GMT""}]","2009-10-28"
"hep-th/9406209","Jose L. Fernandez-Barbon","J.L.F. Barbon","Remarks on Thermal Strings outside Black Holes","13 pages, PUPT-94-1478","Phys.Lett.B339:41-48,1994","10.1016/0370-2693(94)91130-4",,"hep-th",,"  We discuss the semiclassical approximation to the level density of (super)
strings propagating in non-compact coset manifolds $G/H$. We show that the WKB
ansatz agrees with heuristic red-shift arguments with respect to the ``exact""
sigma model metric, up to some deviations from minimal coupling, parametrized
by the dilaton. This approximation is used to study thermal ensembles of free
strings in black holes, with the ``brick wall"" regularization of `t Hooft. In
two dimensions the entropy diverges logarithmically with the horizon thickness,
and a local Hagedorn transition occurs in higher dimensional models. We also
observe that supersymmetry improves the regularity of strings at the horizon.
","[{""version"":""v1"",""created"":""Thu, 30 Jun 1994 16:11:31 GMT""}]","2010-11-01"
"hep-th/9406211","Haisheng Li","Hai-sheng Li","Representation theory and tensor product theory for vertex operator
  algebras","122 pages",,,,"hep-th math.QA",,"  We first formulate a definition of tensor product for two modules for a
vertex operator algebra in terms of a certain universal property and then we
give a construction of tensor products. We prove the unital property of the
adjoint module and the commutativity of tensor products, up to module
isomorphism. We relate this tensor product construction with Frenkel and Zhu's
$A(M)$-theory. We give a proof of a formula of Frenkel and Zhu for fusion
rules. We also give the analogue of the ``Hom''-functor of classical Lie
algebra theory for vertex operator algebra theory by introducing a notion of
``generalized intertwining operator.'' We prove that the space of generalized
intertwining operators from one module to another for a vertex operator algebra
is a generalized module. From this result we derive a general form of Tsuchiya
and Kanie's ``nuclear democracy theorem'' for any rational vertex operator
algebra. This proves that the fusion rules obtained from our construction of
tensor products are the same as the fusion rules obtained by using Tsuchiya and
Kanie's method, for both WZW models and minimal models. We prove that if $V$
satisfies certain ``finiteness'' and ``semisimplicity'' conditions, then there
exists a unique maximal submodule inside the generalized module. Furthermore,
we prove that this maximal submodule is isomorphic to the contragredient module
of a certain tensor product module. This gives another construction of tensor
product modules and this result turns out to be closely related to Huang and
Lepowsky's construction.
","[{""version"":""v1"",""created"":""Fri, 1 Jul 1994 02:10:13 GMT""}]","2009-09-25"
"hep-th/9406212","Giovanni Amelino-Camelia","G. Amelino-Camelia","Perturbative Renormalizations of Anyon Quantum Mechanics","19 pages, Plain LaTex, MIT-CTP-2321","Phys.Rev. D51 (1995) 2000-2010","10.1103/PhysRevD.51.2000",,"hep-th",,"  In bosonic end perturbative calculations for quantum mechanical anyon systems
a regularization and renormalization procedure, analogous to those used in
field theory, is necessary. I examine the reliability and the physical
interpretation of the most commonly used bosonic end regularization procedures.
I then use the regularization procedure with the most transparent physical
interpretation to derive some bosonic end perturbation theory results on anyon
spectra, including a 3-anyon ground state energy.
","[{""version"":""v1"",""created"":""Thu, 30 Jun 1994 17:28:16 GMT""}]","2009-10-28"
"hep-th/9406213","Giovanni Amelino-Camelia","G. Amelino-Camelia and D. Bak","Schroedinger Self-adjoint Extension and Quantum Field Theory","9 pages, Plain LaTex, MIT-CTP-2329","Phys.Lett. B343 (1995) 231-238","10.1016/0370-2693(94)01448-L",,"hep-th",,"  We argue that the results obtained using the quantum mechanical method of
self-adjoint extension of the Schr\""odinger Hamiltonian can also be derived
using Feynman perturbation theory in the investigation of the corresponding
non-relativistic field theories. We show that this is indeed what happens in
the study of an anyon system, and, in doing so, we establish a field
theoretical description for ``colliding anyons"", {\it i.e.} anyons whose
quantum mechanical wave functions satisfy the non-conventional boundary
conditions obtained with the method of self-adjoint extension. We also show
that analogous results hold for a system of non-abelian Chern-Simons particles.
","[{""version"":""v1"",""created"":""Thu, 30 Jun 1994 17:30:35 GMT""}]","2009-10-28"
"hep-th/9406214",,"J. C. Brunelli and A. Das","The Supersymmetric Two Boson Hierarchies","11 pages, plain TeX, University of Rochester UR-1362, ER-40685-812","Phys.Lett. B337 (1994) 303-307","10.1016/0370-2693(94)90979-2",,"hep-th",,"  We construct the most general supersymmetric two boson system that is
integrable. We obtain the Lax operator and the nonstandard Lax representation
for this system. We show that, under appropriate redefinition of variables,
this reduces to the supersymmetric nonlinear Schr\""odinger equation without any
arbitrary parameter which is known to be integrable. We show that this
supersymmetric system has three local Hamiltonian structures just like the
bosonic counterpart and we show how the supersymmetric KdV equation can be
embedded into this system.
","[{""version"":""v1"",""created"":""Thu, 30 Jun 1994 18:56:06 GMT""}]","2009-10-28"
